------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '54', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for West Virginia by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"West Virginia",54000,55949.000000000,"49 of 52"
"United States",00000,70850.000000000,"N/A"
"McDowell County",54047,32007.000000000,"3119 of 3141"
"Mingo County",54059,40607.000000000,"3018 of 3141"
"Webster County",54101,41952.000000000,"2960 of 3141"
"Summers County",54089,42712.000000000,"2933 of 3141"
"Clay County",54015,44012.000000000,"2882 of 3141"
"Monroe County",54063,45362.000000000,"2814 of 3141"
"Lincoln County",54043,45829.000000000,"2788 of 3141"
"Roane County",54087,45886.000000000,"2781 of 3141"
"Wirt County",54105,46489.000000000,"2740 of 3141"
"Hardy County",54031,46580.000000000,"2731 of 3141"
"Barbour County",54001,47125.000000000,"2702 of 3141"
"Pendleton County",54071,47218.000000000,"2693 of 3141"
"Boone County",54005,47345.000000000,"2678 of 3141"
"Fayette County",54019,47654.000000000,"2665 of 3141"
"Calhoun County",54013,47988.000000000,"2649 of 3141"
"Lewis County",54041,48578.000000000,"2616 of 3141"
"Wetzel County",54103,48722.000000000,"2606 of 3141"
"Wyoming County",54109,48911.000000000,"2591 of 3141"
"Gilmer County",54021,49258.000000000,"2567 of 3141"
"Mason County",54053,49789.000000000,"2527 of 3141"
"Wayne County",54099,50031.000000000,"2509 of 3141"
"Mercer County",54055,50067.000000000,"2506 of 3141"
"Logan County",54045,50187.000000000,"2497 of 3141"
"Nicholas County",54067,50522.000000000,"2459 of 3141"
"Grant County",54023,50804.000000000,"2424 of 3141"
"Hampshire County",54027,51195.000000000,"2395 of 3141"
"Greenbrier County",54025,51229.000000000,"2393 of 3141"
"Ritchie County",54085,51772.000000000,"2343 of 3141"
"Upshur County",54097,52059.000000000,"2309 of 3141"
"Raleigh County",54081,52515.000000000,"2258 of 3141"
"Randolph County",54083,52565.000000000,"2249 of 3141"
"Braxton County",54007,52665.000000000,"2239 of 3141"
"Tyler County",54095,53523.000000000,"2176 of 3141"
"Tucker County",54093,54530.000000000,"2099 of 3141"
"Cabell County",54011,54594.000000000,"2092 of 3141"
"Hancock County",54029,54746.000000000,"2079 of 3141"
"Pocahontas County",54075,54809.000000000,"2073 of 3141"
"Jackson County",54035,55377.000000000,"2020 of 3141"
"Mineral County",54057,55973.000000000,"1965 of 3141"
"Pleasants County",54073,56233.000000000,"1945 of 3141"
"Marshall County",54051,56279.000000000,"1936 of 3141"
"Wood County",54107,57415.000000000,"1822 of 3141"
"Preston County",54077,57555.000000000,"1805 of 3141"
"Taylor County",54091,57746.000000000,"1789 of 3141"
"Doddridge County",54017,58495.000000000,"1712 of 3141"
"Kanawha County",54039,59254.000000000,"1638 of 3141"
"Marion County",54049,59883.000000000,"1565 of 3141"
"Morgan County",54065,59923.000000000,"1560 of 3141"
"Brooke County",54009,62308.000000000,"1314 of 3141"
"Harrison County",54033,63516.000000000,"1190 of 3141"
"Ohio County",54069,66854.000000000,"933 of 3141"
"Berkeley County",54003,69460.000000000,"750 of 3141"
"Monongalia County",54061,71975.000000000,"615 of 3141"
"Putnam County",54079,72573.000000000,"580 of 3141"
"Jefferson County",54037,89134.000000000,"178 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
