------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '54', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for West Virginia by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"West Virginia",54000,18.3,336326,"3 of 52"
"Monongalia County",54061,11.3,11750,"2971 of 3141"
"Berkeley County",54003,13.7,15268,"2661 of 3141"
"Jefferson County",54037,14.6,8146,"2466 of 3141"
"Gilmer County",54021,15.5,1288,"2247 of 3141"
"Mingo County",54059,16.6,4180,"1893 of 3141"
"Putnam County",54079,16.7,9476,"1863 of 3141"
"Lincoln County",54043,17.4,3699,"1632 of 3141"
"Cabell County",54011,17.4,16746,"1628 of 3141"
"Boone County",54005,17.6,4082,"1589 of 3141"
"Logan County",54045,17.6,6055,"1584 of 3141"
"Pleasants County",54073,17.9,1349,"1468 of 3141"
"Harrison County",54033,18.1,12412,"1408 of 3141"
"Preston County",54077,18.2,6149,"1376 of 3141"
"Wirt County",54105,18.3,1060,"1360 of 3141"
"Marion County",54049,18.5,10441,"1306 of 3141"
"Taylor County",54091,18.5,3144,"1283 of 3141"
"Barbour County",54001,18.6,3118,"1270 of 3141"
"Wyoming County",54109,18.7,4143,"1227 of 3141"
"Raleigh County",54081,18.8,14460,"1215 of 3141"
"Kanawha County",54039,18.8,35257,"1204 of 3141"
"Clay County",54015,18.8,1677,"1182 of 3141"
"Upshur County",54097,18.8,4637,"1180 of 3141"
"Jackson County",54035,19.0,5537,"1130 of 3141"
"Fayette County",54019,19.0,8493,"1119 of 3141"
"McDowell County",54047,19.1,3762,"1104 of 3141"
"Wood County",54107,19.1,16461,"1093 of 3141"
"Wayne County",54099,19.2,7896,"1067 of 3141"
"Doddridge County",54017,19.4,1663,"1009 of 3141"
"Mason County",54053,19.4,5249,"1002 of 3141"
"Lewis County",54041,19.5,3195,"983 of 3141"
"Roane County",54087,20.0,2864,"880 of 3141"
"Mineral County",54057,20.0,5484,"870 of 3141"
"Hardy County",54031,20.0,2763,"867 of 3141"
"Marshall County",54051,20.1,6432,"835 of 3141"
"Mercer County",54055,20.2,12303,"816 of 3141"
"Ohio County",54069,20.2,8665,"811 of 3141"
"Hampshire County",54027,20.2,4736,"799 of 3141"
"Randolph County",54083,20.2,5898,"797 of 3141"
"Braxton County",54007,20.5,2943,"740 of 3141"
"Nicholas County",54067,20.6,5242,"721 of 3141"
"Tyler County",54095,20.7,1851,"697 of 3141"
"Ritchie County",54085,21.1,2110,"626 of 3141"
"Hancock County",54029,21.2,6340,"609 of 3141"
"Webster County",54101,21.3,1838,"600 of 3141"
"Morgan County",54065,21.3,3727,"597 of 3141"
"Wetzel County",54103,21.8,3442,"516 of 3141"
"Brooke County",54009,21.8,5040,"513 of 3141"
"Greenbrier County",54025,21.9,7772,"508 of 3141"
"Calhoun County",54013,22.3,1661,"450 of 3141"
"Summers County",54089,22.5,2970,"431 of 3141"
"Grant County",54023,22.9,2668,"392 of 3141"
"Pocahontas County",54075,23.2,1992,"361 of 3141"
"Tucker County",54093,24.0,1688,"296 of 3141"
"Monroe County",54063,24.5,3311,"246 of 3141"
"Pendleton County",54071,25.1,1793,"208 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
