------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '54', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for West Virginia by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"West Virginia",54000,0.2,3322,"51 of 52"
"United States",00000,0.8,2632102,"N/A"
"Grant County",54023,0.0,0,"2960 of 3141"
"Greenbrier County",54025,0.0,0,"2960 of 3141"
"Pendleton County",54071,0.0,0,"2960 of 3141"
"Pleasants County",54073,0.0,0,"2960 of 3141"
"Pocahontas County",54075,0.0,0,"2960 of 3141"
"Ritchie County",54085,0.0,0,"2960 of 3141"
"Taylor County",54091,0.0,0,"2960 of 3141"
"Tucker County",54093,0.0,0,"2960 of 3141"
"Brooke County",54009,0.0,1,"2959 of 3141"
"Mineral County",54057,0.0,4,"2933 of 3141"
"Wyoming County",54109,0.0,4,"2927 of 3141"
"Boone County",54005,0.0,9,"2863 of 3141"
"Wetzel County",54103,0.0,7,"2844 of 3141"
"Harrison County",54033,0.0,31,"2835 of 3141"
"Braxton County",54007,0.1,9,"2776 of 3141"
"Mingo County",54059,0.1,18,"2738 of 3141"
"Berkeley County",54003,0.1,97,"2676 of 3141"
"Kanawha County",54039,0.1,174,"2656 of 3141"
"Mason County",54053,0.1,25,"2656 of 3141"
"Doddridge County",54017,0.1,8,"2654 of 3141"
"Wood County",54107,0.1,98,"2571 of 3141"
"Webster County",54101,0.1,10,"2564 of 3141"
"McDowell County",54047,0.1,24,"2539 of 3141"
"Wayne County",54099,0.1,50,"2539 of 3141"
"Monongalia County",54061,0.1,127,"2537 of 3141"
"Hardy County",54031,0.1,17,"2534 of 3141"
"Marion County",54049,0.1,70,"2528 of 3141"
"Cabell County",54011,0.1,129,"2477 of 3141"
"Calhoun County",54013,0.1,10,"2477 of 3141"
"Hancock County",54029,0.1,43,"2435 of 3141"
"Lincoln County",54043,0.2,32,"2406 of 3141"
"Tyler County",54095,0.2,14,"2385 of 3141"
"Putnam County",54079,0.2,90,"2376 of 3141"
"Roane County",54087,0.2,25,"2301 of 3141"
"Jefferson County",54037,0.2,108,"2195 of 3141"
"Ohio County",54069,0.2,88,"2135 of 3141"
"Morgan County",54065,0.2,41,"2009 of 3141"
"Upshur County",54097,0.2,59,"1991 of 3141"
"Wirt County",54105,0.3,17,"1760 of 3141"
"Logan County",54045,0.3,101,"1758 of 3141"
"Mercer County",54055,0.3,179,"1756 of 3141"
"Randolph County",54083,0.3,87,"1734 of 3141"
"Summers County",54089,0.3,41,"1677 of 3141"
"Fayette County",54019,0.3,141,"1652 of 3141"
"Nicholas County",54067,0.4,94,"1466 of 3141"
"Barbour County",54001,0.4,63,"1445 of 3141"
"Marshall County",54051,0.4,126,"1396 of 3141"
"Lewis County",54041,0.4,65,"1382 of 3141"
"Gilmer County",54021,0.4,36,"1291 of 3141"
"Raleigh County",54081,0.4,341,"1273 of 3141"
"Hampshire County",54027,0.5,109,"1229 of 3141"
"Preston County",54077,0.5,163,"1196 of 3141"
"Clay County",54015,0.5,43,"1193 of 3141"
"Monroe County",54063,0.5,72,"1107 of 3141"
"Jackson County",54035,0.8,222,"829 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
