------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '54', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for West Virginia by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"West Virginia",54000,26.8,492679,"2 of 52"
"United States",00000,29.8,95565066,"N/A"
"Pendleton County",54071,19.7,1403,"160 of 3141"
"Monroe County",54063,20.2,2735,"204 of 3141"
"Calhoun County",54013,20.3,1513,"216 of 3141"
"Tucker County",54093,20.9,1467,"271 of 3141"
"Hancock County",54029,21.3,6387,"336 of 3141"
"Wirt County",54105,21.5,1248,"354 of 3141"
"Clay County",54015,21.5,1916,"355 of 3141"
"Webster County",54101,21.8,1883,"396 of 3141"
"Hampshire County",54027,21.9,5121,"416 of 3141"
"Morgan County",54065,22.3,3900,"497 of 3141"
"Ritchie County",54085,22.5,2250,"552 of 3141"
"Tyler County",54095,22.8,2041,"634 of 3141"
"Roane County",54087,23.1,3315,"724 of 3141"
"Greenbrier County",54025,23.2,8228,"739 of 3141"
"Pocahontas County",54075,23.5,2018,"835 of 3141"
"Grant County",54023,23.6,2752,"844 of 3141"
"Hardy County",54031,23.7,3276,"884 of 3141"
"Nicholas County",54067,23.7,6049,"890 of 3141"
"Marshall County",54051,23.8,7619,"912 of 3141"
"Braxton County",54007,24.0,3441,"968 of 3141"
"Lincoln County",54043,24.0,5102,"982 of 3141"
"Brooke County",54009,24.0,5544,"986 of 3141"
"Boone County",54005,24.1,5593,"995 of 3141"
"Wetzel County",54103,24.1,3802,"999 of 3141"
"Jackson County",54035,24.1,7013,"1000 of 3141"
"Wyoming County",54109,24.2,5365,"1050 of 3141"
"McDowell County",54047,24.5,4833,"1122 of 3141"
"Mason County",54053,24.6,6635,"1139 of 3141"
"Wayne County",54099,24.6,10097,"1148 of 3141"
"Logan County",54045,24.6,8476,"1163 of 3141"
"Summers County",54089,24.7,3259,"1178 of 3141"
"Wood County",54107,24.9,21405,"1268 of 3141"
"Mineral County",54057,25.0,6852,"1310 of 3141"
"Fayette County",54019,25.0,11150,"1316 of 3141"
"Taylor County",54091,25.1,4254,"1338 of 3141"
"Putnam County",54079,25.1,14202,"1345 of 3141"
"Mingo County",54059,25.6,6449,"1543 of 3141"
"Lewis County",54041,25.7,4202,"1548 of 3141"
"Pleasants County",54073,25.7,1935,"1563 of 3141"
"Harrison County",54033,25.9,17727,"1623 of 3141"
"Kanawha County",54039,25.9,48676,"1631 of 3141"
"Mercer County",54055,25.9,15813,"1637 of 3141"
"Raleigh County",54081,26.4,20386,"1787 of 3141"
"Randolph County",54083,26.7,7785,"1884 of 3141"
"Doddridge County",54017,26.7,2291,"1891 of 3141"
"Jefferson County",54037,26.9,14968,"1932 of 3141"
"Upshur County",54097,26.9,6630,"1952 of 3141"
"Ohio County",54069,27.2,11688,"2038 of 3141"
"Berkeley County",54003,27.6,30850,"2143 of 3141"
"Preston County",54077,27.7,9366,"2166 of 3141"
"Marion County",54049,28.4,16041,"2305 of 3141"
"Barbour County",54001,28.7,4811,"2380 of 3141"
"Cabell County",54011,31.9,30663,"2813 of 3141"
"Gilmer County",54021,36.8,3057,"3022 of 3141"
"Monongalia County",54061,45.5,47197,"3117 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
