------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '54', 'areatype': 'county', 'topic': 'lang', 'demo': '00015', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_007.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=54&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for West Virginia by County
Non-English Language: Language isolation
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Households (language Isolation),Rank within US
"West Virginia",54000,0.4,2644,"1 of 51"
"United States",00000,4.5,5305440,"N/A"
"Braxton County",54007,0.0,0,"1 of 3140"
"Brooke County",54009,0.0,0,"1 of 3140"
"Clay County",54015,0.0,0,"1 of 3140"
"Fayette County",54019,0.0,0,"1 of 3140"
"Lincoln County",54043,0.0,0,"1 of 3140"
"Mason County",54053,0.0,0,"1 of 3140"
"McDowell County",54047,0.0,0,"1 of 3140"
"Mingo County",54059,0.0,0,"1 of 3140"
"Monroe County",54063,0.0,0,"1 of 3140"
"Nicholas County",54067,0.0,0,"1 of 3140"
"Pendleton County",54071,0.0,0,"1 of 3140"
"Pleasants County",54073,0.0,0,"1 of 3140"
"Pocahontas County",54075,0.0,0,"1 of 3140"
"Ritchie County",54085,0.0,0,"1 of 3140"
"Roane County",54087,0.0,0,"1 of 3140"
"Summers County",54089,0.0,0,"1 of 3140"
"Tucker County",54093,0.0,0,"1 of 3140"
"Webster County",54101,0.0,0,"1 of 3140"
"Wetzel County",54103,0.0,0,"1 of 3140"
"Wyoming County",54109,0.0,0,"1 of 3140"
"Calhoun County",54013,0.0,1,"315 of 3140"
"Wayne County",54099,0.0,8,"328 of 3140"
"Upshur County",54097,0.1,5,"336 of 3140"
"Morgan County",54065,0.1,5,"366 of 3140"
"Ohio County",54069,0.1,15,"383 of 3140"
"Randolph County",54083,0.1,10,"387 of 3140"
"Wood County",54107,0.1,34,"391 of 3140"
"Barbour County",54001,0.1,6,"394 of 3140"
"Logan County",54045,0.1,14,"406 of 3140"
"Tyler County",54095,0.1,4,"419 of 3140"
"Doddridge County",54017,0.1,3,"421 of 3140"
"Boone County",54005,0.1,12,"454 of 3140"
"Marshall County",54051,0.1,17,"467 of 3140"
"Grant County",54023,0.2,7,"519 of 3140"
"Putnam County",54079,0.2,43,"585 of 3140"
"Jackson County",54035,0.2,23,"597 of 3140"
"Hampshire County",54027,0.2,22,"644 of 3140"
"Harrison County",54033,0.3,73,"714 of 3140"
"Wirt County",54105,0.3,7,"761 of 3140"
"Gilmer County",54021,0.3,8,"775 of 3140"
"Taylor County",54091,0.3,22,"840 of 3140"
"Preston County",54077,0.3,43,"869 of 3140"
"Lewis County",54041,0.3,23,"879 of 3140"
"Marion County",54049,0.4,85,"924 of 3140"
"Berkeley County",54003,0.4,165,"948 of 3140"
"Mercer County",54055,0.4,102,"988 of 3140"
"Kanawha County",54039,0.4,349,"1039 of 3140"
"Cabell County",54011,0.6,251,"1311 of 3140"
"Hancock County",54029,0.6,81,"1326 of 3140"
"Raleigh County",54081,0.7,225,"1435 of 3140"
"Greenbrier County",54025,0.7,114,"1472 of 3140"
"Mineral County",54057,1.0,108,"1683 of 3140"
"Jefferson County",54037,1.1,223,"1783 of 3140"
"Monongalia County",54061,1.2,443,"1842 of 3140"
"Hardy County",54031,1.7,93,"2201 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Non-English Language: Language isolation, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#non-english."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
A "limited English speaking household" is one in which no member 14 years old and over (1) speaks only English or (2) speaks a non-English language and speaks English "very well."
Data for United States does not include Puerto Rico.
