------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '20', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kansas by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Kansas",20000,30.9,897378,"10 of 52"
"United States",00000,32.4,104105673,"N/A"
"Geary County",20061,17.7,6338,"4 of 3141"
"Riley County",20161,18.0,13633,"5 of 3141"
"Douglas County",20045,24.9,29288,"43 of 3141"
"Ellis County",20051,26.6,7695,"107 of 3141"
"Seward County",20175,26.7,6126,"109 of 3141"
"Crawford County",20037,27.2,10645,"133 of 3141"
"Finney County",20055,28.0,10378,"187 of 3141"
"Ford County",20057,28.3,9819,"215 of 3141"
"Grant County",20067,28.4,2195,"226 of 3141"
"Atchison County",20005,28.7,4728,"250 of 3141"
"Gray County",20069,29.1,1747,"285 of 3141"
"Sherman County",20181,29.1,1748,"292 of 3141"
"Lyon County",20111,29.4,9792,"312 of 3141"
"Wyandotte County",20209,29.7,48502,"355 of 3141"
"Stanton County",20187,29.8,627,"364 of 3141"
"Logan County",20109,29.8,832,"372 of 3141"
"Thomas County",20193,29.9,2344,"381 of 3141"
"Harvey County",20079,30.4,10535,"468 of 3141"
"Wallace County",20199,30.4,484,"475 of 3141"
"Hamilton County",20075,30.5,799,"482 of 3141"
"Bourbon County",20011,30.5,4503,"489 of 3141"
"Sedgwick County",20173,30.6,156044,"500 of 3141"
"Mitchell County",20123,30.6,1905,"504 of 3141"
"Cheyenne County",20023,30.7,822,"531 of 3141"
"Haskell County",20081,30.8,1255,"538 of 3141"
"Kiowa County",20097,30.8,778,"558 of 3141"
"Harper County",20077,30.9,1775,"571 of 3141"
"Clay County",20027,30.9,2536,"578 of 3141"
"Nemaha County",20131,31.0,3130,"597 of 3141"
"Meade County",20119,31.0,1332,"600 of 3141"
"Cloud County",20029,31.0,2853,"603 of 3141"
"Barber County",20007,31.0,1523,"607 of 3141"
"Pratt County",20151,31.1,3004,"613 of 3141"
"Neosho County",20133,31.1,5036,"615 of 3141"
"Rice County",20159,31.1,3069,"622 of 3141"
"Cowley County",20035,31.2,11132,"635 of 3141"
"Gove County",20063,31.2,820,"637 of 3141"
"Pottawatomie County",20149,31.2,7227,"638 of 3141"
"Stevens County",20189,31.2,1790,"641 of 3141"
"Saline County",20169,31.4,17350,"691 of 3141"
"Kearny County",20093,31.4,1233,"696 of 3141"
"Doniphan County",20043,31.4,2447,"709 of 3141"
"Anderson County",20003,31.5,2467,"729 of 3141"
"Montgomery County",20125,31.5,10548,"747 of 3141"
"Morton County",20129,31.5,924,"748 of 3141"
"Rooks County",20163,31.6,1626,"769 of 3141"
"Rawlins County",20153,31.7,799,"806 of 3141"
"Chautauqua County",20019,31.7,1087,"819 of 3141"
"Reno County",20155,31.7,20112,"821 of 3141"
"Barton County",20009,32.0,8649,"888 of 3141"
"Lane County",20101,32.0,544,"895 of 3141"
"Russell County",20167,32.0,2234,"901 of 3141"
"Chase County",20017,32.2,857,"978 of 3141"
"Washington County",20201,32.2,1795,"994 of 3141"
"Shawnee County",20177,32.2,57483,"999 of 3141"
"Greeley County",20071,32.2,390,"1000 of 3141"
"Allen County",20001,32.2,4112,"1010 of 3141"
"McPherson County",20113,32.3,9287,"1014 of 3141"
"Dickinson County",20041,32.3,6194,"1043 of 3141"
"Phillips County",20147,32.4,1762,"1052 of 3141"
"Wichita County",20203,32.4,698,"1057 of 3141"
"Osborne County",20141,32.4,1194,"1080 of 3141"
"Comanche County",20033,32.5,566,"1119 of 3141"
"Leavenworth County",20103,32.6,25903,"1170 of 3141"
"Lincoln County",20105,32.8,1023,"1228 of 3141"
"Marion County",20115,32.9,3976,"1289 of 3141"
"Ness County",20135,33.0,989,"1315 of 3141"
"Stafford County",20185,33.0,1404,"1351 of 3141"
"Johnson County",20091,33.1,191580,"1378 of 3141"
"Morris County",20127,33.1,1856,"1384 of 3141"
"Wilson County",20205,33.1,2936,"1403 of 3141"
"Sumner County",20191,33.2,7744,"1422 of 3141"
"Labette County",20099,33.2,6830,"1443 of 3141"
"Brown County",20013,33.3,3238,"1458 of 3141"
"Scott County",20171,33.4,1665,"1548 of 3141"
"Jewell County",20089,33.5,992,"1582 of 3141"
"Clark County",20025,33.5,700,"1597 of 3141"
"Greenwood County",20073,33.6,2094,"1661 of 3141"
"Marshall County",20117,33.6,3316,"1669 of 3141"
"Elk County",20049,33.7,869,"1687 of 3141"
"Linn County",20107,33.7,3235,"1702 of 3141"
"Ellsworth County",20053,33.8,2142,"1782 of 3141"
"Cherokee County",20021,33.8,6939,"1794 of 3141"
"Butler County",20015,33.9,22445,"1806 of 3141"
"Jackson County",20085,34.1,4537,"1901 of 3141"
"Franklin County",20059,34.1,8729,"1921 of 3141"
"Osage County",20139,34.1,5426,"1940 of 3141"
"Sheridan County",20179,34.2,853,"1949 of 3141"
"Kingman County",20095,34.2,2589,"1957 of 3141"
"Smith County",20183,34.2,1263,"1972 of 3141"
"Decatur County",20039,34.3,992,"2022 of 3141"
"Republic County",20157,34.4,1617,"2048 of 3141"
"Norton County",20137,34.6,1910,"2141 of 3141"
"Rush County",20165,34.6,1079,"2170 of 3141"
"Woodson County",20207,34.7,1103,"2214 of 3141"
"Coffey County",20031,34.8,2895,"2243 of 3141"
"Ottawa County",20143,34.9,2079,"2317 of 3141"
"Pawnee County",20145,35.0,2370,"2353 of 3141"
"Miami County",20121,35.4,11662,"2494 of 3141"
"Hodgeman County",20083,35.5,665,"2535 of 3141"
"Graham County",20065,36.1,925,"2738 of 3141"
"Wabaunsee County",20197,36.5,2527,"2826 of 3141"
"Jefferson County",20087,36.8,6946,"2890 of 3141"
"Trego County",20195,37.3,1081,"2962 of 3141"
"Edwards County",20047,37.6,1107,"3001 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
