------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_022.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Illinois by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois",17000,No,168.5 ,167.5, 169.4,24531,falling,-1.5 ,-1.6, -1.5
"United States",00000,Yes,161 ,160.8, 161.1,590623,falling,-1.5 ,-1.6, -1.5
"Alexander County",17003,No,224.6 ,186, 270,24,stable,-0.7 ,-1.8, 0.5
"Logan County",17107,No,219.1 ,198.7, 241.3,88,stable,5.2 ,-0.6, 11.4
"Pulaski County",17153,No,217.6 ,175.5, 268.2,19,stable,-0.3 ,-1.7, 1.1
"Menard County",17129,No,214 ,182.7, 249.5,36,stable,-0.6 ,-1.4, 0.3
"Union County",17181,No,213.8 ,188.5, 241.9,55,stable,0.1 ,-0.7, 0.8
"Vermilion County",17183,No,212.9 ,200.5, 226,228,falling,-0.5 ,-0.9, -0.1
"Franklin County",17055,No,212.8 ,195.8, 230.9,121,falling,-0.8 ,-1.2, -0.4
"Schuyler County",17169,No,209.9 ,173.4, 253,24,stable,-0.3 ,-1.3, 0.7
"Ford County",17053,No,208.8 ,180.4, 240.9,42,stable,0.0 ,-0.9, 0.9
"Mason County",17125,No,206.7 ,180, 236.7,45,stable,-0.7 ,-1.5, 0.1
"Saline County",17165,No,206.5 ,185.2, 229.8,72,falling,-0.6 ,-1.2, -0.1
"Cass County",17017,No,205.2 ,175.6, 238.8,35,stable,-0.8 ,-1.6, 0.1
"White County",17193,No,201.8 ,175.5, 231.4,46,stable,-0.1 ,-1.0, 0.8
"Hardin County",17069,No,201 ,155.1, 259.2,14,stable,-0.4 ,-1.5, 0.7
"Greene County",17061,No,198.9 ,171.1, 230.4,38,stable,-0.5 ,-1.4, 0.4
"Marion County",17121,No,197.9 ,181.1, 215.9,108,stable,-0.3 ,-0.9, 0.4
"Moultrie County",17139,No,197.6 ,170.4, 228.3,40,stable,0.0 ,-0.8, 0.9
"Iroquois County",17075,No,196.7 ,177.9, 217.1,85,stable,-0.2 ,-0.7, 0.3
"Montgomery County",17135,No,196.6 ,177.7, 217.2,84,falling,-1.0 ,-1.5, -0.5
"Williamson County",17199,No,195.3 ,182.4, 208.9,175,falling,-0.8 ,-1.2, -0.5
"Kankakee County",17091,No,195.1 ,184.5, 206.3,260,falling,-1.1 ,-1.5, -0.7
"Mercer County",17131,No,193.8 ,169.3, 221.3,47,stable,-0.5 ,-1.4, 0.4
"Marshall County",17123,No,190.8 ,163.7, 221.8,38,stable,-0.7 ,-1.7, 0.2
"Christian County",17021,No,190.8 ,173.8, 209.1,96,falling,-0.7 ,-1.2, -0.2
"Macoupin County",17117,No,190.7 ,175.8, 206.6,128,falling,-0.6 ,-1.0, -0.2
"Clark County",17023,No,190.2 ,164.9, 218.7,43,stable,0.0 ,-0.8, 0.8
"Macon County",17115,No,189.5 ,179.5, 199.9,287,falling,-0.6 ,-0.9, -0.3
"La Salle County",17099,No,189.2 ,179.4, 199.4,293,falling,-0.7 ,-0.9, -0.4
"Livingston County",17105,No,189.1 ,172.2, 207.3,96,falling,-0.7 ,-1.3, -0.2
"Winnebago County",17201,No,188.6 ,182.2, 195.2,678,falling,-0.6 ,-0.9, -0.4
"Edgar County",17045,No,187.7 ,165.2, 212.8,52,falling,-0.9 ,-1.5, -0.2
"Coles County",17029,No,187.7 ,172.6, 203.8,119,stable,-0.7 ,-1.4, 0.0
"Crawford County",17033,No,187.6 ,165, 212.9,51,stable,-0.2 ,-0.9, 0.4
"Perry County",17145,No,187.1 ,164.7, 211.8,52,stable,-0.8 ,-1.6, 0.0
"St. Clair County",17163,No,186.9 ,179.9, 194,570,falling,-1.3 ,-1.5, -1.1
"Morgan County",17137,No,185.8 ,168.6, 204.3,90,stable,-0.6 ,-1.2, 0.0
"De Witt County",17039,No,185.7 ,161.1, 213.3,42,falling,-0.9 ,-1.7, -0.1
"Lee County",17103,No,185.5 ,168.4, 203.9,90,falling,-0.8 ,-1.4, -0.2
"Piatt County",17147,No,184.4 ,159.7, 212.1,42,falling,-1.1 ,-1.9, -0.3
