------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=001&race=00&sex=0&age=157&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '157', 'type': 'death', 'file_name': 'deathrates_037.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=001&race=00&sex=0&age=157&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Illinois by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages 65+"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois",17000,No,975.2 ,968.6, 981.8,17278,falling,-1.4 ,-1.4, -1.3
"United States",00000,No,919.1 ,917.8, 920.4,413451,falling,-1.5 ,-1.5, -1.4
"Alexander County",17003,No,1320.6 ,1062.3, 1622.9,18,stable,-0.4 ,-1.5, 0.8
"Ford County",17053,No,1212.9 ,1029.8, 1419.2,33,stable,0.4 ,-0.5, 1.3
"Logan County",17107,No,1211.1 ,1078.8, 1355.2,63,stable,0.0 ,-0.6, 0.6
"Moultrie County",17139,No,1188.5 ,1004, 1396.6,31,stable,0.4 ,-0.5, 1.3
"Edgar County",17045,No,1176.3 ,1021.3, 1348.1,42,stable,-0.1 ,-0.9, 0.7
"Pulaski County",17153,No,1164.3 ,901.1, 1480.3,13,stable,-0.5 ,-1.8, 0.8
"Mason County",17125,No,1158.9 ,988.3, 1350.3,34,stable,-0.1 ,-1.2, 1.0
"Vermilion County",17183,No,1150.6 ,1071.4, 1234.1,159,stable,-0.4 ,-0.8, 0.0
"Franklin County",17055,No,1144.3 ,1038.1, 1258.5,86,stable,-0.6 ,-1.1, 0.0
"Christian County",17021,No,1117.3 ,1003.5, 1240.5,72,stable,-0.1 ,-0.7, 0.4
"Montgomery County",17135,No,1116.3 ,992.7, 1251,61,falling,-0.7 ,-1.4, -0.1
"Schuyler County",17169,No,1114.5 ,888.9, 1380.8,17,stable,-0.1 ,-1.2, 1.0
"Crawford County",17033,No,1109.5 ,956.2, 1280.2,38,stable,0.2 ,-0.6, 1.0
"Kankakee County",17091,No,1107.9 ,1036.1, 1183.4,181,falling,-0.8 ,-1.3, -0.3
"Menard County",17129,No,1105.2 ,910.7, 1328.6,23,stable,-0.5 ,-1.5, 0.5
"Williamson County",17199,No,1105.1 ,1020, 1195.3,126,falling,-0.6 ,-1.1, -0.1
"Gallatin County",17059,No,1095.5 ,834.5, 1412.5,12,falling,-1.4 ,-2.3, -0.5
"Macoupin County",17117,No,1093.7 ,996.2, 1198.1,95,stable,-0.3 ,-0.8, 0.2
"La Salle County",17099,No,1091.9 ,1026.6, 1160.2,215,falling,-0.4 ,-0.7, -0.1
"Cass County",17017,No,1089.6 ,898.9, 1308.6,23,stable,-0.5 ,-1.5, 0.5
"Marion County",17121,No,1086.7 ,980.4, 1201.3,78,stable,0.1 ,-0.6, 0.8
"Wabash County",17185,No,1081.8 ,893.8, 1297.2,24,falling,-0.8 ,-1.5, -0.1
"White County",17193,No,1080.9 ,921.3, 1260,33,stable,0.0 ,-1.0, 1.0
"Union County",17181,No,1075.4 ,924, 1244.5,36,stable,-0.4 ,-1.2, 0.4
"De Witt County",17039,No,1074.7 ,910.6, 1259.7,31,stable,-0.6 ,-1.6, 0.4
"Marshall County",17123,No,1072.2 ,900.1, 1267.5,28,stable,-0.5 ,-1.5, 0.6
"Hardin County",17069,No,1069.1 ,791, 1413.2,10,stable,-0.2 ,-1.6, 1.2
"Coles County",17029,No,1065.6 ,966, 1172.8,86,stable,-0.6 ,-1.2, 0.0
"Winnebago County",17201,No,1060.2 ,1017.5, 1104.2,477,falling,-0.4 ,-0.7, -0.2
"Cumberland County",17035,No,1060.1 ,863.8, 1287.5,21,stable,0.2 ,-1.0, 1.5
"Greene County",17061,No,1056 ,881.9, 1254.3,26,stable,-0.4 ,-1.6, 0.9
"Washington County",17189,No,1054.4 ,884.1, 1247.7,28,stable,-0.1 ,-1.3, 1.1
"Iroquois County",17075,No,1054.1 ,937.5, 1181,61,stable,0.0 ,-0.6, 0.6
"Livingston County",17105,No,1053.2 ,942.8, 1172.9,68,stable,-0.6 ,-1.3, 0.0
"Piatt County",17147,No,1053.1 ,891.2, 1235.7,30,stable,-0.9 ,-1.9, 0.1
"Macon County",17115,No,1043.3 ,979.2, 1110.5,203,falling,-0.5 ,-0.8, -0.1
"Madison County",17119,No,1040.4 ,996.5, 1085.7,432,falling,-0.6 ,-0.9, -0.3
"Saline County",17165,No,1039.3 ,911.7, 1179.7,48,stable,-0.8 ,-1.6, 0.0
"Grundy County",17063,No,1036.1 ,923.1, 1159,63,falling,-0.8 ,-1.5, -0.1
"DeKalb County",17037,No,1034.9 ,952.1, 1123.1,118,stable,-0.1 ,-0.7, 0.4
"Effingham County",17049,No,1031.2 ,914.7, 1158.3,58,stable,-0.6 ,-1.2, 0.1
"St. Clair County",17163,No,1030.9 ,984.4, 1079.1,377,falling,-1.0 ,-1.3, -0.7
"Pike County",17149,No,1028.4 ,876.7, 1198.8,33,stable,-0.7 ,-1.7, 0.2
"Morgan County",17137,No,1028.2 ,917.4, 1148.6,64,stable,-0.4 ,-1.0, 0.3
"Jasper County",17079,No,1022.2 ,820.6, 1257.9,18,stable,-0.3 ,-1.5, 0.8
"Will County",17197,No,1020.3 ,987, 1054.4,734,falling,-1.4 ,-2.0, -0.8
"Ogle County",17141,No,1020.2 ,926.9, 1120.3,89,falling,-0.6 ,-1.1, -0.2
"Mercer County",17131,No,1019.1 ,867, 1190.1,33,stable,-0.4 ,-1.2, 0.5
"Randolph County",17157,No,1017.8 ,902.6, 1143.5,58,stable,-0.1 ,-0.9, 0.7
"Boone County",17007,No,1010.4 ,907.1, 1122.2,71,falling,-0.8 ,-1.6, -0.1
"Henry County",17073,No,1010.4 ,919.5, 1107.7,92,stable,-0.4 ,-1.1, 0.2
"Whiteside County",17195,No,1010 ,926.1, 1099.4,109,stable,-0.2 ,-0.6, 0.3
"Clark County",17023,No,1009.9 ,853.9, 1186.1,30,stable,0.3 ,-0.6, 1.2
"Richland County",17159,No,1009.2 ,857.1, 1180.3,32,stable,-0.3 ,-1.3, 0.6
"Peoria County",17143,No,1007.5 ,954.8, 1062.3,281,falling,-0.7 ,-1.0, -0.4
"Lee County",17103,No,1007.2 ,896.7, 1127.5,61,stable,-0.6 ,-1.4, 0.1
"Pope County",17151,No,1005.3 ,749.2, 1321.1,10,stable,-0.4 ,-2.1, 1.3
"Perry County",17145,No,1005.2 ,863.7, 1163.3,37,stable,-0.6 ,-1.4, 0.1
"Carroll County",17015,No,1004.9 ,860.9, 1166.2,35,stable,-0.7 ,-1.5, 0.0
"Henderson County",17071,No,998.2 ,790.8, 1242.9,16,stable,-0.9 ,-2.3, 0.5
"Sangamon County",17167,No,997.5 ,947.2, 1049.6,305,falling,-0.7 ,-1.0, -0.4
"Scott County",17171,No,996.8 ,734.7, 1321.7,10,stable,-0.4 ,-1.6, 0.8
"Fulton County",17057,No,992.8 ,888.8, 1105.5,68,falling,-0.8 ,-1.3, -0.3
"Hancock County",17067,No,991.2 ,857, 1140.4,40,falling,-1.2 ,-1.9, -0.5
"McHenry County",17111,No,990.9 ,944.1, 1039.3,350,falling,-2.3 ,-3.0, -1.6
"Lawrence County",17101,No,981.7 ,823.5, 1161.3,28,stable,-0.9 ,-1.8, 0.1
"Edwards County",17047,No,981.5 ,750.2, 1261.1,12,stable,0.1 ,-1.4, 1.6
"Tazewell County",17179,No,980.6 ,923.5, 1040.3,224,falling,-0.7 ,-1.1, -0.3
"Kendall County",17093,No,974.2 ,886.7, 1068,96,stable,-0.6 ,-1.3, 0.0
"Knox County",17095,No,973.6 ,888.5, 1064.5,98,stable,-0.6 ,-1.1, 0.0
"Cook County",17031,No,965.9 ,955.4, 976.6,6609,falling,-1.5 ,-1.7, -1.4
"Jersey County",17083,No,965.8 ,831.4, 1115.8,37,falling,-1.0 ,-1.7, -0.2
"Wayne County",17191,No,963 ,820.6, 1123.1,33,stable,-0.7 ,-1.7, 0.2
"Rock Island County",17161,No,956 ,902.7, 1011.6,246,falling,-1.0 ,-1.3, -0.7
"Stephenson County",17177,No,954.6 ,867.8, 1047.7,92,falling,-0.6 ,-1.1, -0.1
"Fayette County",17051,No,952.2 ,819.4, 1100.4,37,falling,-1.1 ,-2.0, -0.3
"Woodford County",17203,No,951.4 ,844.6, 1067.9,60,stable,-0.3 ,-1.0, 0.4
"Jo Daviess County",17085,No,947 ,831.6, 1073.9,49,stable,-0.7 ,-1.3, 0.0
"Brown County",17009,No,942.3 ,675.6, 1278.6,8,stable,-0.6 ,-2.4, 1.3
"Hamilton County",17065,No,941.6 ,746.1, 1172.6,16,stable,-0.2 ,-1.4, 1.0
"Lake County",17097,No,937.9 ,908.3, 968.4,780,falling,-1.7 ,-2.1, -1.3
"McLean County",17113,No,937.8 ,876.9, 1001.9,182,falling,-1.0 ,-1.3, -0.7
"McDonough County",17109,No,921.4 ,803.8, 1051.3,46,stable,-0.6 ,-1.2, 0.1
"Jefferson County",17081,No,919.8 ,818.4, 1030.2,61,falling,-0.9 ,-1.6, -0.2
"Bond County",17005,No,913.9 ,763.2, 1085.7,26,stable,-0.6 ,-2.1, 0.9
"Johnson County",17087,No,912.7 ,745.4, 1106.2,21,stable,-1.0 ,-2.1, 0.1
"Shelby County",17173,No,899.8 ,778.8, 1034,41,stable,-0.7 ,-1.5, 0.2
"Massac County",17127,No,897.7 ,748.5, 1067.9,26,stable,-0.6 ,-1.6, 0.4
"Warren County",17187,No,889.3 ,747, 1050.6,28,falling,-1.2 ,-2.4, -0.1
"Kane County",17089,No,888.5 ,854, 924.1,514,falling,-1.3 ,-1.5, -1.0
"Clay County",17025,No,883.5 ,727.7, 1062.8,23,stable,0.2 ,-0.9, 1.4
"Clinton County",17027,No,875.7 ,771.3, 990.2,52,stable,-0.7 ,-1.4, 0.0
"DuPage County",17043,No,868.1 ,844.4, 892.3,1055,falling,-1.8 ,-2.3, -1.4
"Bureau County",17011,No,855.6 ,759, 961,59,falling,-2.9 ,-4.3, -1.4
"Douglas County",17041,No,853.5 ,719.2, 1005.6,29,falling,-1.0 ,-1.7, -0.2
"Jackson County",17077,No,851 ,760.2, 949.6,66,falling,-1.1 ,-1.7, -0.4
"Putnam County",17155,No,850.3 ,626.4, 1128.2,10,stable,-1.1 ,-3.2, 1.0
