------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=047&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '047', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=047&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Illinois by County

"Lung & Bronchus, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 45.5?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois",17000,Yes,44.7 ,44.2, 45.2,6502,falling,-2.7 ,-3.2, -2.2
"United States",00000,Yes,41.9 ,41.8, 42,154342,falling,-3.7 ,-4.3, -3.1
"Pulaski County",17153,No,83.4 ,58.6, 117.2,8,stable,0.6 ,-1.0, 2.3
"Schuyler County",17169,No,76.4 ,54.8, 105.2,9,stable,-0.1 ,-1.8, 1.7
"Gallatin County",17059,No,75.7 ,51.6, 109.4,7,stable,-1.5 ,-3.0, 0.0
"Cass County",17017,No,73.5 ,56.1, 95,12,stable,0.1 ,-1.3, 1.4
"Franklin County",17055,No,72.1 ,62.4, 82.9,41,stable,-0.3 ,-1.2, 0.5
"Logan County",17107,No,71.8 ,60.3, 85.1,28,stable,0.6 ,-0.7, 1.9
"White County",17193,No,71.4 ,56.1, 90.2,16,stable,0.3 ,-1.1, 1.7
"Union County",17181,No,71.3 ,57.4, 88.1,19,stable,0.4 ,-1.0, 1.8
"Alexander County",17003,No,70 ,49.6, 97.5,8,stable,-0.6 ,-2.2, 1.1
"Mason County",17125,No,69.6 ,54.5, 88.1,15,stable,0.7 ,-0.6, 2.1
"Montgomery County",17135,No,69.3 ,58.2, 82,29,stable,-0.8 ,-1.7, 0.2
"Richland County",17159,No,68 ,53.6, 85.5,16,stable,0.6 ,-0.7, 2.0
"Vermilion County",17183,No,66.5 ,59.6, 74,71,stable,-0.5 ,-1.1, 0.1
"Hardin County",17069,No,65.1 ,41.3, 101.6,5,stable,0.1 ,-2.3, 2.6
"Menard County",17129,No,64.7 ,48, 85.7,11,stable,0.8 ,-0.9, 2.5
"Saline County",17165,No,63.2 ,51.8, 76.6,22,falling,-4.9 ,-8.5, -1.2
"Williamson County",17199,No,62.4 ,55.2, 70.2,57,stable,-0.4 ,-1.3, 0.5
"Johnson County",17087,No,61.6 ,46.6, 80.7,12,stable,-0.2 ,-1.5, 1.2
"Crawford County",17033,No,60.9 ,48.5, 75.8,17,stable,0.5 ,-0.7, 1.8
"Lawrence County",17101,No,60.6 ,46.5, 77.9,13,stable,-0.7 ,-2.1, 0.7
"De Witt County",17039,No,60.5 ,47, 77.2,14,stable,0.2 ,-1.4, 1.9
"Christian County",17021,No,60.5 ,51.1, 71.4,30,stable,-0.3 ,-1.4, 0.9
"Mercer County",17131,No,60.5 ,47.4, 76.7,15,stable,-0.4 ,-1.8, 1.1
"Brown County",17009,No,59.7 ,36.9, 92.1,4,*,*,*,*
"Calhoun County",17013,No,59 ,36.6, 92.5,5,*,*,*,*
"Macon County",17115,No,58.5 ,53.1, 64.4,89,stable,0.0 ,-0.7, 0.7
"Madison County",17119,No,57.8 ,54.1, 61.6,193,falling,-0.7 ,-1.1, -0.2
"Marion County",17121,No,57.7 ,48.9, 67.8,32,stable,-0.3 ,-1.4, 0.8
"Hamilton County",17065,No,57.4 ,40.5, 80.3,8,stable,0.6 ,-1.6, 2.7
"Macoupin County",17117,No,57.3 ,49.4, 66.2,39,stable,-0.1 ,-1.1, 0.9
"Tazewell County",17179,No,57.3 ,52.3, 62.6,103,falling,-0.5 ,-0.9, -0.1
"Greene County",17061,No,57.3 ,42.6, 75.9,11,stable,0.5 ,-1.1, 2.1
"Massac County",17127,No,57.1 ,43.7, 74,13,stable,-0.6 ,-2.2, 1.0
"Kankakee County",17091,No,56.9 ,51.3, 63.1,77,falling,-1.0 ,-1.5, -0.4
"Edgar County",17045,No,56.8 ,44.6, 71.8,16,stable,-0.3 ,-1.7, 1.1
"Scott County",17171,No,56.7 ,35.5, 88.1,4,stable,-0.3 ,-2.5, 2.0
"Morgan County",17137,No,56.3 ,47.1, 66.9,27,stable,-0.1 ,-1.2, 1.0
"Knox County",17095,No,56 ,48.6, 64.3,43,stable,-0.7 ,-1.5, 0.1
"McDonough County",17109,No,56 ,45.6, 68.1,22,stable,-0.5 ,-1.7, 0.8
"Jasper County",17079,No,55.9 ,39.3, 77.9,8,stable,-0.5 ,-2.9, 1.9
"Iroquois County",17075,No,55.7 ,46.2, 66.8,25,stable,9.3 ,-4.5, 25.2
"La Salle County",17099,No,55.5 ,50.3, 61.2,85,stable,-0.5 ,-1.1, 0.1
"Ford County",17053,No,55.2 ,41.3, 72.8,11,stable,-0.2 ,-1.5, 1.2
"Pike County",17149,No,54.7 ,42.1, 70.5,13,stable,-0.3 ,-1.7, 1.0
