------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=071&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '071', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_001.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=071&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Illinois by County

"Bladder, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois",17000,***,4.4 ,4.3, 4.6,645,stable,-0.1 ,-0.2, 0.1
"United States",00000,***,4.4 ,4.3, 4.4,15935,stable,0.0 ,-0.1, 0.0
"Jefferson County",17081,***,7.6 ,4.5, 12.1,4,*,*,*,*
"Lee County",17103,***,7.3 ,4.2, 12,3,*,*,*,*
"Ogle County",17141,***,6.8 ,4.4, 10.3,5,*,*,*,*
"Franklin County",17055,***,6.2 ,3.6, 10.1,4,stable,2.9 ,-0.1, 5.9
"DeKalb County",17037,***,6 ,4, 8.7,6,stable,1.5 ,-1.2, 4.2
"La Salle County",17099,***,5.9 ,4.3, 8,9,rising,2.7 ,0.9, 4.5
"Livingston County",17105,***,5.8 ,3.3, 9.6,3,*,*,*,*
"Winnebago County",17201,***,5.6 ,4.6, 6.9,21,stable,-0.1 ,-1.6, 1.4
"Marion County",17121,***,5.6 ,3.2, 9.4,3,stable,-1.2 ,-3.7, 1.5
"Tazewell County",17179,***,5.6 ,4.2, 7.4,11,stable,0.8 ,-0.9, 2.5
"Rock Island County",17161,***,5.4 ,4.1, 7.1,12,stable,-0.4 ,-2.0, 1.2
"Whiteside County",17195,***,5.3 ,3.4, 8.1,5,*,*,*,*
"Madison County",17119,***,5 ,4, 6.3,17,stable,1.0 ,-0.5, 2.4
"Macoupin County",17117,***,4.9 ,2.9, 8.1,4,stable,-1.2 ,-3.3, 0.9
"Sangamon County",17167,***,4.9 ,3.7, 6.3,13,stable,0.8 ,-0.7, 2.3
"Henry County",17073,***,4.7 ,2.7, 7.8,3,stable,1.9 ,-0.7, 4.5
"Kendall County",17093,***,4.5 ,2.6, 7.2,3,*,*,*,*
"St. Clair County",17163,***,4.5 ,3.4, 5.7,14,stable,0.1 ,-1.2, 1.4
"Adams County",17001,***,4.4 ,2.8, 6.8,5,stable,0.5 ,-2.1, 3.1
"Vermilion County",17183,***,4.4 ,2.8, 6.7,5,stable,-1.9 ,-3.8, 0.0
"Lake County",17097,***,4.3 ,3.7, 5.1,29,stable,0.0 ,-0.9, 0.9
"Kankakee County",17091,***,4.3 ,2.9, 6.2,6,stable,0.8 ,-1.8, 3.4
"DuPage County",17043,***,4.2 ,3.7, 4.9,42,rising,4.8 ,1.1, 8.7
"Cook County",17031,***,4.2 ,4, 4.5,236,stable,-0.3 ,-0.6, 0.0
"Kane County",17089,***,4.2 ,3.4, 5.1,20,stable,-0.8 ,-2.1, 0.6
"Peoria County",17143,***,4.2 ,3.1, 5.6,9,stable,-1.1 ,-2.7, 0.7
"McHenry County",17111,***,4.1 ,3.1, 5.4,12,stable,-0.5 ,-2.2, 1.2
"Will County",17197,***,4.1 ,3.4, 5,24,stable,0.4 ,-1.0, 1.8
"McLean County",17113,***,4.1 ,2.8, 5.8,6,stable,-0.3 ,-2.3, 1.8
"Williamson County",17199,***,3.8 ,2.2, 6.2,3,stable,-0.5 ,-3.3, 2.4
"Macon County",17115,***,3 ,1.9, 4.6,5,stable,-0.5 ,-2.3, 1.4
"Champaign County",17019,***,2.9 ,2, 4.2,6,stable,-1.7 ,-4.1, 0.7
"Alexander County",17003,***,* ,*, *,3 or fewer,*,*,*,*
"Bond County",17005,***,* ,*, *,3 or fewer,*,*,*,*
"Boone County",17007,***,* ,*, *,3 or fewer,*,*,*,*
"Brown County",17009,***,* ,*, *,3 or fewer,*,*,*,*
"Bureau County",17011,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",17013,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",17015,***,* ,*, *,3 or fewer,*,*,*,*
"Cass County",17017,***,* ,*, *,3 or fewer,*,*,*,*
"Christian County",17021,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County",17023,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County",17025,***,* ,*, *,3 or fewer,*,*,*,*
"Clinton County",17027,***,* ,*, *,3 or fewer,*,*,*,*
"Coles County",17029,***,* ,*, *,3 or fewer,*,*,*,*
"Crawford County",17033,***,* ,*, *,3 or fewer,*,*,*,*
"Cumberland County",17035,***,* ,*, *,3 or fewer,*,*,*,*
"De Witt County",17039,***,* ,*, *,3 or fewer,*,*,*,*
"Douglas County",17041,***,* ,*, *,3 or fewer,*,*,*,*
"Edgar County",17045,***,* ,*, *,3 or fewer,*,*,*,*
"Edwards County",17047,***,* ,*, *,3 or fewer,*,*,*,*
"Effingham County",17049,***,* ,*, *,3 or fewer,*,*,*,*
"Fayette County",17051,***,* ,*, *,3 or fewer,*,*,*,*
"Ford County",17053,***,* ,*, *,3 or fewer,*,*,*,*
"Fulton County",17057,***,* ,*, *,3 or fewer,*,*,*,*
"Gallatin County",17059,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County",17061,***,* ,*, *,3 or fewer,*,*,*,*
"Grundy County",17063,***,* ,*, *,3 or fewer,*,*,*,*
"Hamilton County",17065,***,* ,*, *,3 or fewer,*,*,*,*
"Hancock County",17067,***,* ,*, *,3 or fewer,*,*,*,*
"Hardin County",17069,***,* ,*, *,3 or fewer,*,*,*,*
"Henderson County",17071,***,* ,*, *,3 or fewer,*,*,*,*
"Iroquois County",17075,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson County",17077,***,* ,*, *,3 or fewer,*,*,*,*
"Jasper County",17079,***,* ,*, *,3 or fewer,*,*,*,*
"Jersey County",17083,***,* ,*, *,3 or fewer,*,*,*,*
"Jo Daviess County",17085,***,* ,*, *,3 or fewer,*,*,*,*
"Johnson County",17087,***,* ,*, *,3 or fewer,*,*,*,*
"Knox County",17095,***,* ,*, *,3 or fewer,*,*,*,*
"Lawrence County",17101,***,* ,*, *,3 or fewer,*,*,*,*
"Logan County",17107,***,* ,*, *,3 or fewer,*,*,*,*
"Marshall County",17123,***,* ,*, *,3 or fewer,*,*,*,*
"Mason County",17125,***,* ,*, *,3 or fewer,*,*,*,*
"Massac County",17127,***,* ,*, *,3 or fewer,*,*,*,*
"McDonough County",17109,***,* ,*, *,3 or fewer,*,*,*,*
"Menard County",17129,***,* ,*, *,3 or fewer,*,*,*,*
"Mercer County",17131,***,* ,*, *,3 or fewer,*,*,*,*
"Monroe County",17133,***,* ,*, *,3 or fewer,*,*,*,*
"Montgomery County",17135,***,* ,*, *,3 or fewer,*,*,*,*
"Morgan County",17137,***,* ,*, *,3 or fewer,*,*,*,*
"Moultrie County",17139,***,* ,*, *,3 or fewer,*,*,*,*
"Perry County",17145,***,* ,*, *,3 or fewer,*,*,*,*
"Piatt County",17147,***,* ,*, *,3 or fewer,*,*,*,*
"Pike County",17149,***,* ,*, *,3 or fewer,*,*,*,*
"Pope County",17151,***,* ,*, *,3 or fewer,*,*,*,*
"Pulaski County",17153,***,* ,*, *,3 or fewer,*,*,*,*
"Putnam County",17155,***,* ,*, *,3 or fewer,*,*,*,*
"Randolph County",17157,***,* ,*, *,3 or fewer,*,*,*,*
"Richland County",17159,***,* ,*, *,3 or fewer,*,*,*,*
"Saline County",17165,***,* ,*, *,3 or fewer,*,*,*,*
"Schuyler County",17169,***,* ,*, *,3 or fewer,*,*,*,*
