------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '090', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Illinois by County

"Leukemia, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois",17000,***,6.8 ,6.6, 7,974,falling,-4.6 ,-8.2, -0.9
"United States",00000,***,6.5 ,6.5, 6.6,23311,falling,-2.3 ,-3.1, -1.5
"Kankakee County",17091,***,9.2 ,7, 11.9,12,stable,0.1 ,-1.9, 2.1
"Vermilion County",17183,***,9.1 ,6.7, 12.2,10,stable,0.9 ,-1.3, 3.1
"Clinton County",17027,***,9 ,5.5, 14,4,stable,-0.9 ,-3.3, 1.6
"Woodford County",17203,***,8.8 ,5.5, 13.7,4,*,*,*,*
"Macoupin County",17117,***,8.8 ,5.8, 13,6,stable,-0.2 ,-1.9, 1.6
"Bureau County",17011,***,8.8 ,5.2, 14.1,4,stable,-0.4 ,-2.7, 2.0
"Kendall County",17093,***,8.8 ,6.1, 12.1,8,stable,0.4 ,-2.1, 3.0
"Knox County",17095,***,8.6 ,5.8, 12.3,7,stable,1.1 ,-0.7, 2.9
"Lee County",17103,***,8.1 ,4.9, 12.9,4,stable,-0.6 ,-2.7, 1.6
"DeKalb County",17037,***,8 ,5.7, 11.1,8,stable,-0.4 ,-2.4, 1.6
"Effingham County",17049,***,7.8 ,4.4, 12.8,3,*,*,*,*
"Monroe County",17133,***,7.7 ,4.3, 12.9,3,*,*,*,*
"McHenry County",17111,***,7.7 ,6.3, 9.3,22,stable,-15.2 ,-37.8, 15.7
"Lake County",17097,***,7.6 ,6.7, 8.6,52,falling,-1.2 ,-2.2, -0.2
"Marion County",17121,***,7.5 ,4.4, 12.2,4,stable,-0.1 ,-2.6, 2.5
"Sangamon County",17167,***,7.5 ,6, 9.2,19,stable,-0.4 ,-1.4, 0.7
"Whiteside County",17195,***,7.5 ,4.9, 10.9,6,stable,-0.1 ,-2.2, 2.1
"Randolph County",17157,***,7.4 ,4.3, 12,4,*,*,*,*
"Adams County",17001,***,7.3 ,5.1, 10.2,8,stable,-0.7 ,-2.7, 1.3
"Madison County",17119,***,7.2 ,5.9, 8.6,24,falling,-1.3 ,-2.3, -0.2
"Rock Island County",17161,***,7.1 ,5.6, 9.1,15,stable,-0.6 ,-1.9, 0.8
"Livingston County",17105,***,7.1 ,4.2, 11.4,4,falling,-3.1 ,-5.4, -0.8
"Boone County",17007,***,7.1 ,4.2, 11.1,4,*,*,*,*
"Williamson County",17199,***,7 ,4.8, 10.1,6,stable,0.4 ,-1.7, 2.6
"Kane County",17089,***,6.9 ,5.9, 8.1,33,stable,-0.9 ,-2.0, 0.3
"Winnebago County",17201,***,6.8 ,5.7, 8.2,24,stable,-0.7 ,-1.8, 0.5
"Coles County",17029,***,6.8 ,4.2, 10.5,4,*,*,*,*
"Cook County",17031,***,6.7 ,6.4, 7.1,372,falling,-1.1 ,-1.4, -0.8
"Fulton County",17057,***,6.6 ,3.9, 10.9,4,falling,-3.9 ,-6.2, -1.6
"La Salle County",17099,***,6.6 ,4.9, 8.7,10,stable,-23.2 ,-41.9, 1.6
"Franklin County",17055,***,6.5 ,3.8, 10.7,4,stable,-1.5 ,-3.4, 0.5
"Ogle County",17141,***,6.5 ,4, 10,4,stable,-1.7 ,-3.5, 0.3
"St. Clair County",17163,***,6.5 ,5.2, 8,19,falling,-2.2 ,-3.5, -0.9
"DuPage County",17043,***,6.4 ,5.7, 7.2,64,stable,-0.7 ,-1.6, 0.2
"Peoria County",17143,***,6.3 ,4.9, 8,14,falling,-1.2 ,-2.2, -0.1
"Henry County",17073,***,6.2 ,3.9, 9.6,5,stable,-2.2 ,-4.5, 0.1
"Tazewell County",17179,***,6.2 ,4.6, 8.1,11,stable,-1.0 ,-2.7, 0.7
"Will County",17197,***,6.2 ,5.3, 7.1,38,stable,-15.4 ,-29.7, 1.8
"Macon County",17115,***,5.9 ,4.3, 8.1,9,stable,-1.0 ,-2.5, 0.5
"McLean County",17113,***,5.9 ,4.3, 7.9,9,stable,-1.5 ,-3.3, 0.4
"Stephenson County",17177,***,5.8 ,3.4, 9.4,4,stable,-0.1 ,-2.9, 2.9
"Champaign County",17019,***,5.3 ,4, 7.1,10,falling,-2.4 ,-3.7, -1.1
"Alexander County",17003,***,* ,*, *,3 or fewer,*,*,*,*
"Bond County",17005,***,* ,*, *,3 or fewer,*,*,*,*
"Brown County",17009,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",17013,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",17015,***,* ,*, *,3 or fewer,*,*,*,*
"Cass County",17017,***,* ,*, *,3 or fewer,*,*,*,*
"Christian County",17021,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County",17023,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County",17025,***,* ,*, *,3 or fewer,*,*,*,*
"Crawford County",17033,***,* ,*, *,3 or fewer,*,*,*,*
"Cumberland County",17035,***,* ,*, *,3 or fewer,*,*,*,*
"De Witt County",17039,***,* ,*, *,3 or fewer,*,*,*,*
"Douglas County",17041,***,* ,*, *,3 or fewer,*,*,*,*
"Edgar County",17045,***,* ,*, *,3 or fewer,*,*,*,*
"Edwards County",17047,***,* ,*, *,3 or fewer,*,*,*,*
"Fayette County",17051,***,* ,*, *,3 or fewer,*,*,*,*
"Ford County",17053,***,* ,*, *,3 or fewer,*,*,*,*
"Gallatin County",17059,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County",17061,***,* ,*, *,3 or fewer,*,*,*,*
"Grundy County",17063,***,* ,*, *,3 or fewer,*,*,*,*
"Hamilton County",17065,***,* ,*, *,3 or fewer,*,*,*,*
"Hancock County",17067,***,* ,*, *,3 or fewer,*,*,*,*
"Hardin County",17069,***,* ,*, *,3 or fewer,*,*,*,*
"Henderson County",17071,***,* ,*, *,3 or fewer,*,*,*,*
"Iroquois County",17075,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson County",17077,***,* ,*, *,3 or fewer,*,*,*,*
"Jasper County",17079,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",17081,***,* ,*, *,3 or fewer,*,*,*,*
"Jersey County",17083,***,* ,*, *,3 or fewer,*,*,*,*
"Jo Daviess County",17085,***,* ,*, *,3 or fewer,*,*,*,*
"Johnson County",17087,***,* ,*, *,3 or fewer,*,*,*,*
