------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '086', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Illinois by County

"Non-Hodgkin Lymphoma, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois",17000,***,5.7 ,5.5, 5.8,815,falling,-2.6 ,-2.8, -2.4
"United States",00000,***,5.6 ,5.6, 5.7,20262,falling,-2.2 ,-2.4, -2.0
"Whiteside County",17195,***,10.6 ,7.6, 14.5,9,stable,0.9 ,-1.3, 3.2
"Boone County",17007,***,8.9 ,5.7, 13.2,5,*,*,*,*
"Effingham County",17049,***,8.6 ,5.1, 13.6,4,stable,-0.1 ,-2.3, 2.1
"Lee County",17103,***,7.7 ,4.4, 12.7,3,*,*,*,*
"Henry County",17073,***,7.7 ,5, 11.5,5,stable,-0.3 ,-2.1, 1.5
"Ogle County",17141,***,7.6 ,5, 11.4,5,stable,-1.6 ,-3.5, 0.3
"Coles County",17029,***,7.3 ,4.7, 11.1,5,stable,-1.1 ,-3.4, 1.1
"Christian County",17021,***,7.3 ,4.4, 11.8,4,stable,-1.8 ,-3.9, 0.3
"Bureau County",17011,***,7.2 ,4.2, 11.9,4,*,*,*,*
"Sangamon County",17167,***,7.1 ,5.7, 8.8,18,stable,-1.4 ,-2.8, 0.0
"Woodford County",17203,***,7 ,4.1, 11.4,4,*,*,*,*
"Peoria County",17143,***,6.9 ,5.5, 8.7,16,falling,-1.5 ,-2.5, -0.5
"Madison County",17119,***,6.9 ,5.7, 8.3,23,falling,-1.6 ,-2.6, -0.6
"Jackson County",17077,***,6.5 ,3.8, 10.5,4,stable,0.6 ,-1.6, 2.9
"Fulton County",17057,***,6.4 ,3.7, 10.6,3,*,*,*,*
"McLean County",17113,***,6.4 ,4.7, 8.4,11,falling,-2.0 ,-3.3, -0.6
"Will County",17197,***,6.3 ,5.5, 7.3,38,falling,-1.5 ,-2.3, -0.6
"Franklin County",17055,***,6.2 ,3.7, 10.1,4,*,*,*,*
"Williamson County",17199,***,6 ,4, 8.9,5,stable,-1.2 ,-3.0, 0.6
"Winnebago County",17201,***,6 ,4.9, 7.3,21,stable,-1.4 ,-2.8, 0.1
"Adams County",17001,***,6 ,4, 8.7,6,stable,-1.6 ,-3.5, 0.2
"Knox County",17095,***,5.9 ,3.5, 9.5,4,falling,-2.5 ,-4.7, -0.2
"Tazewell County",17179,***,5.9 ,4.5, 7.7,11,falling,-2.1 ,-3.8, -0.4
"Champaign County",17019,***,5.8 ,4.4, 7.6,11,stable,-1.5 ,-3.7, 0.7
"Marion County",17121,***,5.7 ,3.3, 9.5,3,*,*,*,*
"Macon County",17115,***,5.7 ,4.1, 7.9,8,falling,-2.3 ,-3.9, -0.6
