------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=29&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=29&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Missouri by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Missouri(6)",29000,No,45.8 ,44.8, 46.9,1675,34.5
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Carroll County(6)",29033,No,67.5 ,39.3, 108.8,4,47.6
"Marion County(6)",29127,No,66.9 ,50.3, 87.3,12,39.2
"Cooper County(6)",29053,No,63.3 ,42.2, 91.6,6,34.0
"Adair County(6)",29001,No,62.5 ,44.5, 85.7,8,37.8
"Macon County(6)",29121,No,61.6 ,40.1, 90.8,6,34.9
"Clark County(6)",29045,No,61.4 ,34.8, 104,3,59.3
"Iron County(6)",29093,No,59.7 ,36.7, 93.5,5,43.4
"Wayne County(6)",29223,No,59.1 ,37.5, 89.5,5,39.7
"Miller County(6)",29131,No,57.7 ,41.6, 78.4,9,39.8
"Grundy County(6)",29079,No,57.5 ,31.1, 96.6,3,25.0
"Mississippi County(6)",29133,No,56.1 ,34.2, 87,4,35.5
"Clinton County(6)",29049,No,55.5 ,38.3, 78.1,7,38.5
"Montgomery County(6)",29139,No,55.2 ,31.4, 89.8,4,32.8
"Lawrence County(6)",29109,No,53.5 ,40.6, 69.3,13,38.8
"Howard County(6)",29089,No,53.2 ,28.4, 90.9,3,40.0
"Hickory County(6)",29085,No,51.8 ,27.4, 91.1,4,45.0
"Johnson County(6)",29101,No,51.4 ,39.4, 65.9,13,40.9
"Pike County(6)",29163,No,51.4 ,34, 75.3,6,42.9
"St. Louis County(6)",29189,No,50.9 ,48.4, 53.5,334,33.5
"Newton County(6)",29145,No,50.7 ,40.4, 62.8,18,41.4
"Camden County(6)",29029,No,50.4 ,39.2, 64.2,17,39.2
"Randolph County(6)",29175,No,50.3 ,34.9, 70.4,7,39.4
"Dunklin County(6)",29069,No,49.6 ,36.1, 66.7,10,36.0
"Cass County(6)",29037,No,49.3 ,41.5, 58.2,30,34.7
"St. Louis City(6)",29510,No,48.8 ,44, 53.8,83,38.3
"Bates County(6)",29013,No,48.5 ,29.9, 74.6,5,42.9
"Crawford County(6)",29055,No,48.4 ,33.7, 67.7,8,36.5
"Warren County(6)",29219,No,48.1 ,34.5, 65.2,9,34.6
"Moniteau County(6)",29135,No,48 ,28.8, 75.2,4,36.4
"Cape Girardeau County(6)",29031,No,47.9 ,38.9, 58.2,22,34.5
"St. Francois County(6)",29187,No,47.8 ,38.1, 59.2,18,39.5
"Clay County(6)",29047,No,47.7 ,42.4, 53.4,62,32.7
"Bollinger County(6)",29017,No,47.6 ,28, 76.5,4,38.0
"Lafayette County(6)",29107,No,47.5 ,34.9, 63.5,11,39.6
"Taney County(6)",29213,No,47.5 ,37.2, 59.9,17,41.7
"Gasconade County(6)",29073,No,47.3 ,29.1, 73.5,5,31.6
"Jackson County(6)",29095,No,47.3 ,44.2, 50.5,191,33.8
"Buchanan County(6)",29021,No,47.2 ,38.9, 56.8,25,38.2
"Wright County(6)",29229,No,47 ,30.2, 70.2,5,36.0
"Pettis County(6)",29159,No,46.8 ,35.4, 60.8,12,38.6
"Osage County(6)",29151,No,46.5 ,27.3, 74.6,4,36.5
"Washington County(6)",29221,No,46.5 ,32, 65.6,7,41.2
"Jasper County(6)",29097,No,46.4 ,39.2, 54.5,31,37.2
"Scott County(6)",29201,No,46.3 ,34.6, 60.7,11,38.0
"Henry County(6)",29083,No,45.4 ,31.1, 64.6,7,38.9
"Stoddard County(6)",29207,No,45.2 ,32.1, 62.2,9,39.1
"Jefferson County(6)",29099,No,45.1 ,40, 50.8,59,34.3
"Ray County(6)",29177,No,45 ,30.7, 64.2,7,34.3
"Lincoln County(6)",29113,No,44.6 ,34.3, 57.1,13,36.6
"Benton County(6)",29015,No,44.3 ,29, 66.2,7,35.1
"St. Charles County(6)",29183,No,44.1 ,40.2, 48.4,95,31.9
"Pulaski County(6)",29169,No,44 ,31.9, 59.1,9,35.8
"Franklin County(6)",29071,No,43.8 ,36.5, 52.3,27,31.6
"Audrain County(6)",29007,No,43.8 ,30.7, 60.8,8,40.0
"Saline County(6)",29195,No,43.6 ,29.3, 62.7,7,35.1
"Phelps County(6)",29161,No,42.9 ,31.5, 57.1,10,36.6
"Cole County(6)",29051,No,42.8 ,34.3, 52.7,19,29.5
"Platte County(6)",29165,Yes,41.9 ,34.5, 50.5,24,28.4
"Butler County(6)",29023,Yes,41.9 ,31.7, 54.5,12,39.2
"New Madrid County(6)",29143,Yes,41.5 ,26.8, 61.9,5,40.3
"Madison County(6)",29123,Yes,40.9 ,23.1, 67.9,3,44.7
"Boone County(6)",29019,Yes,40.6 ,34.6, 47.4,34,30.4
"Greene County(6)",29077,Yes,40.6 ,36.1, 45.4,66,31.7
"Laclede County(6)",29105,Yes,40.4 ,28.8, 55.3,9,40.2
"Morgan County(6)",29141,Yes,39.9 ,26.1, 59.3,6,36.5
"Christian County(6)",29043,Yes,39.6 ,31.8, 48.8,19,29.6
"Stone County(6)",29209,Yes,39.5 ,28, 54.8,10,36.0
"Vernon County(6)",29217,Yes,39.5 ,25.7, 58.5,6,43.1
"Nodaway County(6)",29147,Yes,39.3 ,24.3, 60.5,5,37.7
"Pemiscot County(6)",29155,Yes,38.5 ,23.3, 60.1,4,42.0
"Cedar County(6)",29039,Yes,38.3 ,21.9, 63.2,4,34.0
"Polk County(6)",29167,Yes,37.2 ,25.9, 51.9,8,42.7
"Ripley County(6)",29181,Yes,36.1 ,20.8, 59.4,4,32.7
"Livingston County(6)",29117,Yes,35.4 ,20.7, 57.1,4,31.7
"Webster County(6)",29225,Yes,35.1 ,24.5, 48.8,7,31.6
"McDonald County(6)",29119,Yes,33.2 ,19.9, 52.1,4,35.1
"Linn County(6)",29115,Yes,32.9 ,18.1, 56.4,3,29.6
"Howell County(6)",29091,Yes,32.5 ,22.8, 44.9,8,39.4
"Andrew County(6)",29003,Yes,32.5 ,19.5, 51.8,4,33.3
"Dent County(6)",29065,Yes,31.8 ,17.5, 53.8,3,31.4
"Dallas County(6)",29059,Yes,31 ,17, 52.3,3,26.7
"Perry County(6)",29157,Yes,30.2 ,16.9, 49.9,3,26.2
"Callaway County(6)",29027,Yes,28.7 ,19.9, 40.1,7,24.7
"Barry County(6)",29009,Yes,28.5 ,19.3, 40.8,7,33.0
"Texas County(6)",29215,Yes,26.1 ,16.7, 39.8,5,35.2
"Ste. Genevieve County(6)",29186,Yes,25.9 ,14.6, 43.6,3,28.6
"Atchison County(6)",29005,Yes,* ,*, *,3 or fewer,*
"Barton County(6)",29011,Yes,* ,*, *,3 or fewer,*
"Caldwell County(6)",29025,Yes,* ,*, *,3 or fewer,*
"Carter County(6)",29035,Yes,* ,*, *,3 or fewer,*
"Chariton County(6)",29041,Yes,* ,*, *,3 or fewer,*
"Dade County(6)",29057,Yes,* ,*, *,3 or fewer,*
"Daviess County(6)",29061,Yes,* ,*, *,3 or fewer,*
"DeKalb County(6)",29063,Yes,* ,*, *,3 or fewer,*
"Douglas County(6)",29067,Yes,* ,*, *,3 or fewer,*
"Gentry County(6)",29075,Yes,* ,*, *,3 or fewer,*
"Harrison County(6)",29081,Yes,* ,*, *,3 or fewer,*
"Holt County(6)",29087,Yes,* ,*, *,3 or fewer,*
"Knox County(6)",29103,Yes,* ,*, *,3 or fewer,*
"Lewis County(6)",29111,Yes,* ,*, *,3 or fewer,*
"Maries County(6)",29125,Yes,* ,*, *,3 or fewer,*
"Mercer County(6)",29129,Yes,* ,*, *,3 or fewer,*
