------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=38&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '38', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '006', 'type': 'death', 'file_name': 'deathrates_034.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=38&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for North Dakota by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <65"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Dakota",38000,Yes,42.8 ,40.7, 45,334,falling,-2.2 ,-2.4, -1.9
"United States",00000,Yes,51.3 ,51.2, 51.4,177172,falling,-1.4 ,-1.6, -1.3
"LaMoure County",38045,Yes,68 ,38.5, 115.9,4,stable,1.6 ,-0.8, 4.0
"Traill County",38097,Yes,64.9 ,43, 95.3,6,*,*,*,*
"Rolette County",38079,Yes,63 ,45.8, 84.6,9,stable,-1.2 ,-2.9, 0.6
"Bottineau County",38009,Yes,57.1 ,36.6, 87.7,5,*,*,*,*
"Barnes County",38003,Yes,56.3 ,39.3, 79.5,8,stable,-1.2 ,-3.6, 1.2
"Mercer County",38057,Yes,54.5 ,34, 83.5,6,stable,-2.2 ,-4.8, 0.6
"Richland County",38077,Yes,53 ,37.9, 72.4,10,stable,-0.6 ,-2.6, 1.4
"Ransom County",38073,Yes,52.9 ,29.2, 90.1,3,*,*,*,*
"Stutsman County",38093,Yes,52.5 ,40.1, 68.1,14,falling,-1.8 ,-3.1, -0.5
"Walsh County",38099,Yes,52.5 ,35.3, 76,7,falling,-3.3 ,-5.2, -1.5
"McLean County",38055,Yes,51.5 ,32.5, 78.4,6,stable,-1.8 ,-3.9, 0.4
"Benson County",38005,Yes,50.6 ,28.2, 83.9,3,*,*,*,*
"Ward County",38101,Yes,46.1 ,38.7, 54.6,28,falling,-1.4 ,-2.4, -0.3
"Grand Forks County",38035,Yes,45.9 ,38.6, 54.4,29,falling,-1.6 ,-2.8, -0.4
"Morton County",38059,Yes,41.3 ,31.8, 52.9,14,falling,-2.8 ,-4.4, -1.3
"Burleigh County",38015,Yes,40.3 ,34.8, 46.6,40,falling,-2.3 ,-3.2, -1.4
"Williams County",38105,Yes,38.8 ,29.5, 50.1,12,falling,-2.9 ,-4.0, -1.7
"Cass County",38017,Yes,38.6 ,34.3, 43.2,62,falling,-3.0 ,-3.8, -2.3
"Ramsey County",38071,Yes,35.8 ,22.1, 55.5,5,falling,-3.4 ,-5.0, -1.7
"Pembina County",38067,Yes,33.8 ,18, 60.1,3,falling,-4.3 ,-6.4, -2.2
"Stark County",38089,Yes,32.7 ,24.2, 43.5,10,falling,-2.0 ,-3.5, -0.6
"Adams County",38001,***,* ,*, *,3 or fewer,*,*,*,*
"Billings County",38007,***,* ,*, *,3 or fewer,*,*,*,*
"Bowman County",38011,***,* ,*, *,3 or fewer,*,*,*,*
"Burke County",38013,***,* ,*, *,3 or fewer,*,*,*,*
"Cavalier County",38019,***,* ,*, *,3 or fewer,*,*,*,*
"Dickey County",38021,***,* ,*, *,3 or fewer,*,*,*,*
"Divide County",38023,***,* ,*, *,3 or fewer,*,*,*,*
"Dunn County",38025,***,* ,*, *,3 or fewer,*,*,*,*
"Eddy County",38027,***,* ,*, *,3 or fewer,*,*,*,*
"Emmons County",38029,***,* ,*, *,3 or fewer,*,*,*,*
"Foster County",38031,***,* ,*, *,3 or fewer,*,*,*,*
"Golden Valley County",38033,***,* ,*, *,3 or fewer,*,*,*,*
"Grant County",38037,***,* ,*, *,3 or fewer,*,*,*,*
"Griggs County",38039,***,* ,*, *,3 or fewer,*,*,*,*
"Hettinger County",38041,***,* ,*, *,3 or fewer,*,*,*,*
"Kidder County",38043,***,* ,*, *,3 or fewer,*,*,*,*
"Logan County",38047,***,* ,*, *,3 or fewer,*,*,*,*
"McHenry County",38049,***,* ,*, *,3 or fewer,*,*,*,*
"McIntosh County",38051,***,* ,*, *,3 or fewer,*,*,*,*
"McKenzie County",38053,***,* ,*, *,3 or fewer,*,*,*,*
"Mountrail County",38061,***,* ,*, *,3 or fewer,*,*,*,*
"Nelson County",38063,***,* ,*, *,3 or fewer,*,*,*,*
"Oliver County",38065,***,* ,*, *,3 or fewer,*,*,*,*
"Pierce County",38069,***,* ,*, *,3 or fewer,*,*,*,*
