------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=38&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '38', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_032.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=38&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for North Dakota by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Dakota",38000,Yes,128.1 ,123.4, 133,598,falling,-1.1 ,-1.2, -0.9
"United States",00000,Yes,137.7 ,137.4, 137.9,280047,falling,-1.4 ,-1.5, -1.4
"Eddy County",38027,No,221.6 ,125, 371.2,5,stable,2.3 ,-0.2, 4.8
"Renville County",38075,No,201.7 ,119.8, 327.5,4,stable,1.4 ,-1.6, 4.4
"Rolette County",38079,No,176.7 ,133.9, 228.5,12,stable,-0.8 ,-2.6, 1.0
"Adams County",38001,No,174.1 ,99, 297.7,5,*,*,*,*
"Mountrail County",38061,No,172.8 ,120.4, 239.8,7,stable,-0.2 ,-2.1, 1.8
"Cavalier County",38019,No,172.6 ,112.4, 261.9,7,stable,-0.3 ,-1.9, 1.2
"Traill County",38097,No,170.1 ,125.4, 227.7,11,stable,0.6 ,-0.9, 2.1
"Barnes County",38003,No,162.4 ,125.5, 208.5,15,stable,0.1 ,-1.5, 1.7
"Wells County",38103,Yes,159.5 ,110.2, 234.4,8,stable,-0.6 ,-2.6, 1.4
"Benson County",38005,Yes,156.3 ,101.1, 230.9,5,stable,1.6 ,-0.9, 4.1
"Morton County",38059,Yes,154.7 ,130.2, 182.8,30,stable,0.1 ,-1.0, 1.1
"Griggs County",38039,Yes,153.7 ,78.3, 287.5,3,stable,0.2 ,-2.4, 3.0
"Nelson County",38063,Yes,151.4 ,97.3, 243.3,5,falling,-2.3 ,-4.2, -0.3
"Mercer County",38057,Yes,148.5 ,105.6, 204.7,9,stable,-0.7 ,-2.5, 1.2
"Williams County",38105,Yes,144.2 ,117.3, 175.4,21,stable,-0.3 ,-1.2, 0.6
"Sargent County",38081,Yes,141.6 ,87.1, 225.3,4,stable,0.1 ,-2.0, 2.3
"Walsh County",38099,Yes,139.7 ,106.9, 181.6,14,falling,-1.5 ,-2.6, -0.4
"Stutsman County",38093,Yes,139.7 ,113.4, 170.9,22,stable,-0.8 ,-1.6, 0.0
"Grand Forks County",38035,Yes,137.8 ,120.8, 156.6,51,falling,-1.1 ,-1.8, -0.4
"Emmons County",38029,Yes,133.4 ,74.9, 229.7,5,*,*,*,*
"McHenry County",38049,Yes,132.3 ,87.3, 195.8,6,falling,-2.1 ,-3.8, -0.4
"McLean County",38055,Yes,128.3 ,90.6, 178.1,9,stable,-0.8 ,-2.5, 0.9
"Pierce County",38069,Yes,127.5 ,79.5, 200.5,5,stable,-1.5 ,-3.7, 0.7
"Dunn County",38025,Yes,126 ,71.1, 209.8,3,stable,-1.1 ,-4.0, 2.0
"Grant County",38037,Yes,125.7 ,73.4, 225.2,4,stable,-2.1 ,-4.6, 0.4
"Ward County",38101,Yes,122.9 ,107, 140.5,45,falling,-0.8 ,-1.6, -0.1
"LaMoure County",38045,Yes,121.8 ,70.8, 202.6,5,stable,0.2 ,-1.8, 2.1
"Burleigh County",38015,Yes,121.7 ,109.1, 135.4,72,falling,-0.9 ,-1.6, -0.1
"Dickey County",38021,Yes,120.8 ,77.5, 184.3,6,stable,-1.4 ,-3.4, 0.7
"Ransom County",38073,Yes,119.8 ,74.3, 186.2,6,stable,-1.5 ,-3.6, 0.7
"Cass County",38017,Yes,115.7 ,105.3, 126.7,98,stable,0.0 ,-2.2, 2.3
"Richland County",38077,Yes,115.1 ,87, 150.2,13,stable,-3.7 ,-7.7, 0.4
"Ramsey County",38071,Yes,110.4 ,79.7, 150.3,10,stable,-1.3 ,-2.8, 0.3
"McKenzie County",38053,Yes,110.4 ,70.3, 164.3,5,*,*,*,*
"Stark County",38089,Yes,110.3 ,89.2, 135.1,22,stable,-1.0 ,-2.1, 0.1
"Foster County",38031,Yes,106.1 ,59.3, 185.3,3,*,*,*,*
"Bottineau County",38009,Yes,106.1 ,70.7, 157.6,6,stable,-0.4 ,-3.0, 2.2
"Pembina County",38067,Yes,99.7 ,65.7, 149.2,6,falling,-2.8 ,-4.6, -1.1
"Bowman County",38011,Yes,92.7 ,51.6, 166.9,3,stable,-1.0 ,-3.8, 1.9
"Billings County",38007,***,* ,*, *,3 or fewer,*,*,*,*
"Burke County",38013,***,* ,*, *,3 or fewer,*,*,*,*
"Divide County",38023,***,* ,*, *,3 or fewer,*,*,*,*
