------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=38&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '38', 'areatype': 'county', 'cancer': '090', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=38&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for North Dakota by County

"Leukemia, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Dakota",38000,***,6.6 ,5.8, 7.4,56,falling,-1.1 ,-1.9, -0.3
"United States",00000,***,6.5 ,6.5, 6.6,23311,falling,-2.3 ,-3.1, -1.5
"Morton County",38059,***,10.3 ,6.2, 16.4,4,*,*,*,*
"Ward County",38101,***,7.7 ,4.9, 11.4,5,*,*,*,*
"Grand Forks County",38035,***,6.7 ,4.2, 10.1,5,stable,-0.6 ,-3.1, 2.0
"Cass County",38017,***,6.6 ,4.8, 8.8,10,stable,-1.3 ,-3.1, 0.5
"Burleigh County",38015,***,6.4 ,4.4, 9,7,*,*,*,*
"Adams County",38001,***,* ,*, *,3 or fewer,*,*,*,*
"Barnes County",38003,***,* ,*, *,3 or fewer,*,*,*,*
"Benson County",38005,***,* ,*, *,3 or fewer,*,*,*,*
"Billings County",38007,***,* ,*, *,3 or fewer,*,*,*,*
"Bottineau County",38009,***,* ,*, *,3 or fewer,*,*,*,*
"Bowman County",38011,***,* ,*, *,3 or fewer,*,*,*,*
"Burke County",38013,***,* ,*, *,3 or fewer,*,*,*,*
"Cavalier County",38019,***,* ,*, *,3 or fewer,*,*,*,*
"Dickey County",38021,***,* ,*, *,3 or fewer,*,*,*,*
"Divide County",38023,***,* ,*, *,3 or fewer,*,*,*,*
"Dunn County",38025,***,* ,*, *,3 or fewer,*,*,*,*
"Eddy County",38027,***,* ,*, *,3 or fewer,*,*,*,*
"Emmons County",38029,***,* ,*, *,3 or fewer,*,*,*,*
"Foster County",38031,***,* ,*, *,3 or fewer,*,*,*,*
"Golden Valley County",38033,***,* ,*, *,3 or fewer,*,*,*,*
"Grant County",38037,***,* ,*, *,3 or fewer,*,*,*,*
"Griggs County",38039,***,* ,*, *,3 or fewer,*,*,*,*
"Hettinger County",38041,***,* ,*, *,3 or fewer,*,*,*,*
"Kidder County",38043,***,* ,*, *,3 or fewer,*,*,*,*
"LaMoure County",38045,***,* ,*, *,3 or fewer,*,*,*,*
"Logan County",38047,***,* ,*, *,3 or fewer,*,*,*,*
"McHenry County",38049,***,* ,*, *,3 or fewer,*,*,*,*
"McIntosh County",38051,***,* ,*, *,3 or fewer,*,*,*,*
"McKenzie County",38053,***,* ,*, *,3 or fewer,*,*,*,*
"McLean County",38055,***,* ,*, *,3 or fewer,*,*,*,*
"Mercer County",38057,***,* ,*, *,3 or fewer,*,*,*,*
"Mountrail County",38061,***,* ,*, *,3 or fewer,*,*,*,*
"Nelson County",38063,***,* ,*, *,3 or fewer,*,*,*,*
"Oliver County",38065,***,* ,*, *,3 or fewer,*,*,*,*
"Pembina County",38067,***,* ,*, *,3 or fewer,*,*,*,*
"Pierce County",38069,***,* ,*, *,3 or fewer,*,*,*,*
"Ramsey County",38071,***,* ,*, *,3 or fewer,*,*,*,*
"Ransom County",38073,***,* ,*, *,3 or fewer,*,*,*,*
"Renville County",38075,***,* ,*, *,3 or fewer,*,*,*,*
"Richland County",38077,***,* ,*, *,3 or fewer,*,*,*,*
"Rolette County",38079,***,* ,*, *,3 or fewer,*,*,*,*
"Sargent County",38081,***,* ,*, *,3 or fewer,*,*,*,*
"Sheridan County",38083,***,* ,*, *,3 or fewer,*,*,*,*
"Sioux County",38085,***,* ,*, *,3 or fewer,*,*,*,*
"Slope County",38087,***,* ,*, *,3 or fewer,*,*,*,*
"Stark County",38089,***,* ,*, *,3 or fewer,*,*,*,*
