------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=16&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '16', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=16&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Idaho by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Idaho",16000,33.1,548099,"45 of 52"
"United States",00000,34.5,110609456,"N/A"
"Madison County",16065,15.7,6015,"3140 of 3141"
"Clark County",16033,27.2,287,"3035 of 3141"
"Jefferson County",16051,27.3,7483,"3031 of 3141"
"Teton County",16081,27.6,2971,"3010 of 3141"
"Latah County",16057,27.6,10692,"3006 of 3141"
"Bonneville County",16019,28.9,31921,"2948 of 3141"
"Canyon County",16027,29.0,60012,"2946 of 3141"
"Elmore County",16039,29.5,7727,"2916 of 3141"
"Jerome County",16053,29.5,6807,"2907 of 3141"
"Franklin County",16041,29.6,3889,"2901 of 3141"
"Cassia County",16031,29.9,7012,"2887 of 3141"
"Bannock County",16005,30.1,25309,"2872 of 3141"
"Lincoln County",16063,30.4,1612,"2848 of 3141"
"Bingham County",16011,30.8,13970,"2822 of 3141"
"Ada County",16001,31.4,136809,"2776 of 3141"
"Twin Falls County",16083,32.1,26429,"2710 of 3141"
"Power County",16077,33.0,2529,"2617 of 3141"
"Minidoka County",16067,34.0,6943,"2503 of 3141"
"Fremont County",16043,34.9,4493,"2378 of 3141"
"Gooding County",16047,35.0,5288,"2357 of 3141"
"Payette County",16075,35.6,8133,"2262 of 3141"
"Caribou County",16029,36.2,2482,"2175 of 3141"
"Owyhee County",16073,37.0,4209,"2028 of 3141"
"Kootenai County",16055,37.8,56683,"1837 of 3141"
"Bear Lake County",16007,38.7,2301,"1635 of 3141"
"Oneida County",16071,39.3,1685,"1504 of 3141"
"Nez Perce County",16069,39.5,15800,"1461 of 3141"
"Blaine County",16013,39.6,8541,"1434 of 3141"
"Boundary County",16021,43.5,4921,"690 of 3141"
"Gem County",16045,43.5,7333,"682 of 3141"
"Butte County",16023,45.8,1196,"434 of 3141"
"Washington County",16087,45.9,4589,"422 of 3141"
"Shoshone County",16079,46.2,5771,"399 of 3141"
"Benewah County",16009,46.3,4192,"390 of 3141"
"Camas County",16025,46.5,412,"377 of 3141"
"Bonner County",16017,47.6,19943,"297 of 3141"
"Lewis County",16061,47.7,1824,"293 of 3141"
"Idaho County",16049,49.7,8083,"186 of 3141"
"Valley County",16085,50.3,5085,"161 of 3141"
"Clearwater County",16035,50.5,4307,"157 of 3141"
"Lemhi County",16059,53.5,4149,"70 of 3141"
"Boise County",16015,54.3,3783,"55 of 3141"
"Adams County",16003,55.2,2177,"45 of 3141"
"Custer County",16037,55.6,2302,"41 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:15 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
