------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=16&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '16', 'areatype': 'county', 'topic': 'pop', 'demo': '00024', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_020.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=16&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Idaho by County
Population: Asian / Pacific Islander
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (API),Rank within US
"Idaho",16000,1.5,25063,"41 of 52"
"United States",00000,5.5,17756436,"N/A"
"Butte County",16023,0.0,0,"2927 of 3141"
"Camas County",16025,0.0,0,"2927 of 3141"
"Clark County",16033,0.0,0,"2927 of 3141"
"Custer County",16037,0.0,0,"2927 of 3141"
"Oneida County",16071,0.0,0,"2927 of 3141"
"Power County",16077,0.0,3,"2882 of 3141"
"Caribou County",16029,0.1,5,"2832 of 3141"
"Franklin County",16041,0.1,14,"2762 of 3141"
"Teton County",16081,0.1,13,"2737 of 3141"
"Valley County",16085,0.1,13,"2724 of 3141"
"Owyhee County",16073,0.2,21,"2611 of 3141"
"Adams County",16003,0.2,8,"2572 of 3141"
"Lincoln County",16063,0.2,13,"2497 of 3141"
"Lemhi County",16059,0.3,20,"2474 of 3141"
"Fremont County",16043,0.3,41,"2347 of 3141"
"Idaho County",16049,0.4,60,"2232 of 3141"
"Shoshone County",16079,0.5,59,"1960 of 3141"
"Jefferson County",16051,0.5,132,"1928 of 3141"
"Minidoka County",16067,0.6,115,"1739 of 3141"
"Cassia County",16031,0.6,145,"1621 of 3141"
"Bear Lake County",16007,0.7,40,"1516 of 3141"
"Gem County",16045,0.7,115,"1504 of 3141"
"Gooding County",16047,0.7,106,"1462 of 3141"
"Jerome County",16053,0.7,168,"1404 of 3141"
"Payette County",16075,0.7,168,"1385 of 3141"
"Bonner County",16017,0.8,325,"1330 of 3141"
"Lewis County",16061,0.8,31,"1284 of 3141"
"Kootenai County",16055,0.8,1231,"1273 of 3141"
"Clearwater County",16035,0.9,76,"1185 of 3141"
"Boundary County",16021,0.9,106,"1138 of 3141"
"Bingham County",16011,0.9,429,"1133 of 3141"
"Nez Perce County",16069,0.9,379,"1131 of 3141"
"Washington County",16087,1.0,100,"1077 of 3141"
"Bonneville County",16019,1.0,1145,"1035 of 3141"
"Canyon County",16027,1.0,2158,"1029 of 3141"
"Boise County",16015,1.2,81,"928 of 3141"
"Benewah County",16009,1.2,111,"874 of 3141"
"Madison County",16065,1.3,479,"849 of 3141"
"Blaine County",16013,1.6,338,"680 of 3141"
"Bannock County",16005,1.6,1337,"669 of 3141"
"Twin Falls County",16083,1.9,1563,"572 of 3141"
"Latah County",16057,2.7,1048,"380 of 3141"
"Ada County",16001,2.8,11967,"370 of 3141"
"Elmore County",16039,3.4,900,"277 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:15 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Asian / Pacific Islander, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
