------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=01&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '01', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=01&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"White (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,479.7 ,476.5, 483,17576,falling,-0.8 ,-1.3, -0.2
"US (SEER+NPCR)(1,10)",00000,***,450.1 ,449.8, 450.5,1370927,stable,-0.9 ,-1.8, 0.0
"Catahoula Parish(7,8)",22025,***,574.5 ,506.7, 649.6,56,stable,1.4 ,-0.2, 3.0
"East Carroll Parish(7,8)",22035,***,553.4 ,438.6, 692.4,18,stable,0.2 ,-2.8, 3.4
"Morehouse Parish(7,8)",22067,***,535.9 ,489.3, 586.1,112,stable,0.1 ,-1.1, 1.4
"Bienville Parish(7,8)",22013,***,525.3 ,463.7, 593.4,59,stable,0.2 ,-1.6, 2.0
"Terrebonne Parish(7,8)",22109,***,525 ,504.1, 546.6,494,rising,0.9 ,0.4, 1.4
"St. Landry Parish(7,8)",22097,***,524.5 ,498.4, 551.8,320,stable,0.2 ,-0.5, 0.8
"Vernon Parish(7,8)",22115,***,515.6 ,483.5, 549.3,197,stable,1.0 ,0.0, 2.0
"Vermilion Parish(7,8)",22113,***,511.6 ,485.4, 538.9,297,stable,-0.2 ,-1.0, 0.6
"East Feliciana Parish(7,8)",22037,***,509.7 ,457.8, 566.3,78,stable,0.4 ,-1.3, 2.1
"St. Martin Parish(7,8)",22099,***,508.3 ,477.8, 540.3,220,stable,0.0 ,-0.9, 0.9
"West Baton Rouge Parish(7,8)",22121,***,506.7 ,460.1, 557.1,90,stable,-0.3 ,-1.4, 0.8
"De Soto Parish(7,8)",22031,***,505.5 ,462.8, 551.4,109,stable,-0.7 ,-1.6, 0.1
