------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=055&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '055', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_003.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=055&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"Breast (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,124.2 ,122.3, 126.1,3398,rising,0.4 ,0.1, 0.7
"US (SEER+NPCR)(1,10)",00000,***,125.2 ,124.9, 125.4,239297,stable,0.0 ,-0.8, 0.9
"Claiborne Parish(7,8)",22027,***,161.8 ,124.6, 207.1,15,stable,1.3 ,-2.4, 5.1
"East Feliciana Parish(7,8)",22037,***,152.5 ,120.4, 191,17,stable,2.9 ,-0.4, 6.2
"St. Helena Parish(7,8)",22091,***,151.2 ,108.5, 205.3,10,rising,3.7 ,0.1, 7.3
"Madison Parish(7,8)",22065,***,151.2 ,112.9, 198.8,11,stable,1.5 ,-3.4, 6.6
"West Feliciana Parish(7,8)",22125,***,145.8 ,106.6, 195.6,10,stable,0.1 ,-3.6, 4.1
"Pointe Coupee Parish(7,8)",22077,***,140.9 ,113.2, 173.5,21,stable,0.7 ,-2.3, 3.9
"St. Tammany Parish(7,8)",22103,***,140.7 ,132.2, 149.6,219,stable,-0.1 ,-1.0, 0.9
"Natchitoches Parish(7,8)",22069,***,136 ,114.4, 160.4,31,rising,3.6 ,1.9, 5.4
"Lafayette Parish(7,8)",22055,***,134.2 ,125.1, 143.8,169,stable,0.1 ,-1.4, 1.6
"Iberville Parish(7,8)",22047,***,133.9 ,111.5, 159.7,26,stable,0.8 ,-2.0, 3.6
"St. Landry Parish(7,8)",22097,***,133.8 ,119.5, 149.5,68,stable,0.5 ,-0.6, 1.6
"Jefferson Parish(7,8)",22051,***,133.6 ,127.4, 140,375,stable,0.6 ,0.0, 1.3
"Catahoula Parish(7,8)",22025,***,133.4 ,94.8, 183.5,8,stable,0.4 ,-2.8, 3.6
"St. Mary Parish(7,8)",22101,***,133 ,115.2, 152.9,42,stable,1.9 ,-0.2, 4.0
"East Baton Rouge Parish(7,8)",22033,***,132 ,125.4, 138.7,328,stable,0.0 ,-0.8, 0.7
"St. James Parish(7,8)",22093,***,131 ,104.9, 162,18,stable,1.9 ,0.0, 3.9
"Sabine Parish(7,8)",22085,***,130.4 ,104.7, 160.8,20,stable,-0.3 ,-3.4, 2.8
"St. Charles Parish(7,8)",22089,***,130.3 ,112.4, 150.3,40,stable,0.3 ,-1.7, 2.4
"Orleans Parish(7,8)",22071,***,129 ,122.2, 136.1,288,stable,0.3 ,-0.3, 0.9
"West Carroll Parish(7,8)",22123,***,128.7 ,94.1, 172.8,10,stable,0.3 ,-3.3, 4.1
"Bienville Parish(7,8)",22013,***,128.2 ,97.4, 166.4,13,stable,0.3 ,-2.3, 3.1
"De Soto Parish(7,8)",22031,***,127.7 ,105, 154.2,24,stable,-0.1 ,-2.9, 2.7
"West Baton Rouge Parish(7,8)",22121,***,127 ,101.5, 157.1,18,stable,-0.9 ,-4.2, 2.6
"Webster Parish(7,8)",22119,***,126.5 ,107.7, 147.7,35,stable,0.7 ,-1.2, 2.6
"St. John the Baptist Parish(7,8)",22095,***,125.9 ,106.8, 147.6,33,stable,-0.2 ,-1.7, 1.4
"Iberia Parish(7,8)",22045,***,125.9 ,111, 142.3,54,stable,-0.6 ,-2.3, 1.1
"Caddo Parish(7,8)",22017,***,123.9 ,116, 132.2,196,stable,-0.1 ,-0.9, 0.8
"Ouachita Parish(7,8)",22073,***,123.3 ,113, 134.2,112,stable,-0.4 ,-1.3, 0.5
"Richland Parish(7,8)",22083,***,122.6 ,96.5, 153.9,16,rising,2.9 ,0.1, 5.7
"Ascension Parish(7,8)",22005,***,121.3 ,108.9, 134.7,73,stable,-1.1 ,-2.3, 0.0
"Vermilion Parish(7,8)",22113,***,121 ,104.9, 138.9,42,stable,0.9 ,-0.6, 2.3
"Bossier Parish(7,8)",22015,***,120.3 ,108.9, 132.7,84,stable,-0.5 ,-1.6, 0.6
"Acadia Parish(7,8)",22001,***,120.1 ,104.2, 137.7,43,stable,-0.5 ,-2.3, 1.4
"Plaquemines Parish(7,8)",22075,***,119.8 ,94.2, 150.3,15,stable,0.8 ,-1.2, 3.0
"Morehouse Parish(7,8)",22067,***,119.5 ,96.8, 146.2,21,stable,1.9 ,0.0, 3.9
"Caldwell Parish(7,8)",22021,***,117.6 ,83.6, 162.3,8,stable,0.6 ,-2.6, 3.9
"Red River Parish(7,8)",22081,***,117.4 ,81.4, 165.4,7,rising,4.2 ,0.6, 8.0
"LaFourche Parish(7,8)",22057,***,117 ,104.5, 130.6,67,stable,-0.4 ,-1.6, 0.7
"Livingston Parish(7,8)",22063,***,116.7 ,105.6, 128.6,85,stable,-0.4 ,-1.7, 0.9
"Jackson Parish(7,8)",22049,***,116.3 ,87.2, 152.6,12,stable,-0.3 ,-3.2, 2.7
"Rapides Parish(7,8)",22079,***,116.1 ,105.5, 127.5,94,rising,1.1 ,0.1, 2.1
"Calcasieu Parish(7,8)",22019,***,115.9 ,107.1, 125.3,134,stable,-0.8 ,-1.8, 0.1
"Franklin Parish(7,8)",22041,***,115 ,89.3, 146.1,15,stable,1.9 ,-0.9, 4.7
"Vernon Parish(7,8)",22115,***,114.5 ,95.5, 136,27,stable,1.0 ,-1.3, 3.5
"Jefferson Davis Parish(7,8)",22053,***,113.6 ,92.5, 138.2,22,stable,0.6 ,-2.9, 4.3
"Winn Parish(7,8)",22127,***,112.1 ,82.3, 149.8,11,stable,0.5 ,-3.4, 4.5
"Tangipahoa Parish(7,8)",22105,***,111.9 ,101, 123.7,81,stable,-0.4 ,-1.6, 0.9
"Washington Parish(7,8)",22117,***,110.2 ,93.5, 129.3,33,stable,0.2 ,-2.0, 2.5
"Terrebonne Parish(7,8)",22109,***,107.6 ,96.2, 119.9,68,stable,-0.4 ,-2.5, 1.7
"Lincoln Parish(7,8)",22061,***,106.2 ,87.4, 127.7,24,stable,12.2 ,-11.8, 42.8
"East Carroll Parish(7)",22035,***,105.2 ,63.1, 165.2,4,*,*,*,*
"Concordia Parish(7,8)",22029,***,104.9 ,79.8, 135.6,13,stable,2.1 ,-1.5, 5.9
