------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_033.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,422.6 ,419.1, 426.2,11614,rising,0.2 ,0.1, 0.3
"US (SEER+NPCR)(1,10)",00000,***,420.9 ,420.5, 421.3,813914,stable,-0.4 ,-1.3, 0.6
"Catahoula Parish(7,8)",22025,***,553.9 ,472.3, 646.4,36,stable,-9.5 ,-23.2, 6.6
"East Carroll Parish(7,8)",22035,***,545.1 ,446, 660.3,23,stable,1.8 ,-0.6, 4.3
"East Feliciana Parish(7,8)",22037,***,488.4 ,430.7, 552.2,57,stable,1.3 ,-0.2, 2.8
"Vernon Parish(7,8)",22115,***,463.4 ,424.8, 504.5,110,rising,1.8 ,0.4, 3.2
"St. Landry Parish(7,8)",22097,***,460 ,433.1, 488.1,233,stable,0.7 ,0.0, 1.5
"Jefferson Davis Parish(7,8)",22053,***,455 ,412.1, 501.2,88,stable,1.2 ,-0.1, 2.4
"Caldwell Parish(7,8)",22021,***,452.6 ,381.3, 534.4,30,stable,0.4 ,-1.2, 2.1
"St. Mary Parish(7,8)",22101,***,451.4 ,418.1, 486.7,144,stable,0.8 ,-0.2, 1.7
"De Soto Parish(7,8)",22031,***,448.7 ,404.4, 496.9,80,stable,0.6 ,-1.0, 2.3
"St. Helena Parish(7,8)",22091,***,448.7 ,376.8, 530.9,31,stable,1.5 ,-0.2, 3.3
"St. Tammany Parish(7,8)",22103,***,448.1 ,432.8, 463.8,689,stable,-0.4 ,-0.9, 0.1
"West Baton Rouge Parish(7,8)",22121,***,446.8 ,398.1, 499.8,64,stable,0.2 ,-1.1, 1.4
"Webster Parish(7,8)",22119,***,446.6 ,410.9, 484.9,126,stable,0.6 ,-0.4, 1.6
"Lafayette Parish(7,8)",22055,***,445.8 ,429.1, 462.9,565,stable,0.2 ,-0.5, 0.9
"Evangeline Parish(7,8)",22039,***,442.7 ,400.9, 487.8,87,stable,0.3 ,-1.1, 1.8
"Vermilion Parish(7,8)",22113,***,442.5 ,411.4, 475.5,156,stable,0.5 ,-0.6, 1.6
"Bienville Parish(7,8)",22013,***,441.9 ,381.7, 509.5,44,stable,-0.4 ,-2.4, 1.6
"Iberia Parish(7,8)",22045,***,438.4 ,410.1, 468,188,stable,-0.2 ,-1.3, 1.0
"Jefferson Parish(7,8)",22051,***,437.8 ,426.5, 449.2,1236,rising,0.6 ,0.2, 1.0
"Winn Parish(7,8)",22127,***,437.6 ,376.3, 506.6,41,stable,-0.1 ,-1.9, 1.7
"Morehouse Parish(7,8)",22067,***,437.5 ,393.4, 485.3,79,stable,1.1 ,0.0, 2.1
"Acadia Parish(7,8)",22001,***,436.4 ,406.1, 468.4,161,stable,0.0 ,-0.8, 0.8
"Allen Parish(7,8)",22003,***,435.8 ,386.2, 490.2,59,stable,0.5 ,-1.2, 2.2
"Natchitoches Parish(7,8)",22069,***,432.1 ,393.6, 473.4,101,rising,1.2 ,0.1, 2.3
"Terrebonne Parish(7,8)",22109,***,431 ,407.9, 455.2,269,rising,1.2 ,0.4, 1.9
"Washington Parish(7,8)",22117,***,430.4 ,396.6, 466.4,130,stable,0.0 ,-1.3, 1.3
"Caddo Parish(7,8)",22017,***,428.6 ,413.9, 443.7,689,rising,0.4 ,0.1, 0.7
"Bossier Parish(7,8)",22015,***,427.7 ,406, 450.4,299,stable,0.2 ,-0.6, 1.1
"Claiborne Parish(7,8)",22027,***,427.5 ,369.1, 493.2,44,rising,5.3 ,2.2, 8.6
"Ouachita Parish(7,8)",22073,***,426.7 ,407.7, 446.4,393,stable,-0.1 ,-0.8, 0.7
"Calcasieu Parish(7,8)",22019,***,426.5 ,409.5, 444.1,494,stable,-0.2 ,-0.6, 0.2
