------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=07&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '07', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_026.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=07&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"White Non-Hispanic, Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,486.9 ,483.6, 490.3,17164,falling,-0.2 ,-0.3, -0.1
"US (SEER+NPCR) &sect; (1,10)",00000,***,464.2 ,463.8, 464.6,1254697,stable,-0.7 ,-1.6, 0.1
"Catahoula Parish(7,8)",22025,***,577.6 ,509.3, 653.5,56,stable,1.4 ,-0.3, 3.0
"East Carroll Parish(7,8)",22035,***,556.7 ,438.4, 700.6,18,stable,0.2 ,-2.9, 3.4
"Morehouse Parish(7,8)",22067,***,539.4 ,492.4, 590.2,112,stable,8.1 ,-1.7, 18.8
"Bienville Parish(7,8)",22013,***,531.7 ,469.2, 600.8,59,stable,0.3 ,-1.5, 2.1
"Terrebonne Parish(7,8)",22109,***,530.9 ,509.6, 552.9,486,rising,1.0 ,0.5, 1.5
"St. Landry Parish(7,8)",22097,***,527.5 ,501, 555.1,317,stable,0.2 ,-0.4, 0.8
"West Baton Rouge Parish(7,8)",22121,***,519.6 ,471.7, 571.2,90,stable,-0.2 ,-1.3, 1.0
"Vermilion Parish(7,8)",22113,***,517.4 ,490.8, 545.1,295,stable,-0.2 ,-1.0, 0.6
"Vernon Parish(7,8)",22115,***,516.2 ,483.4, 550.6,190,stable,1.0 ,0.0, 2.0
"De Soto Parish(7,8)",22031,***,515.2 ,471.5, 562.2,109,stable,-0.6 ,-1.5, 0.3
"East Feliciana Parish(7,8)",22037,***,514.5 ,462.1, 572,78,stable,0.4 ,-1.3, 2.2
"St. Martin Parish(7,8)",22099,***,513.3 ,482.3, 545.7,218,stable,0.1 ,-0.8, 1.0
"St. Tammany Parish(7,8)",22103,***,511.2 ,498.3, 524.4,1275,stable,-0.5 ,-1.0, 0.0
"Acadia Parish(7,8)",22001,***,506.9 ,480.6, 534.3,289,stable,0.3 ,-0.3, 0.9
"Sabine Parish(7,8)",22085,***,504.5 ,463.9, 548.2,128,stable,-0.4 ,-1.3, 0.6
"Iberville Parish(7,8)",22047,***,503.9 ,461.3, 549.6,109,falling,-4.5 ,-7.2, -1.6
"Caldwell Parish(7,8)",22021,***,501.9 ,442.2, 568.1,54,stable,0.1 ,-1.6, 1.9
"LaFourche Parish(7,8)",22057,***,501.2 ,480.7, 522.4,469,rising,1.5 ,0.6, 2.4
"Lafayette Parish(7,8)",22055,***,501.1 ,486.1, 516.5,885,stable,-0.3 ,-0.9, 0.3
"St. Bernard Parish(7,8)",22087,***,501.1 ,464.5, 539.8,151,stable,-0.2 ,-1.0, 0.6
"Webster Parish(7,8)",22119,***,501 ,468.3, 535.6,188,stable,-0.7 ,-1.3, 0.0
"Franklin Parish(7,8)",22041,***,500.6 ,455, 549.9,96,stable,0.4 ,-0.9, 1.6
"Jefferson Davis Parish(7,8)",22053,***,499.4 ,463.8, 537.1,153,stable,-0.2 ,-1.2, 0.8
"Ouachita Parish(7,8)",22073,***,498.8 ,480.6, 517.5,593,stable,0.0 ,-0.5, 0.5
"Winn Parish(7,8)",22127,***,498 ,444.4, 556.9,68,stable,-0.8 ,-2.6, 1.1
"Iberia Parish(7,8)",22045,***,497.5 ,471, 525.2,278,stable,-0.6 ,-1.5, 0.3
"Allen Parish(7,8)",22003,***,496.6 ,455.3, 540.8,110,stable,0.5 ,-0.8, 1.8
"Evangeline Parish(7,8)",22039,***,493.6 ,456.9, 532.6,141,stable,-0.3 ,-1.0, 0.4
"St. John the Baptist Parish(7,8)",22095,***,493.3 ,451.5, 538.2,114,stable,-0.2 ,-1.1, 0.7
"St. Mary Parish(7,8)",22101,***,492.2 ,461.2, 524.9,197,stable,0.2 ,-0.6, 1.1
"Ascension Parish(7,8)",22005,***,491 ,469.5, 513.4,417,stable,-0.4 ,-0.9, 0.2
"Jefferson Parish(7,8)",22051,***,490.2 ,479.5, 501.2,1752,stable,0.1 ,-0.4, 0.5
"Calcasieu Parish(7,8)",22019,***,486.3 ,471.1, 502,806,falling,-0.7 ,-1.2, -0.2
"Pointe Coupee Parish(7,8)",22077,***,484.6 ,439.8, 533.1,97,stable,0.4 ,-0.6, 1.5
"Cameron Parish(7,8)",22023,***,483.8 ,414.1, 562.4,37,stable,-1.4 ,-2.9, 0.2
"St. James Parish(7,8)",22093,***,483.5 ,430.1, 542,65,stable,1.1 ,-0.5, 2.6
"West Carroll Parish(7,8)",22123,***,482.3 ,428, 542,62,stable,-0.1 ,-2.3, 2.1
"Washington Parish(7,8)",22117,***,480.9 ,450.7, 512.9,202,stable,-0.8 ,-2.0, 0.5
"Plaquemines Parish(7,8)",22075,***,479.6 ,434.1, 528.7,84,stable,-0.6 ,-2.2, 0.9
"East Baton Rouge Parish(7,8)",22033,***,479 ,466.8, 491.5,1264,stable,-0.2 ,-0.8, 0.3
"Richland Parish(7,8)",22083,***,478.4 ,431.9, 529,83,stable,-0.7 ,-2.4, 1.1
"Caddo Parish(7,8)",22017,***,478 ,462.8, 493.6,814,stable,-0.3 ,-0.8, 0.2
"Rapides Parish(7,8)",22079,***,477.3 ,458.6, 496.5,518,stable,-0.4 ,-0.9, 0.2
"Livingston Parish(7,8)",22063,***,475.2 ,457.9, 493.1,601,falling,-0.8 ,-1.3, -0.2
"Natchitoches Parish(7,8)",22069,***,473.8 ,436.9, 513.3,133,stable,-0.2 ,-1.3, 0.9
"Bossier Parish(7,8)",22015,***,469.8 ,450.8, 489.5,474,falling,-1.0 ,-1.5, -0.5
"Jackson Parish(7,8)",22049,***,469.4 ,419.8, 523.7,72,stable,-0.3 ,-1.9, 1.4
"Tangipahoa Parish(7,8)",22105,***,463.3 ,444, 483.3,464,stable,-0.2 ,-0.9, 0.5
"Beauregard Parish(7,8)",22011,***,463.2 ,431.5, 496.7,166,stable,-0.4 ,-1.2, 0.4
"Avoyelles Parish(7,8)",22009,***,462.3 ,430.7, 495.8,169,stable,0.0 ,-1.1, 1.1
"La Salle Parish(7,8)",22059,***,460.5 ,413.8, 511.4,74,falling,-0.9 ,-1.6, -0.1
"Assumption Parish(7,8)",22007,***,459.2 ,417.2, 504.5,93,stable,-0.9 ,-2.0, 0.3
"St. Charles Parish(7,8)",22089,***,459.1 ,428.9, 491,184,stable,-0.7 ,-1.5, 0.2
"Concordia Parish(7,8)",22029,***,458.1 ,410.8, 509.9,74,stable,-3.2 ,-7.6, 1.3
"Grant Parish(7,8)",22043,***,455.2 ,414.4, 499.1,96,stable,-0.3 ,-1.6, 1.0
"St. Helena Parish(7,8)",22091,***,450.8 ,379.2, 533.7,32,stable,-0.3 ,-2.2, 1.8
"Orleans Parish(7,8)",22071,***,445.2 ,429.1, 461.8,626,falling,-0.6 ,-1.1, -0.2
"Union Parish(7,8)",22111,***,434.8 ,395.5, 477.3,102,stable,-0.8 ,-1.8, 0.2
"Red River Parish(7,8)",22081,***,432.6 ,366.7, 508.2,33,stable,0.0 ,-1.5, 1.5
"Claiborne Parish(7,8)",22027,***,430.5 ,376.9, 490.8,53,stable,-0.3 ,-1.7, 1.1
