------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=040&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=040&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"Pancreas (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,14.3 ,13.8, 14.7,733,rising,0.8 ,0.3, 1.4
"US (SEER+NPCR)(1,10)",00000,***,12.8 ,12.7, 12.8,47197,stable,0.4 ,-0.9, 1.7
"Allen Parish(7,8)",22003,***,25.5 ,17.7, 35.6,7,rising,6.4 ,1.2, 11.9
"Bienville Parish(7)",22013,***,20.6 ,12.3, 32.8,4,*,*,*,*
"De Soto Parish(7,8)",22031,***,19.2 ,13.1, 27.2,7,stable,3.0 ,-1.8, 8.1
"Natchitoches Parish(7,8)",22069,***,19 ,13.5, 26.2,8,rising,6.4 ,1.8, 11.2
"Evangeline Parish(7,8)",22039,***,18.7 ,12.9, 26.4,7,stable,0.5 ,-2.7, 3.8
"Morehouse Parish(7,8)",22067,***,18.4 ,12.2, 26.8,6,stable,2.5 ,-0.9, 6.1
"St. Bernard Parish(7,8)",22087,***,17.7 ,12.2, 24.8,7,stable,1.6 ,-2.3, 5.6
"Richland Parish(7)",22083,***,17.6 ,11.1, 26.9,5,*,*,*,*
"Iberville Parish(7,8)",22047,***,17.3 ,11.7, 24.7,6,stable,-0.5 ,-5.5, 4.8
"LaFourche Parish(7,8)",22057,***,17.1 ,13.7, 21,19,rising,3.6 ,0.7, 6.6
"Pointe Coupee Parish(7)",22077,***,16.7 ,11, 24.8,6,*,*,*,*
"Winn Parish(7)",22127,***,16.4 ,9.3, 27.3,3,*,*,*,*
"St. John the Baptist Parish(7,8)",22095,***,16.2 ,11.2, 22.8,7,stable,1.8 ,-2.9, 6.8
"St. Charles Parish(7,8)",22089,***,15.5 ,10.9, 21.3,8,stable,3.0 ,-0.9, 7.0
"Rapides Parish(7,8)",22079,***,15.5 ,12.8, 18.6,24,stable,-0.2 ,-2.1, 1.6
"St. Tammany Parish(7,8)",22103,***,15.1 ,13.1, 17.3,43,rising,3.1 ,0.7, 5.5
"St. Landry Parish(7,8)",22097,***,14.9 ,11.6, 18.9,15,stable,-1.4 ,-4.2, 1.5
"Vernon Parish(7,8)",22115,***,14.9 ,10.2, 21,7,stable,-0.1 ,-3.3, 3.2
"Claiborne Parish(7)",22027,***,14.8 ,8.6, 24.3,3,*,*,*,*
"Ouachita Parish(7,8)",22073,***,14.7 ,12.1, 17.6,24,stable,2.2 ,-0.3, 4.8
"Caddo Parish(7,8)",22017,***,14.7 ,12.8, 16.8,44,rising,2.4 ,0.8, 4.1
"East Feliciana Parish(7,8)",22037,***,14.6 ,8.6, 23.5,4,stable,-1.6 ,-7.4, 4.5
"Calcasieu Parish(7,8)",22019,***,14.4 ,12.3, 16.9,33,stable,1.2 ,-0.8, 3.2
"East Baton Rouge Parish(7,8)",22033,***,14.4 ,12.8, 16.1,65,stable,0.1 ,-1.7, 1.9
"Terrebonne Parish(7,8)",22109,***,14.2 ,11.3, 17.7,17,stable,2.3 ,-1.0, 5.6
"Concordia Parish(7)",22029,***,14.2 ,8.5, 22.6,4,*,*,*,*
"Vermilion Parish(7,8)",22113,***,14.1 ,10.4, 18.8,10,stable,-2.5 ,-6.0, 1.2
"Acadia Parish(7,8)",22001,***,14.1 ,10.4, 18.8,10,stable,3.2 ,-1.7, 8.5
"Bossier Parish(7,8)",22015,***,14 ,11.3, 17.2,18,rising,2.9 ,0.4, 5.4
"Jefferson Parish(7,8)",22051,***,14 ,12.6, 15.5,74,rising,1.8 ,0.5, 3.1
"Iberia Parish(7,8)",22045,***,14 ,10.4, 18.3,11,stable,-0.2 ,-3.1, 2.8
"Webster Parish(7)",22119,***,13.9 ,9.8, 19.2,8,*,*,*,*
"Lafayette Parish(7,8)",22055,***,13.8 ,11.6, 16.2,31,stable,-1.6 ,-3.7, 0.6
"St. Martin Parish(7,8)",22099,***,13.7 ,9.6, 19,8,stable,-3.3 ,-6.9, 0.5
"St. Mary Parish(7,8)",22101,***,13.7 ,9.8, 18.6,8,stable,-1.1 ,-4.0, 1.8
"Avoyelles Parish(7,8)",22009,***,13.4 ,9.3, 18.8,7,stable,0.5 ,-4.2, 5.5
"Orleans Parish(7,8)",22071,***,13.4 ,11.8, 15.1,55,stable,-0.8 ,-2.7, 1.1
"Livingston Parish(7,8)",22063,***,13.3 ,10.5, 16.6,17,stable,-0.1 ,-3.5, 3.5
"Sabine Parish(7,8)",22085,***,13 ,7.8, 20.6,4,stable,1.9 ,-2.7, 6.7
"Tangipahoa Parish(7,8)",22105,***,12.9 ,10.3, 16,17,stable,0.0 ,-2.8, 2.8
"Jefferson Davis Parish(7,8)",22053,***,12.7 ,8, 19.2,5,stable,-0.8 ,-5.3, 4.0
"Union Parish(7,8)",22111,***,12.4 ,7.4, 19.9,4,stable,-1.1 ,-5.3, 3.3
"Ascension Parish(7,8)",22005,***,11.9 ,9.1, 15.4,13,stable,1.6 ,-1.7, 4.9
"Assumption Parish(7)",22007,***,11.9 ,7, 19.2,4,*,*,*,*
"West Baton Rouge Parish(7)",22121,***,11.7 ,6.5, 19.3,3,*,*,*,*
