------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=16&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '16', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_032.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=16&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Idaho by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Idaho",16000,Yes,133.6 ,130.3, 137,1270,falling,-0.7 ,-0.9, -0.5
"United States",00000,Yes,137.7 ,137.4, 137.9,280047,falling,-1.4 ,-1.5, -1.4
"Shoshone County",16079,No,176.9 ,141.9, 219.8,18,stable,-0.9 ,-2.4, 0.6
"Gem County",16045,No,173.3 ,140.2, 212.8,21,stable,-0.2 ,-1.2, 0.9
"Caribou County",16029,No,170.2 ,119.1, 237.6,8,*,*,*,*
"Nez Perce County",16069,No,168.9 ,148.3, 191.9,53,stable,-0.3 ,-1.2, 0.5
"Benewah County",16009,Yes,159.8 ,118.1, 213.5,10,falling,-1.5 ,-2.8, -0.2
"Gooding County",16047,Yes,156.7 ,122.7, 197.9,15,stable,-0.5 ,-2.0, 0.9
"Custer County",16037,Yes,154.8 ,93.7, 245.7,5,*,*,*,*
"Lewis County",16061,Yes,154.8 ,96.8, 241.9,5,*,*,*,*
"Bonner County",16017,Yes,154.4 ,134.6, 176.8,48,stable,-0.5 ,-1.2, 0.2
"Owyhee County",16073,Yes,150.1 ,110.9, 199.4,10,stable,0.6 ,-1.4, 2.6
"Kootenai County",16055,Yes,147.6 ,136.9, 159.1,147,falling,-0.9 ,-1.4, -0.5
"Elmore County",16039,Yes,147.4 ,118.8, 181,19,falling,-1.3 ,-2.3, -0.3
"Clearwater County",16035,Yes,144.3 ,106.3, 196,11,stable,-0.4 ,-1.7, 1.0
"Idaho County",16049,Yes,140.7 ,113.6, 174.2,20,stable,-0.7 ,-1.8, 0.5
"Payette County",16075,Yes,140.4 ,114, 171.5,20,falling,-1.1 ,-1.8, -0.3
"Canyon County",16027,Yes,137.3 ,127.2, 147.9,143,stable,-0.2 ,-0.8, 0.4
"Lincoln County",16063,Yes,134.8 ,78.1, 216.7,3,stable,0.0 ,-2.4, 2.5
"Twin Falls County",16083,Yes,134.1 ,119.9, 149.6,67,stable,-0.5 ,-1.1, 0.2
"Jerome County",16053,Yes,132.8 ,104.5, 166.5,15,stable,-1.3 ,-2.5, 0.0
"Washington County",16087,Yes,131.8 ,99.8, 173.5,12,stable,-0.8 ,-2.4, 0.7
"Valley County",16085,Yes,131 ,94.9, 178.9,10,rising,15.3 ,4.6, 27.0
"Lemhi County",16059,Yes,129.8 ,91, 183.4,9,stable,-0.4 ,-2.2, 1.4
"Fremont County",16043,Yes,129.6 ,95.3, 172.9,10,stable,0.9 ,-0.9, 2.6
"Ada County",16001,Yes,129.4 ,122.8, 136.3,300,falling,-0.9 ,-1.4, -0.5
"Boise County",16015,Yes,126.5 ,80.4, 193.5,6,stable,0.8 ,-1.4, 3.1
"Latah County",16057,Yes,123.2 ,101.5, 148.3,24,stable,-0.9 ,-2.0, 0.2
"Boundary County",16021,Yes,122.4 ,90.1, 164.2,10,falling,-6.5 ,-11.6, -1.1
"Bear Lake County",16007,Yes,122 ,80.3, 181.2,6,falling,-2.0 ,-3.7, -0.4
"Bannock County",16005,Yes,121.9 ,107.6, 137.6,55,falling,-1.0 ,-1.8, -0.2
"Bingham County",16011,Yes,121.9 ,102.8, 143.6,30,stable,-0.6 ,-1.6, 0.4
"Jefferson County",16051,Yes,121.9 ,95.3, 153.4,15,stable,-0.5 ,-2.2, 1.1
"Franklin County",16041,Yes,120.6 ,86.7, 163.7,9,stable,0.2 ,-1.9, 2.4
"Minidoka County",16067,Yes,118.9 ,92.9, 150.3,15,falling,-1.5 ,-2.6, -0.4
"Bonneville County",16019,Yes,115.3 ,103, 128.7,66,falling,-1.1 ,-1.9, -0.2
"Adams County",16003,Yes,114.7 ,68, 193.1,4,stable,-1.5 ,-4.0, 1.2
"Oneida County",16071,Yes,113.4 ,62.2, 192.5,3,stable,-0.7 ,-3.5, 2.1
"Cassia County",16031,Yes,110.9 ,86.6, 140,15,stable,-1.2 ,-2.6, 0.3
"Power County",16077,Yes,106.5 ,67.5, 161,5,*,*,*,*
"Blaine County",16013,Yes,99.9 ,74.7, 131,12,falling,-2.6 ,-4.1, -1.1
"Madison County",16065,Yes,94.3 ,69.6, 124.4,10,stable,-1.1 ,-2.5, 0.2
"Teton County",16081,Yes,91.8 ,53.6, 145.5,4,*,*,*,*
"Butte County",16023,***,* ,*, *,3 or fewer,*,*,*,*
"Camas County",16025,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County",16033,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death data provided by the National Vital Statistics System public use data file.  Death rates calculated by the National Cancer Institute using SEER*Stat.  Death rates are age-adjusted  to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+).  The Healthy People 2020 goals are based on rates adjusted using different methods but the differences should be minimal.  Population counts for denominators are based on Census populations as modified by NCI. "
 The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used with mortality data. 
