------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"United States",00000,29.8,95565066,"N/A"
"Virginia",51000,30.3,2531243,"40 of 52"
"Highland County",51091,13.2,293,"8 of 3141"
"Lancaster County",51103,14.5,1578,"13 of 3141"
"Northumberland County",51133,17.5,2141,"54 of 3141"
"Mathews County",51115,18.4,1622,"90 of 3141"
"Middlesex County",51119,18.5,1978,"93 of 3141"
"Bath County",51017,20.3,903,"208 of 3141"
"Goochland County",51075,20.3,4488,"210 of 3141"
"Northampton County",51131,20.7,2489,"257 of 3141"
"Patrick County",51141,20.9,3754,"280 of 3141"
"Botetourt County",51023,20.9,6930,"281 of 3141"
"Rockbridge County",51163,21.0,4720,"302 of 3141"
"Rappahannock County",51157,21.2,1562,"322 of 3141"
"Charles City County",51036,21.4,1501,"340 of 3141"
"Carroll County",51035,21.6,6419,"364 of 3141"
"Clarke County",51043,21.8,3128,"406 of 3141"
"Surry County",51181,21.8,1457,"409 of 3141"
"Mecklenburg County",51117,21.9,6771,"414 of 3141"
"Henry County",51089,21.9,11383,"424 of 3141"
"Nelson County",51125,22.0,3268,"434 of 3141"
"James City County",51095,22.1,16115,"453 of 3141"
"Bedford City and County",51917,22.1,17109,"467 of 3141"
"Alleghany County and Clifton Forge City",51005,22.3,3447,"492 of 3141"
"Halifax County with South Boston City",51083,22.3,7824,"512 of 3141"
"Craig County",51045,22.4,1147,"518 of 3141"
"Southampton County",51175,22.4,4046,"522 of 3141"
"Galax City",51640,22.4,1521,"530 of 3141"
"Floyd County",51063,22.5,3507,"553 of 3141"
"Grayson County",51077,22.5,3536,"557 of 3141"
"Charlotte County",51037,22.7,2767,"609 of 3141"
"Pittsylvania County",51143,22.7,14091,"615 of 3141"
"Scott County",51169,22.9,5103,"660 of 3141"
"Wythe County",51197,22.9,6654,"664 of 3141"
"Amelia County",51007,23.0,2941,"680 of 3141"
"Pulaski County",51155,23.0,7893,"687 of 3141"
"Accomack County",51001,23.0,7553,"691 of 3141"
"Russell County",51167,23.0,6390,"709 of 3141"
"Essex County",51057,23.2,2571,"750 of 3141"
"Isle of Wight County",51093,23.3,8426,"781 of 3141"
"Giles County",51071,23.4,3944,"791 of 3141"
"Dickenson County",51051,23.6,3583,"853 of 3141"
"Franklin County",51067,23.6,13293,"862 of 3141"
"Louisa County",51109,23.6,8232,"867 of 3141"
"Smyth County",51173,23.8,7443,"904 of 3141"
"Westmoreland County",51193,23.8,4191,"918 of 3141"
"Powhatan County",51145,23.9,6766,"925 of 3141"
"Shenandoah County",51171,23.9,10234,"936 of 3141"
"New Kent County",51127,23.9,4903,"938 of 3141"
"Page County",51139,23.9,5661,"939 of 3141"
"King and Queen County",51097,23.9,1685,"940 of 3141"
"Augusta County",51015,23.9,17801,"950 of 3141"
"Washington County",51191,24.0,13058,"963 of 3141"
"Gloucester County",51073,24.0,8895,"981 of 3141"
"Madison County",51113,24.1,3155,"993 of 3141"
"King William County",51101,24.2,3945,"1026 of 3141"
"Hanover County",51085,24.2,24950,"1031 of 3141"
"Fauquier County",51061,24.4,16719,"1095 of 3141"
"Martinsville City",51690,24.6,3261,"1153 of 3141"
"Appomattox County",51011,24.6,3807,"1164 of 3141"
"Covington City",51580,24.7,1399,"1169 of 3141"
"Roanoke County",51161,24.7,23053,"1183 of 3141"
"Cumberland County",51049,24.7,2423,"1204 of 3141"
"Poquoson City",51735,24.8,2984,"1245 of 3141"
"Buchanan County",51027,25.1,5665,"1337 of 3141"
