------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'pop', 'demo': '00002', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_013.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
Population: Age under 18
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age Under 18),Rank within US
"United States",00000,22.9,73601279,"N/A"
"Minnesota",27000,23.4,1286338,"17 of 52"
"Cook County",27031,14.8,782,"3103 of 3141"
"Aitkin County",27001,16.6,2635,"3015 of 3141"
"Winona County",27169,18.3,9349,"2837 of 3141"
"Lake County",27075,18.4,1945,"2828 of 3141"
"Lake of the Woods County",27077,18.8,721,"2777 of 3141"
"Koochiching County",27071,19.1,2445,"2716 of 3141"
"St. Louis County",27137,19.2,38472,"2696 of 3141"
"Blue Earth County",27013,19.7,12988,"2552 of 3141"
"Lac qui Parle County",27073,19.8,1354,"2542 of 3141"
"Pine County",27115,20.4,5932,"2358 of 3141"
"Big Stone County",27011,20.6,1037,"2310 of 3141"
"Traverse County",27155,20.7,696,"2260 of 3141"
"Stevens County",27149,20.8,2026,"2251 of 3141"
"Hubbard County",27057,21.1,4381,"2113 of 3141"
"Murray County",27101,21.2,1776,"2098 of 3141"
"Itasca County",27061,21.2,9587,"2089 of 3141"
"Pope County",27121,21.3,2324,"2067 of 3141"
"Cass County",27021,21.3,6132,"2051 of 3141"
"Douglas County",27041,21.4,7877,"2024 of 3141"
"Houston County",27055,21.5,4028,"1970 of 3141"
"Kittson County",27069,21.6,945,"1959 of 3141"
"Otter Tail County",27111,21.7,12518,"1928 of 3141"
"Martin County",27091,21.7,4368,"1890 of 3141"
"Kanabec County",27065,21.8,3470,"1881 of 3141"
"Wabasha County",27157,21.9,4703,"1827 of 3141"
"Faribault County",27043,21.9,3057,"1825 of 3141"
"Freeborn County",27047,21.9,6705,"1820 of 3141"
"Brown County",27015,21.9,5530,"1815 of 3141"
"Rice County",27131,22.1,14395,"1747 of 3141"
"Grant County",27051,22.1,1308,"1735 of 3141"
"Crow Wing County",27035,22.1,14028,"1732 of 3141"
