------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=06&areatype=county&cancer=400&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'cancer': '400', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=06&areatype=county&cancer=400&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for California by County

"Breast (in situ) (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"California(7,8)",06000,***,28 ,27.7, 28.4,6032,falling,-1.5 ,-2.7, -0.3
"US (SEER+NPCR)(1,10)",00000,***,30.1 ,30, 30.2,56702,stable,-2.0 ,-4.2, 0.3
"San Mateo County(7,8)",06081,***,44.2 ,41.4, 47,205,stable,-0.2 ,-0.9, 0.6
"Marin County(7,8)",06041,***,40.7 ,36.5, 45.4,75,rising,1.7 ,0.7, 2.6
"Placer County(7,8)",06061,***,38.5 ,35.1, 42.2,97,stable,-3.9 ,-9.0, 1.5
"San Francisco County(7,8)",06075,***,36.8 ,34.3, 39.4,175,stable,0.4 ,-0.3, 1.1
"Yolo County(7,8)",06113,***,36.1 ,30.9, 41.9,36,stable,-0.3 ,-2.7, 2.1
"Sacramento County(7,8)",06067,***,32.9 ,31.1, 34.7,274,stable,-5.3 ,-12.9, 3.1
"Butte County(7,8)",06007,***,32.8 ,28.5, 37.7,45,stable,1.6 ,-0.1, 3.4
"San Diego County(7,8)",06073,***,32 ,30.8, 33.3,561,stable,-5.7 ,-11.9, 1.0
"Santa Clara County(7,8)",06085,***,30.8 ,29.3, 32.4,317,falling,-5.0 ,-9.3, -0.4
"Solano County(7,8)",06095,***,30.4 ,27.4, 33.7,79,stable,1.3 ,-0.6, 3.2
"Shasta County(7,8)",06089,***,30.3 ,26, 35.2,39,stable,0.4 ,-2.2, 3.1
"Alameda County(7,8)",06001,***,30.1 ,28.5, 31.8,278,stable,-2.4 ,-4.9, 0.2
"Napa County(7,8)",06055,***,29.8 ,24.7, 35.8,25,falling,-2.6 ,-4.8, -0.4
"Contra Costa County(7,8)",06013,***,29.8 ,28, 31.7,206,falling,-2.8 ,-4.9, -0.7
"Nevada County(7,8)",06057,***,29.6 ,23.9, 36.5,23,stable,0.9 ,-2.1, 3.9
"Santa Barbara County(7,8)",06083,***,29.3 ,26.2, 32.8,67,stable,-0.2 ,-2.1, 1.6
"Ventura County(7,8)",06111,***,29.2 ,27.1, 31.5,145,falling,-2.3 ,-4.1, -0.5
"San Luis Obispo County(7,8)",06079,***,29.1 ,25.5, 33.2,52,stable,-0.7 ,-2.3, 1.0
"Orange County(7,8)",06059,***,28.6 ,27.5, 29.8,517,stable,0.1 ,-0.6, 0.8
"Tehama County(7,8)",06103,***,28.2 ,21.4, 36.6,13,stable,0.7 ,-3.0, 4.4
"Santa Cruz County(7,8)",06087,***,27.1 ,23.5, 31.2,42,stable,-0.3 ,-2.6, 2.0
"El Dorado County(7,8)",06017,***,26.8 ,22.8, 31.5,35,stable,-1.9 ,-4.0, 0.2
"Riverside County(7,8)",06065,***,26.8 ,25.5, 28.2,338,stable,0.9 ,-0.1, 1.8
"Los Angeles County(7,8)",06037,***,26.5 ,25.9, 27.2,1473,stable,0.1 ,-0.4, 0.5
"Glenn County(7)",06021,***,25.6 ,15.6, 39.9,4,*,*,*,*
