------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=047&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '047', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=047&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Missouri by County

"Lung & Bronchus, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 45.5?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Missouri",29000,No,52.6 ,51.9, 53.4,3910,falling,-2.0 ,-2.4, -1.6
"United States",00000,Yes,41.9 ,41.8, 42,154342,falling,-3.7 ,-4.3, -3.1
"Pemiscot County",29155,No,93.3 ,75.8, 113.9,20,stable,0.2 ,-1.1, 1.5
"Dunklin County",29069,No,90.6 ,78, 104.9,38,stable,0.2 ,-0.9, 1.3
"Madison County",29123,No,85.5 ,67, 108.1,15,stable,-0.5 ,-1.8, 0.9
"St. Francois County",29187,No,82 ,73.3, 91.5,66,stable,0.3 ,-0.5, 1.0
"Butler County",29023,No,79.7 ,69.8, 90.7,48,stable,-0.2 ,-1.2, 0.8
"Mercer County",29129,No,79.4 ,50.1, 123,5,*,*,*,*
"Ralls County",29173,No,79.2 ,59.7, 103.9,12,stable,0.8 ,-1.1, 2.8
"Washington County",29221,No,78.6 ,65, 94.3,24,stable,0.1 ,-1.7, 1.8
"Mississippi County",29133,No,78 ,60.8, 99.1,14,stable,-0.2 ,-1.6, 1.2
"Morgan County",29141,No,75.3 ,62.3, 90.7,25,stable,0.1 ,-1.0, 1.2
"Wayne County",29223,No,74.8 ,59.1, 94.2,17,stable,-0.2 ,-1.4, 1.1
"Henry County",29083,No,73.2 ,60.6, 88.1,24,stable,0.7 ,-0.4, 1.8
"McDonald County",29119,No,72.6 ,58.4, 89.4,19,stable,0.0 ,-1.2, 1.2
"Ripley County",29181,No,72.5 ,57, 91.5,15,stable,0.0 ,-1.6, 1.7
"Scott County",29201,No,72.4 ,62.2, 83.9,37,stable,-0.4 ,-1.3, 0.6
"Benton County",29015,No,71.6 ,59.8, 86,28,stable,-1.3 ,-2.6, 0.0
"Crawford County",29055,No,70 ,57.7, 84.4,23,stable,0.1 ,-0.8, 1.1
"Stoddard County",29207,No,68.9 ,58.1, 81.3,30,stable,0.0 ,-1.0, 1.0
"New Madrid County",29143,No,68.3 ,54.6, 84.7,18,stable,0.2 ,-1.2, 1.6
"Buchanan County",29021,No,67.6 ,60.6, 75.2,70,stable,-0.3 ,-1.0, 0.4
"Miller County",29131,No,67.4 ,55.2, 81.8,22,rising,1.2 ,0.1, 2.3
"Ozark County",29153,No,67.2 ,50.6, 89.1,12,stable,-1.3 ,-2.8, 0.2
"Audrain County",29007,No,66.9 ,54.9, 80.8,22,stable,0.7 ,-0.4, 1.8
"Pulaski County",29169,No,66.7 ,55.1, 80,24,stable,-0.8 ,-2.0, 0.4
"Ray County",29177,No,65.2 ,52.8, 79.9,20,stable,-0.4 ,-1.6, 0.7
"Jefferson County",29099,No,65 ,60.4, 69.9,157,falling,-0.9 ,-1.4, -0.4
"Chariton County",29041,No,65 ,46.3, 90.4,8,stable,1.3 ,-0.7, 3.3
"Randolph County",29175,No,63.7 ,51.5, 78,19,rising,1.5 ,0.3, 2.6
"Lincoln County",29113,No,63 ,53.8, 73.4,35,stable,-0.3 ,-1.2, 0.7
"Carter County",29035,No,62.9 ,40.5, 94.3,5,stable,0.5 ,-1.6, 2.6
"Clinton County",29049,No,62.5 ,49.8, 77.8,17,stable,0.1 ,-1.1, 1.3
"Iron County",29093,No,62.3 ,46.4, 82.9,10,falling,-1.7 ,-3.0, -0.3
"Laclede County",29105,No,61.9 ,52.1, 73.1,29,falling,-1.0 ,-1.9, -0.1
"Bollinger County",29017,No,61.6 ,46.3, 81,11,stable,0.2 ,-1.2, 1.7
"Carroll County",29033,No,60.8 ,43.7, 83.5,8,stable,0.6 ,-1.2, 2.3
"Clark County",29045,No,60.8 ,40.9, 88.3,6,stable,0.6 ,-1.6, 2.8
"Howell County",29091,No,60.4 ,51.7, 70.4,34,falling,-1.1 ,-1.8, -0.3
"Jasper County",29097,No,60.4 ,54.6, 66.7,81,falling,-0.8 ,-1.4, -0.2
