------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=017&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '017', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=017&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Missouri by County

"Esophagus, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Missouri",29000,***,4.6 ,4.4, 4.8,344,rising,0.7 ,0.3, 1.0
"United States",00000,***,4 ,4, 4,14989,falling,-1.0 ,-1.1, -0.8
"Jefferson County",29099,***,6.9 ,5.4, 8.6,17,stable,1.8 ,-0.2, 3.8
"Lincoln County",29113,***,6.6 ,3.8, 10.6,4,*,*,*,*
"Cass County",29037,***,6.4 ,4.6, 8.7,8,*,*,*,*
"St. Francois County",29187,***,6.3 ,4.1, 9.4,5,stable,0.0 ,-2.2, 2.2
"Franklin County",29071,***,5.9 ,4.1, 8.2,7,stable,1.6 ,-0.6, 3.8
"Butler County",29023,***,5.7 ,3.3, 9.4,3,*,*,*,*
"St. Charles County",29183,***,5.6 ,4.6, 6.7,23,rising,1.8 ,0.5, 3.2
"Taney County",29213,***,5.4 ,3.2, 8.6,4,*,*,*,*
"St. Louis City",29510,***,4.8 ,3.8, 6.1,16,falling,-3.2 ,-4.1, -2.2
"Boone County",29019,***,4.8 ,3.3, 6.7,7,stable,1.8 ,-0.5, 4.1
"Cole County",29051,***,4.8 ,2.9, 7.4,4,stable,0.7 ,-1.6, 3.0
"Jackson County",29095,***,4.7 ,4.1, 5.5,38,stable,0.8 ,-0.2, 1.7
"Newton County",29145,***,4.5 ,2.6, 7.4,3,*,*,*,*
"St. Louis County",29189,***,4.2 ,3.7, 4.7,55,stable,0.1 ,-0.7, 1.0
"Camden County",29029,***,4.1 ,2.3, 7.2,3,*,*,*,*
"Jasper County",29097,***,4.1 ,2.7, 6,6,stable,-0.1 ,-2.2, 2.1
"Cape Girardeau County",29031,***,3.9 ,2.3, 6.2,4,stable,1.9 ,-1.0, 5.0
"Greene County",29077,***,3.7 ,2.8, 4.8,13,stable,1.9 ,-0.2, 4.0
"Buchanan County",29021,***,3.6 ,2.1, 5.7,4,*,*,*,*
"Platte County",29165,***,3.5 ,2.1, 5.6,4,*,*,*,*
"Clay County",29047,***,3.4 ,2.5, 4.7,9,stable,0.0 ,-2.3, 2.4
"Adair County",29001,***,* ,*, *,3 or fewer,*,*,*,*
"Andrew County",29003,***,* ,*, *,3 or fewer,*,*,*,*
"Atchison County",29005,***,* ,*, *,3 or fewer,*,*,*,*
"Audrain County",29007,***,* ,*, *,3 or fewer,*,*,*,*
"Barry County",29009,***,* ,*, *,3 or fewer,*,*,*,*
"Barton County",29011,***,* ,*, *,3 or fewer,*,*,*,*
"Bates County",29013,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County",29015,***,* ,*, *,3 or fewer,*,*,*,*
"Bollinger County",29017,***,* ,*, *,3 or fewer,*,*,*,*
"Caldwell County",29025,***,* ,*, *,3 or fewer,*,*,*,*
"Callaway County",29027,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",29033,***,* ,*, *,3 or fewer,*,*,*,*
"Carter County",29035,***,* ,*, *,3 or fewer,*,*,*,*
"Cedar County",29039,***,* ,*, *,3 or fewer,*,*,*,*
"Chariton County",29041,***,* ,*, *,3 or fewer,*,*,*,*
"Christian County",29043,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County",29045,***,* ,*, *,3 or fewer,*,*,*,*
"Clinton County",29049,***,* ,*, *,3 or fewer,*,*,*,*
"Cooper County",29053,***,* ,*, *,3 or fewer,*,*,*,*
