------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Missouri by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Missouri",29000,***,11.1 ,10.8, 11.5,824,rising,0.6 ,0.4, 0.8
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Livingston County",29117,***,16.3 ,9.3, 27.1,3,*,*,*,*
"Adair County",29001,***,16 ,10, 24.6,4,*,*,*,*
"Wayne County",29223,***,15.9 ,9.3, 26.4,4,*,*,*,*
"Ray County",29177,***,15 ,9.6, 22.8,5,*,*,*,*
"Andrew County",29003,***,15 ,8.8, 24.3,4,*,*,*,*
"Jasper County",29097,***,14.4 ,11.7, 17.6,20,rising,2.1 ,0.6, 3.7
"Texas County",29215,***,14.2 ,9.3, 21.2,5,*,*,*,*
"Callaway County",29027,***,13.4 ,9.3, 18.9,7,stable,2.2 ,-0.6, 5.1
"Stone County",29209,***,13.3 ,9.3, 19,8,stable,1.6 ,-1.3, 4.4
"St. Francois County",29187,***,13.2 ,9.8, 17.3,11,stable,1.7 ,-0.5, 3.9
"Taney County",29213,***,13.1 ,9.7, 17.5,10,stable,1.0 ,-1.3, 3.3
"Butler County",29023,***,12.9 ,9.1, 17.9,8,*,*,*,*
"Henry County",29083,***,12.7 ,7.8, 20,4,*,*,*,*
"Warren County",29219,***,12.6 ,8.2, 18.7,5,stable,1.1 ,-1.4, 3.8
"Pettis County",29159,***,12.5 ,8.5, 17.7,7,rising,2.9 ,0.9, 4.9
"Jackson County",29095,***,12.2 ,11.1, 13.4,93,stable,0.4 ,-0.1, 1.0
"Laclede County",29105,***,12.1 ,7.7, 18.2,5,stable,0.9 ,-1.5, 3.2
"Randolph County",29175,***,12.1 ,7.1, 19.4,4,stable,1.1 ,-1.2, 3.4
"Benton County",29015,***,11.7 ,7.3, 19.2,4,*,*,*,*
"Jefferson County",29099,***,11.5 ,9.6, 13.7,28,stable,0.2 ,-0.7, 1.1
"Dunklin County",29069,***,11.5 ,7.3, 17.3,5,stable,0.3 ,-2.5, 3.1
"St. Louis County",29189,***,11.4 ,10.6, 12.3,151,stable,0.5 ,0.0, 0.9
"Clay County",29047,***,11.4 ,9.5, 13.5,27,stable,0.4 ,-0.7, 1.5
"St. Louis City",29510,***,11.3 ,9.7, 13.1,37,stable,0.0 ,-0.9, 0.9
"Platte County",29165,***,11.3 ,8.4, 14.9,11,stable,-0.1 ,-2.2, 2.0
"Crawford County",29055,***,11.1 ,6.7, 17.7,4,*,*,*,*
"Scott County",29201,***,11.1 ,7.3, 16.2,6,stable,0.0 ,-2.1, 2.2
"Miller County",29131,***,11 ,6.3, 18,3,*,*,*,*
"Boone County",29019,***,10.9 ,8.6, 13.7,16,stable,0.5 ,-1.0, 1.9
