------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=51&areatype=county&cancer=058&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'cancer': '058', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_022.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=51&areatype=county&cancer=058&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Virginia by County

"Uterus (Corpus & Uterus, NOS) (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Virginia(6,10)",51000,***,24.9 ,24.3, 25.5,1295,rising,1.3 ,0.1, 2.6
"US (SEER+NPCR)(1,10)",00000,***,26.6 ,26.5, 26.7,53371,rising,1.4 ,1.0, 1.9
"Cumberland County(6,10)",51049,***,45 ,24.9, 76.5,3,*,*,*,*
"King William County(6,10)",51101,***,40 ,24, 63.1,4,stable,-4.0 ,-45.8, 69.8
"Campbell County(6,10)",51031,***,39 ,30.4, 49.5,15,stable,-0.2 ,-10.9, 11.9
"Appomattox County(6,10)",51011,***,38.5 ,23, 61.4,4,stable,-21.7 ,-45.6, 12.6
"Wythe County(6,10)",51197,***,38.4 ,27.7, 52.7,9,stable,2.9 ,-27.9, 46.9
"Northampton County(6,10)",51131,***,37.7 ,23.3, 60.7,4,*,*,*,*
"Amherst County(6,10)",51009,***,37.4 ,26.9, 51,9,stable,17.5 ,-15.9, 64.3
"Amelia County(6,10)",51007,***,37 ,21.3, 61.3,4,stable,1.2 ,-43.9, 82.3
"Buckingham County(6,10)",51029,***,36.3 ,20, 61,3,*,*,*,*
"King George County(6,10)",51099,***,35.5 ,22.7, 53.3,5,stable,9.8 ,-27.1, 65.3
"Gloucester County(6,10)",51073,***,35.4 ,25.5, 48.4,9,rising,19.7 ,8.8, 31.7
"New Kent County(6,10)",51127,***,35.3 ,22.2, 54.3,5,stable,-5.1 ,-45.5, 65.1
"Rockingham County(6,10)",51165,***,34.1 ,27.2, 42.3,18,stable,4.4 ,-7.5, 17.9
"Franklin County(6,10)",51067,***,33.9 ,26, 43.8,14,stable,21.7 ,-13.3, 70.8
"Louisa County(6,10)",51109,***,33.8 ,24.3, 46.3,9,stable,-1.6 ,-28.3, 35.2
"Hopewell City(6,10)",51670,***,33.4 ,20.8, 51,5,stable,9.6 ,-37.1, 91.0
"Alleghany County and Clifton Forge City(6,10)",51005,***,32.7 ,19.3, 53.4,4,*,*,*,*
"Accomack County(6,10)",51001,***,32.7 ,23.7, 44.6,9,stable,5.6 ,-23.0, 44.9
"Powhatan County(6,10)",51145,***,31.9 ,21.9, 46,7,stable,26.7 ,-4.4, 67.9
"Charlottesville City(6,10)",51540,***,31.9 ,22.3, 44.5,7,stable,2.8 ,-32.1, 55.7
"Tazewell County(6,10)",51185,***,31.8 ,23.3, 42.7,10,stable,-16.5 ,-40.1, 16.5
"Culpeper County(6,10)",51047,***,31.6 ,23, 42.5,9,stable,0.8 ,-18.4, 24.4
"Middlesex County(6,10)",51119,***,30.3 ,15.3, 57.8,3,*,*,*,*
"Waynesboro City(6,10)",51820,***,30.1 ,18.6, 46.7,4,stable,-11.7 ,-35.1, 20.1
"Lynchburg City(6,10)",51680,***,30.1 ,23, 38.7,13,stable,-11.2 ,-25.2, 5.4
"Prince Edward County(6,10)",51147,***,30.1 ,18.4, 47.1,4,stable,3.5 ,-29.4, 51.8
"Brunswick County(6,10)",51025,***,29.2 ,17.7, 47.3,4,*,*,*,*
"Fredericksburg City(6,10)",51630,***,28.9 ,17, 45.7,4,stable,-16.5 ,-44.6, 26.0
"Page County(6,10)",51139,***,28.6 ,18.4, 43.3,5,falling,-25.9 ,-35.6, -14.8
"Fluvanna County(6,10)",51065,***,28.5 ,18.8, 42.1,6,stable,-1.7 ,-37.8, 55.3
"Nottoway County(6,10)",51135,***,28 ,15.8, 47.4,3,stable,-22.4 ,-47.8, 15.4
"Portsmouth City(6,10)",51740,***,27.3 ,21.6, 34.1,17,stable,6.1 ,-8.4, 22.8
"Richmond City(6,10)",51760,***,27.2 ,23.1, 31.9,33,stable,-1.5 ,-5.2, 2.4
"Augusta County(6,10)",51015,***,27.1 ,21.1, 34.6,15,stable,6.7 ,-11.9, 29.2
