------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=08&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=08&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Colorado by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"United States",00000,70850.000000000,"N/A"
"Colorado",08000,80654.000000000,"11 of 52"
"Costilla County",08023,34688.000000000,"3104 of 3141"
"Bent County",08011,40893.000000000,"3004 of 3141"
"Saguache County",08109,45379.000000000,"2810 of 3141"
"Otero County",08089,45578.000000000,"2801 of 3141"
"Baca County",08009,45976.000000000,"2774 of 3141"
"Alamosa County",08003,46274.000000000,"2754 of 3141"
"Dolores County",08033,48359.000000000,"2628 of 3141"
"Huerfano County",08055,49554.000000000,"2547 of 3141"
"Crowley County",08025,49773.000000000,"2528 of 3141"
"Conejos County",08021,50144.000000000,"2503 of 3141"
"Prowers County",08099,50313.000000000,"2480 of 3141"
"Kiowa County",08061,50417.000000000,"2469 of 3141"
"Yuma County",08125,50945.000000000,"2412 of 3141"
"Jackson County",08057,52000.000000000,"2317 of 3141"
"Rio Grande County",08105,52550.000000000,"2253 of 3141"
"Las Animas County",08071,52923.000000000,"2216 of 3141"
"Pueblo County",08101,54097.000000000,"2130 of 3141"
"Custer County",08027,54306.000000000,"2113 of 3141"
"Delta County",08029,54679.000000000,"2085 of 3141"
"Archuleta County",08007,54980.000000000,"2058 of 3141"
"Montezuma County",08083,55716.000000000,"1988 of 3141"
"Fremont County",08043,56007.000000000,"1959 of 3141"
"Kit Carson County",08063,56845.000000000,"1882 of 3141"
"Logan County",08075,57275.000000000,"1839 of 3141"
"Montrose County",08085,57310.000000000,"1833 of 3141"
"Morgan County",08087,57443.000000000,"1820 of 3141"
"San Juan County",08111,59250.000000000,"1639 of 3141"
"Hinsdale County",08053,59886.000000000,"1564 of 3141"
"Sedgwick County",08115,60069.000000000,"1543 of 3141"
"Lincoln County",08073,60238.000000000,"1522 of 3141"
"Washington County",08121,60464.000000000,"1493 of 3141"
"Mineral County",08079,61667.000000000,"1372 of 3141"
"Lake County",08065,62888.000000000,"1258 of 3141"
"Phillips County",08095,64221.000000000,"1137 of 3141"
"Mesa County",08077,64409.000000000,"1122 of 3141"
"Chaffee County",08015,67141.000000000,"912 of 3141"
"Moffat County",08081,68492.000000000,"813 of 3141"
"Cheyenne County",08017,68523.000000000,"807 of 3141"
"Gunnison County",08051,70978.000000000,"673 of 3141"
"Park County",08093,71529.000000000,"649 of 3141"
"Ouray County",08091,71808.000000000,"632 of 3141"
"Adams County",08001,72332.000000000,"594 of 3141"
"Grand County",08049,74158.000000000,"485 of 3141"
"El Paso County",08041,75646.000000000,"439 of 3141"
"San Miguel County",08113,76766.000000000,"400 of 3141"
"Weld County",08123,77042.000000000,"388 of 3141"
"Teller County",08119,77059.000000000,"387 of 3141"
"Denver County",08031,77365.000000000,"378 of 3141"
"Rio Blanco County",08103,78523.000000000,"344 of 3141"
"La Plata County",08067,78735.000000000,"341 of 3141"
"Garfield County",08045,79587.000000000,"323 of 3141"
"Routt County",08107,82122.000000000,"271 of 3141"
"Arapahoe County",08005,84049.000000000,"234 of 3141"
"Larimer County",08069,84443.000000000,"232 of 3141"
"Gilpin County",08047,87417.000000000,"193 of 3141"
"Clear Creek County",08019,87684.000000000,"191 of 3141"
"Summit County",08117,90271.000000000,"160 of 3141"
"Jefferson County",08059,93937.000000000,"118 of 3141"
"Eagle County",08037,94050.000000000,"116 of 3141"
"Boulder County",08013,103677.000000000,"66 of 3141"
"Pitkin County",08097,104021.000000000,"63 of 3141"
"Broomfield County",08014,104453.000000000,"57 of 3141"
"Elbert County",08039,106319.000000000,"47 of 3141"
"Douglas County",08035,124371.000000000,"13 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:15 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
