------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=08&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=08&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Colorado by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Colorado",08000,13.0,707396,"47 of 52"
"United States",00000,14.9,47732389,"N/A"
"Eagle County",08037,9.4,5045,"3090 of 3141"
"Adams County",08001,9.6,46883,"3080 of 3141"
"Douglas County",08035,10.4,33245,"3049 of 3141"
"Denver County",08031,11.2,75959,"2984 of 3141"
"Lake County",08065,11.2,839,"2981 of 3141"
"Summit County",08117,11.3,3352,"2976 of 3141"
"San Miguel County",08113,11.3,882,"2974 of 3141"
"Garfield County",08045,11.4,6584,"2969 of 3141"
"Weld County",08123,11.4,32490,"2968 of 3141"
"Gunnison County",08051,11.8,1909,"2921 of 3141"
"El Paso County",08041,11.8,79487,"2919 of 3141"
"Arapahoe County",08005,12.0,75175,"2897 of 3141"
"Broomfield County",08014,12.5,8007,"2848 of 3141"
"Alamosa County",08003,12.5,2041,"2843 of 3141"
"Boulder County",08013,12.6,39969,"2820 of 3141"
"Cheyenne County",08017,12.8,272,"2794 of 3141"
"Routt County",08107,13.1,3180,"2743 of 3141"
"Moffat County",08081,13.2,1723,"2718 of 3141"
"Crowley County",08025,13.3,736,"2705 of 3141"
"Rio Blanco County",08103,13.7,900,"2650 of 3141"
"Larimer County",08069,14.2,46924,"2557 of 3141"
"Elbert County",08039,14.2,3486,"2553 of 3141"
"La Plata County",08067,15.0,8148,"2384 of 3141"
"Gilpin County",08047,15.0,869,"2367 of 3141"
"Jefferson County",08059,15.1,85348,"2345 of 3141"
"Morgan County",08087,15.2,4261,"2340 of 3141"
"Grand County",08049,15.7,2325,"2186 of 3141"
"Pitkin County",08097,16.6,2938,"1915 of 3141"
"Logan County",08075,16.6,3629,"1906 of 3141"
"Prowers County",08099,16.7,2024,"1856 of 3141"
"Bent County",08011,16.9,981,"1807 of 3141"
"San Juan County",08111,17.0,97,"1757 of 3141"
"Lincoln County",08073,17.2,951,"1700 of 3141"
"Mesa County",08077,17.3,25803,"1661 of 3141"
"Pueblo County",08101,17.4,28356,"1654 of 3141"
"Kit Carson County",08063,17.4,1365,"1641 of 3141"
"Phillips County",08095,17.4,753,"1638 of 3141"
"Conejos County",08021,17.5,1429,"1597 of 3141"
"Yuma County",08125,17.6,1779,"1576 of 3141"
"Clear Creek County",08019,17.9,1653,"1478 of 3141"
"Park County",08093,18.2,3072,"1393 of 3141"
"Rio Grande County",08105,18.3,2094,"1347 of 3141"
"Teller County",08119,19.2,4553,"1085 of 3141"
"Washington County",08121,19.3,927,"1049 of 3141"
"Otero County",08089,19.3,3536,"1046 of 3141"
"Saguache County",08109,19.8,1254,"921 of 3141"
"Montezuma County",08083,20.1,5171,"848 of 3141"
"Fremont County",08043,20.5,9564,"737 of 3141"
"Jackson County",08057,21.3,292,"598 of 3141"
"Kiowa County",08061,21.3,292,"587 of 3141"
"Montrose County",08085,21.8,8916,"514 of 3141"
"Las Animas County",08071,22.3,3153,"451 of 3141"
"Archuleta County",08007,23.3,2929,"357 of 3141"
"Delta County",08029,24.0,7253,"295 of 3141"
"Chaffee County",08015,24.1,4528,"289 of 3141"
"Dolores County",08033,24.4,424,"256 of 3141"
"Sedgwick County",08115,25.0,589,"216 of 3141"
"Baca County",08009,25.2,902,"200 of 3141"
"Costilla County",08023,26.3,954,"143 of 3141"
"Ouray County",08091,26.4,1230,"133 of 3141"
"Hinsdale County",08053,26.7,219,"124 of 3141"
"Huerfano County",08055,30.3,1969,"40 of 3141"
"Mineral County",08079,32.4,270,"22 of 3141"
"Custer County",08027,33.5,1508,"18 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
