------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=08&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=08&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Colorado by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Colorado",08000,32.3,1755007,"46 of 52"
"United States",00000,34.5,110609456,"N/A"
"Adams County",08001,26.4,128581,"3063 of 3141"
"Denver County",08031,27.0,183493,"3045 of 3141"
"Eagle County",08037,29.0,15605,"2942 of 3141"
"Weld County",08123,29.2,83445,"2934 of 3141"
"Alamosa County",08003,29.2,4780,"2932 of 3141"
"El Paso County",08041,30.0,202452,"2876 of 3141"
"Douglas County",08035,30.1,96674,"2870 of 3141"
"Gunnison County",08051,30.4,4937,"2846 of 3141"
"Arapahoe County",08005,31.1,194614,"2803 of 3141"
"Broomfield County",08014,31.2,20038,"2797 of 3141"
"Garfield County",08045,31.3,18163,"2781 of 3141"
"Boulder County",08013,32.0,101499,"2720 of 3141"
"Crowley County",08025,32.4,1788,"2682 of 3141"
"Cheyenne County",08017,33.0,701,"2621 of 3141"
"Larimer County",08069,33.2,109832,"2597 of 3141"
"Lake County",08065,33.5,2509,"2565 of 3141"
"Morgan County",08087,34.1,9595,"2478 of 3141"
"Rio Blanco County",08103,34.3,2250,"2451 of 3141"
"Summit County",08117,34.4,10212,"2447 of 3141"
"San Miguel County",08113,35.0,2735,"2345 of 3141"
"Moffat County",08081,35.3,4608,"2309 of 3141"
"Yuma County",08125,35.8,3624,"2222 of 3141"
"Routt County",08107,36.1,8800,"2182 of 3141"
"Logan County",08075,36.4,7971,"2130 of 3141"
"Phillips County",08095,36.6,1583,"2106 of 3141"
"Prowers County",08099,36.9,4457,"2048 of 3141"
"Pueblo County",08101,37.4,61135,"1916 of 3141"
"Jefferson County",08059,37.5,211388,"1900 of 3141"
"Lincoln County",08073,37.5,2069,"1899 of 3141"
"La Plata County",08067,37.6,20456,"1880 of 3141"
"Bent County",08011,37.6,2181,"1877 of 3141"
"Mesa County",08077,37.6,55948,"1869 of 3141"
"Conejos County",08021,37.8,3083,"1825 of 3141"
"Kit Carson County",08063,38.7,3033,"1654 of 3141"
"Otero County",08089,39.5,7235,"1463 of 3141"
"Rio Grande County",08105,40.4,4621,"1238 of 3141"
"Pitkin County",08097,40.6,7207,"1186 of 3141"
"Washington County",08121,40.9,1968,"1122 of 3141"
"Grand County",08049,42.5,6284,"852 of 3141"
"Kiowa County",08061,42.7,584,"813 of 3141"
"Gilpin County",08047,42.7,2474,"811 of 3141"
"Fremont County",08043,42.8,19959,"785 of 3141"
"Elbert County",08039,43.0,10554,"762 of 3141"
"Montezuma County",08083,43.4,11191,"698 of 3141"
"Montrose County",08085,43.8,17912,"649 of 3141"
"Las Animas County",08071,45.5,6434,"468 of 3141"
"Clear Creek County",08019,46.6,4310,"374 of 3141"
"Delta County",08029,47.2,14262,"324 of 3141"
"Baca County",08009,47.5,1702,"302 of 3141"
"San Juan County",08111,47.6,271,"299 of 3141"
"Sedgwick County",08115,47.8,1127,"284 of 3141"
"Saguache County",08109,47.8,3032,"282 of 3141"
"Jackson County",08057,48.8,670,"227 of 3141"
"Dolores County",08033,49.1,852,"216 of 3141"
"Teller County",08119,49.5,11754,"198 of 3141"
"Archuleta County",08007,49.8,6267,"182 of 3141"
"Chaffee County",08015,49.9,9383,"178 of 3141"
"Park County",08093,50.8,8591,"142 of 3141"
"Costilla County",08023,51.0,1852,"136 of 3141"
"Huerfano County",08055,56.9,3699,"30 of 3141"
"Ouray County",08091,58.3,2711,"21 of 3141"
"Hinsdale County",08053,61.3,503,"13 of 3141"
"Custer County",08027,62.8,2829,"9 of 3141"
"Mineral County",08079,63.5,530,"7 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
