------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=05&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '05', 'areatype': 'county', 'cancer': '055', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_003.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=05&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Arkansas by County

"Breast, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 20.7?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Arkansas",05000,No,21.6 ,20.6, 22.5,412,falling,-1.2 ,-1.5, -1.0
"United States",00000,Yes,20.6 ,20.5, 20.7,41246,falling,-1.5 ,-1.7, -1.3
"Phillips County",05107,No,43.9 ,28.5, 64.8,6,stable,0.5 ,-1.8, 2.9
"Polk County",05113,No,37.7 ,23.4, 57.8,5,stable,0.5 ,-1.9, 3.0
"Jefferson County",05069,No,35.8 ,28.5, 44.5,18,stable,0.0 ,-1.4, 1.5
"Ashley County",05003,No,33.8 ,21.5, 51.2,5,*,*,*,*
"Madison County",05087,No,33.7 ,18.6, 56.4,3,*,*,*,*
"Mississippi County",05093,No,31.8 ,22.5, 43.6,8,stable,-1.0 ,-2.9, 0.9
"Carroll County",05015,No,29.2 ,19.7, 42.5,6,stable,-0.6 ,-2.4, 1.2
"Boone County",05009,No,28.9 ,20.2, 40.4,8,stable,0.0 ,-1.7, 1.8
"Cleburne County",05023,No,28.1 ,17.8, 42.9,6,stable,1.8 ,-0.4, 4.1
"Union County",05139,No,27.9 ,19.8, 38.6,8,stable,-1.7 ,-3.4, 0.1
"Johnson County",05071,No,27 ,16.8, 41.4,4,*,*,*,*
