------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"United States",00000,34.5,110609456,"N/A"
"Iowa",19000,36.0,1121543,"19 of 52"
"Story County",19169,24.9,23848,"3102 of 3141"
"Johnson County",19103,25.6,36974,"3088 of 3141"
"Dallas County",19049,27.5,22271,"3012 of 3141"
"Polk County",19153,30.3,141682,"2855 of 3141"
"Sioux County",19167,31.9,11072,"2736 of 3141"
"Woodbury County",19193,32.8,33597,"2639 of 3141"
"Buena Vista County",19021,33.5,6819,"2573 of 3141"
"Black Hawk County",19013,33.5,44514,"2571 of 3141"
"Linn County",19113,34.1,74961,"2485 of 3141"
"Scott County",19163,35.0,59968,"2362 of 3141"
"Warren County",19181,35.0,17034,"2349 of 3141"
"Muscatine County",19139,35.5,15242,"2281 of 3141"
"Crawford County",19047,36.4,6239,"2131 of 3141"
"Lyon County",19119,36.6,4301,"2101 of 3141"
"Davis County",19051,36.7,3244,"2078 of 3141"
"Dubuque County",19061,37.0,35719,"2021 of 3141"
"Marion County",19125,37.2,12310,"1980 of 3141"
"Madison County",19121,37.2,5847,"1976 of 3141"
"Pottawattamie County",19155,37.2,34731,"1966 of 3141"
"Decatur County",19053,37.3,3021,"1957 of 3141"
"Buchanan County",19019,37.3,7877,"1944 of 3141"
"Marshall County",19127,37.6,15211,"1874 of 3141"
"Wapello County",19179,37.7,13321,"1849 of 3141"
"Henry County",19087,37.9,7529,"1816 of 3141"
"Bremer County",19017,37.9,9383,"1807 of 3141"
"Mahaska County",19123,38.0,8474,"1788 of 3141"
"Webster County",19187,38.7,14300,"1641 of 3141"
"Louisa County",19115,38.8,4364,"1616 of 3141"
"Boone County",19015,39.3,10360,"1522 of 3141"
"Plymouth County",19149,39.3,9831,"1517 of 3141"
