------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Indiana",18000,32.3,2138398,"22 of 52"
"United States",00000,32.4,104105673,"N/A"
"Tippecanoe County",18157,24.6,45830,"40 of 3141"
"Monroe County",18105,25.0,36055,"45 of 3141"
"LaGrange County",18087,27.6,10669,"152 of 3141"
"Adams County",18001,28.6,10000,"236 of 3141"
"Delaware County",18035,29.7,34378,"343 of 3141"
"Daviess County",18027,29.7,9720,"344 of 3141"
"Vigo County",18167,30.0,32307,"397 of 3141"
"Marion County",18097,30.5,286772,"488 of 3141"
"Elkhart County",18039,30.5,61971,"494 of 3141"
"Allen County",18003,31.2,114678,"643 of 3141"
"St. Joseph County",18141,31.3,84066,"671 of 3141"
"Knox County",18083,31.3,11832,"683 of 3141"
"Grant County",18053,31.9,21557,"871 of 3141"
"Putnam County",18133,32.2,12072,"976 of 3141"
"Kosciusko County",18085,32.2,25377,"1007 of 3141"
"Vanderburgh County",18163,32.3,58679,"1021 of 3141"
"Johnson County",18081,32.3,48230,"1027 of 3141"
"Bartholomew County",18005,32.3,26187,"1040 of 3141"
"Jackson County",18071,32.4,14184,"1075 of 3141"
"Clinton County",18023,32.4,10519,"1082 of 3141"
"Wells County",18179,32.4,9022,"1086 of 3141"
"Jasper County",18073,32.6,10898,"1141 of 3141"
"Jay County",18075,32.8,6916,"1222 of 3141"
"Switzerland County",18155,32.8,3481,"1234 of 3141"
"Decatur County",18031,32.8,8698,"1262 of 3141"
"Madison County",18095,33.0,42805,"1344 of 3141"
"Wabash County",18169,33.1,10550,"1391 of 3141"
"Lake County",18089,33.1,161897,"1393 of 3141"
"Wayne County",18177,33.2,22241,"1436 of 3141"
"Miami County",18103,33.3,11988,"1465 of 3141"
"Marshall County",18099,33.3,15581,"1487 of 3141"
"Noble County",18113,33.4,15854,"1549 of 3141"
"Pulaski County",18131,33.4,4267,"1552 of 3141"
"White County",18181,33.4,8121,"1561 of 3141"
"Orange County",18117,33.5,6571,"1586 of 3141"
"Montgomery County",18107,33.5,12830,"1598 of 3141"
"Randolph County",18135,33.5,8447,"1604 of 3141"
"Howard County",18067,33.6,27706,"1636 of 3141"
"Clark County",18019,33.6,38640,"1665 of 3141"
"DeKalb County",18033,33.6,14306,"1673 of 3141"
"Hendricks County",18063,33.8,53521,"1783 of 3141"
"Hamilton County",18057,33.8,104793,"1784 of 3141"
"LaPorte County",18091,33.9,37566,"1820 of 3141"
"Cass County",18017,33.9,12978,"1837 of 3141"
"Gibson County",18051,34.1,11444,"1905 of 3141"
"Huntington County",18069,34.1,12462,"1933 of 3141"
"Porter County",18127,34.2,57170,"1946 of 3141"
"Ripley County",18137,34.3,9718,"1993 of 3141"
"Dubois County",18037,34.3,14531,"2006 of 3141"
"Jennings County",18079,34.3,9551,"2015 of 3141"
"Fulton County",18049,34.3,6964,"2020 of 3141"
"Fayette County",18041,34.3,8042,"2031 of 3141"
"Lawrence County",18093,34.3,15680,"2034 of 3141"
"Perry County",18123,34.4,6611,"2062 of 3141"
"Clay County",18021,34.4,9077,"2075 of 3141"
"Jefferson County",18077,34.5,11131,"2109 of 3141"
"Union County",18161,34.6,2497,"2145 of 3141"
"Rush County",18139,34.6,5797,"2160 of 3141"
"Warrick County",18173,34.6,21306,"2172 of 3141"
"Benton County",18007,34.6,3006,"2175 of 3141"
"Carroll County",18015,34.7,6937,"2207 of 3141"
"Whitley County",18183,34.7,11624,"2217 of 3141"
"Parke County",18121,34.7,5924,"2218 of 3141"
"Steuben County",18151,34.8,11979,"2245 of 3141"
"Vermillion County",18165,34.8,5439,"2252 of 3141"
"Henry County",18065,35.0,17020,"2358 of 3141"
"Hancock County",18059,35.0,25466,"2363 of 3141"
"Martin County",18101,35.0,3577,"2369 of 3141"
"Floyd County",18043,35.0,26805,"2387 of 3141"
"Scott County",18143,35.1,8323,"2402 of 3141"
"Blackford County",18009,35.1,4287,"2410 of 3141"
"Greene County",18055,35.2,11405,"2431 of 3141"
"Fountain County",18045,35.2,5846,"2435 of 3141"
"Tipton County",18159,35.2,5386,"2447 of 3141"
"Starke County",18149,35.3,8096,"2456 of 3141"
"Boone County",18011,35.4,22306,"2510 of 3141"
"Sullivan County",18153,35.5,7424,"2552 of 3141"
"Newton County",18111,35.5,4995,"2557 of 3141"
"Washington County",18175,35.7,9938,"2625 of 3141"
"Harrison County",18061,35.8,14120,"2639 of 3141"
"Pike County",18125,35.9,4477,"2673 of 3141"
"Shelby County",18145,35.9,15938,"2684 of 3141"
"Franklin County",18047,36.0,8210,"2686 of 3141"
"Posey County",18129,36.0,9213,"2700 of 3141"
"Crawford County",18025,36.2,3832,"2747 of 3141"
"Morgan County",18109,36.3,25221,"2778 of 3141"
"Spencer County",18147,36.5,7529,"2828 of 3141"
"Warren County",18171,36.6,3029,"2847 of 3141"
"Owen County",18119,36.8,7721,"2892 of 3141"
"Ohio County",18115,37.5,2215,"2984 of 3141"
"Dearborn County",18029,37.5,18606,"2998 of 3141"
"Brown County",18013,38.4,5763,"3055 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
