------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_032.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Alabama by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Alabama",01000,Yes,145.1 ,143.2, 147,4662,falling,-1.1 ,-1.3, -0.9
"United States",00000,Yes,137.7 ,137.4, 137.9,280047,falling,-1.4 ,-1.5, -1.4
"Dallas County",01047,No,178.6 ,156.9, 202.7,51,stable,-0.1 ,-0.8, 0.7
"Walker County",01127,No,178.6 ,161.7, 196.9,87,stable,0.3 ,-0.1, 0.8
"Coosa County",01037,No,173.3 ,134.9, 221.2,15,stable,-0.5 ,-2.0, 1.0
"Jackson County",01071,No,172.7 ,154.2, 192.9,68,stable,-0.3 ,-0.9, 0.4
"Fayette County",01057,No,171.1 ,140.6, 207.4,23,stable,0.6 ,-0.5, 1.6
"Lowndes County",01085,No,170.8 ,130.1, 221.1,13,stable,0.0 ,-1.3, 1.3
"Marengo County",01091,No,169.1 ,140.1, 203,25,stable,-0.6 ,-1.6, 0.4
"Bullock County",01011,No,165 ,123.2, 217.6,11,stable,0.7 ,-0.9, 2.2
"Russell County",01113,No,163.2 ,144.3, 183.9,56,stable,-0.3 ,-0.9, 0.3
"Lee County",01081,No,163.1 ,149.8, 177.2,115,stable,-0.1 ,-0.7, 0.6
"Cherokee County",01019,No,163 ,137.8, 192,32,stable,-0.5 ,-1.5, 0.5
"Escambia County",01053,No,162.4 ,140.7, 186.7,42,stable,-0.5 ,-1.3, 0.3
"Chambers County",01017,Yes,160.9 ,139.5, 185.1,43,stable,-0.4 ,-1.1, 0.3
"Autauga County",01001,Yes,160.3 ,141.5, 181.1,53,stable,-0.9 ,-1.8, 0.1
"Pike County",01109,Yes,159.5 ,135, 187.4,31,stable,-0.4 ,-1.5, 0.7
"Greene County",01063,Yes,159.1 ,116, 214.5,11,stable,-0.8 ,-2.7, 1.1
"Talladega County",01121,Yes,158.3 ,143.5, 174.3,88,falling,-0.7 ,-1.3, -0.1
"Hale County",01065,Yes,156.4 ,124, 195.4,17,stable,-0.1 ,-1.6, 1.4
"Covington County",01039,Yes,155.5 ,135.2, 178.3,47,stable,0.2 ,-0.8, 1.1
