------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=020&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_007.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=01&areatype=county&cancer=020&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Alabama by County

"Colon & Rectum, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 14.5?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Alabama",01000,No,16.1 ,15.6, 16.5,916,falling,-1.1 ,-1.3, -0.8
"United States",00000,Yes,14.2 ,14.1, 14.2,51932,falling,-1.8 ,-2.3, -1.3
"Lowndes County",01085,No,29.3 ,17.8, 46.2,4,*,*,*,*
"Marengo County",01091,No,29.1 ,20.2, 40.8,7,*,*,*,*
"Sumter County",01119,No,28.3 ,17.8, 43.4,5,rising,3.0 ,0.1, 5.9
"Wilcox County",01131,No,26.5 ,15.4, 42.9,4,*,*,*,*
"Dallas County",01047,No,25.1 ,19.3, 32.2,13,stable,0.2 ,-1.7, 2.1
"Washington County",01129,No,23 ,14.6, 34.7,5,*,*,*,*
"Macon County",01087,No,22.5 ,14.6, 33.5,5,stable,-0.3 ,-2.5, 2.0
"Colbert County",01033,No,21.2 ,16.7, 26.6,16,stable,-0.4 ,-2.3, 1.5
"Jackson County",01071,No,21.1 ,16.4, 26.8,14,stable,0.3 ,-0.8, 1.5
"Lawrence County",01079,No,20.8 ,14.9, 28.3,9,*,*,*,*
"Walker County",01127,No,20.2 ,15.9, 25.2,16,stable,0.1 ,-1.0, 1.3
"Butler County",01013,No,20.1 ,13.3, 29.7,6,stable,0.0 ,-2.0, 2.1
"Hale County",01065,No,19.9 ,12.1, 31.5,4,stable,0.2 ,-2.8, 3.4
"Clarke County",01025,No,19.8 ,13.5, 28.4,7,stable,-1.4 ,-3.3, 0.5
"Monroe County",01099,No,19.4 ,12.7, 28.8,6,stable,0.6 ,-1.6, 2.8
"Lamar County",01075,No,19.4 ,11.7, 31,4,stable,-1.8 ,-3.6, 0.1
"Chambers County",01017,No,19 ,13.8, 25.8,9,stable,0.2 ,-1.4, 1.8
"Chilton County",01021,No,18.9 ,13.8, 25.3,9,stable,-0.1 ,-2.0, 1.9
"Randolph County",01111,No,18.8 ,12.4, 27.6,6,stable,-1.7 ,-3.6, 0.2
"Franklin County",01059,No,18.4 ,12.8, 25.9,7,stable,-0.8 ,-2.3, 0.7
"Fayette County",01057,No,18.2 ,11.2, 28.5,4,stable,1.9 ,-1.0, 5.0
"Montgomery County",01101,No,18.1 ,15.8, 20.7,45,falling,-1.2 ,-2.1, -0.4
"Barbour County",01005,No,18.1 ,12, 26.3,6,stable,0.1 ,-2.1, 2.4
"Crenshaw County",01041,No,17.8 ,10.3, 29.3,3,*,*,*,*
"Russell County",01113,No,17.1 ,12.7, 22.6,10,stable,-0.4 ,-2.2, 1.4
"Escambia County",01053,No,17.1 ,12.3, 23.4,8,stable,-0.7 ,-2.4, 1.0
