------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=066&stage=211&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '066', 'stage': '211', 'race': '00', 'sex': '1', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_055.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=066&stage=211&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Wisconsin by County

"Prostate (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Wisconsin(6)",55000,***,27.1 ,26.3, 27.9,937,24.7
"US (SEER+NPCR)(1)",00000,***,20.1 ,20, 20.2,36257,19.4
"Oneida County(6)",55085,***,44.9 ,34.9, 57.5,14,36.0
"Ashland County(6)",55003,***,44.3 ,27.8, 68,5,33.8
"Rusk County(6)",55107,***,42.2 ,27.2, 64.6,5,55.3
"Vilas County(6)",55125,***,37.9 ,26.3, 54.6,8,24.4
"Chippewa County(6)",55017,***,34.8 ,27, 44.4,14,32.6
"Columbia County(6)",55021,***,34.7 ,26.4, 45,12,32.8
"Outagamie County(6)",55087,***,33.6 ,28.4, 39.4,32,27.9
"Clark County(6)",55019,***,33.1 ,23.1, 46.4,7,31.6
"Polk County(6)",55095,***,33.1 ,24.8, 43.7,11,31.8
"Vernon County(6)",55123,***,32.7 ,22.6, 46.4,7,27.6
"Racine County(6)",55101,***,31.7 ,27.2, 36.8,37,25.0
"Jackson County(6)",55053,***,31.6 ,19.2, 49.3,4,31.3
"Washburn County(6)",55129,***,31.4 ,19.4, 50.5,4,28.6
"Wood County(6)",55141,***,31 ,24.6, 38.9,16,29.9
"Rock County(6)",55105,***,30.9 ,25.9, 36.6,28,28.7
"Sheboygan County(6)",55117,***,30.5 ,24.9, 37.1,22,25.8
"Portage County(6)",55097,***,30.5 ,23.1, 39.6,12,30.5
"Door County(6)",55029,***,30.4 ,21.5, 43.2,8,27.7
"Walworth County(6)",55127,***,30.4 ,24.3, 37.7,18,25.5
"Waushara County(6)",55137,***,30.3 ,20.7, 43.9,7,34.0
"Taylor County(6)",55119,***,30.3 ,18.8, 46.9,4,24.4
"Marquette County(6)",55077,***,30.2 ,18.5, 48.8,4,30.4
"Richland County(6)",55103,***,30.1 ,18.5, 47.8,4,36.2
"Adams County(6)",55001,***,29.6 ,19.4, 45.1,6,26.7
"Milwaukee County(6)",55079,***,28.9 ,26.7, 31.3,134,23.0
"Marathon County(6)",55073,***,28.7 ,23.8, 34.4,25,26.2
"Eau Claire County(6)",55035,***,28.2 ,22.1, 35.6,15,28.6
"Marinette County(6)",55075,***,28.1 ,20.5, 38.2,10,26.6
"Price County(6)",55099,***,27.8 ,16.5, 47,4,22.4
"Oconto County(6)",55083,***,27.8 ,19.8, 38.4,8,26.9
"Juneau County(6)",55057,***,27.6 ,18, 41.2,5,25.0
"Iowa County(6)",55049,***,27.5 ,16.2, 44,4,26.4
"Douglas County(6)",55031,***,27.5 ,19.3, 38.2,8,23.5
"Lincoln County(6)",55069,***,27.4 ,18.2, 40.4,6,25.9
"Fond du Lac County(6)",55039,***,27.4 ,21.8, 34,18,22.3
"Sauk County(6)",55111,***,27.1 ,20.1, 35.9,11,28.6
"Waukesha County(6)",55133,***,27.1 ,24.2, 30.2,69,22.0
"Brown County(6)",55009,***,27 ,23.1, 31.4,37,23.5
"Ozaukee County(6)",55089,***,26 ,20.5, 32.7,16,21.8
"Waupaca County(6)",55135,***,25.7 ,18.9, 34.5,10,26.5
"Burnett County(6)",55013,***,25.6 ,15.2, 43.3,4,23.8
