------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=018&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '018', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_056.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=018&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Wisconsin by County

"Stomach (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Wisconsin(6)",55000,***,3.7 ,3.5, 3.9,257,61.9
"US (SEER+NPCR)(1)",00000,***,3.8 ,3.8, 3.8,13895,58.2
"Shawano County(6)",55115,***,5.7 ,3.4, 9.4,4,58.1
"Chippewa County(6)",55017,***,5.6 ,3.5, 8.8,4,67.7
"Racine County(6)",55101,***,4.8 ,3.6, 6.3,11,58.3
"Walworth County(6)",55127,***,4.8 ,3.2, 7,6,71.4
"Brown County(6)",55009,***,4.6 ,3.5, 6,12,63.3
"Portage County(6)",55097,***,4.3 ,2.5, 6.9,4,72.0
"Kenosha County(6)",55059,***,4.2 ,3, 5.9,8,60.3
"Milwaukee County(6)",55079,***,4.2 ,3.7, 4.9,41,60.7
"Outagamie County(6)",55087,***,4 ,2.9, 5.5,8,59.2
"Rock County(6)",55105,***,3.9 ,2.8, 5.5,8,63.3
"Winnebago County(6)",55139,***,3.8 ,2.7, 5.3,8,73.1
"Manitowoc County(6)",55071,***,3.8 ,2.3, 6,4,55.3
"Waukesha County(6)",55133,***,3.7 ,3, 4.6,19,60.6
"Dodge County(6)",55027,***,3.5 ,2.2, 5.6,4,75.0
"Sheboygan County(6)",55117,***,3.5 ,2.3, 5.3,5,71.4
"Wood County(6)",55141,***,3.5 ,2.1, 5.6,4,74.1
"Dane County(6)",55025,***,3.4 ,2.7, 4.2,18,66.4
"Marathon County(6)",55073,***,3.4 ,2.3, 5,6,60.9
"Fond du Lac County(6)",55039,***,3.3 ,2, 5.2,4,76.9
"Washington County(6)",55131,***,2.8 ,1.7, 4.2,5,62.2
"La Crosse County(6)",55063,***,2.6 ,1.5, 4.2,4,52.9
