------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '46', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for South Dakota by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"South Dakota",46000,69425.000000000,"27 of 52"
"United States",00000,70850.000000000,"N/A"
"Todd County",46121,25597.000000000,"3137 of 3141"
"Shannon County",46113,27847.000000000,"3134 of 3141"
"Ziebach County",46137,33365.000000000,"3108 of 3141"
"Buffalo County",46017,34063.000000000,"3107 of 3141"
"Mellette County",46095,34722.000000000,"3102 of 3141"
"Corson County",46031,35580.000000000,"3093 of 3141"
"Jackson County",46071,40185.000000000,"3030 of 3141"
"Haakon County",46055,44276.000000000,"2867 of 3141"
"Jones County",46075,46250.000000000,"2756 of 3141"
"Bennett County",46007,47319.000000000,"2680 of 3141"
"Dewey County",46041,49583.000000000,"2540 of 3141"
"Lyman County",46085,52457.000000000,"2265 of 3141"
"Butte County",46019,55582.000000000,"2002 of 3141"
"Gregory County",46053,58125.000000000,"1747 of 3141"
"Charles Mix County",46023,58347.000000000,"1724 of 3141"
"Day County",46037,58634.000000000,"1698 of 3141"
"Brule County",46015,59068.000000000,"1657 of 3141"
"Roberts County",46109,60114.000000000,"1539 of 3141"
"Potter County",46107,61346.000000000,"1404 of 3141"
"McPherson County",46089,61667.000000000,"1372 of 3141"
"Tripp County",46123,61693.000000000,"1371 of 3141"
"Jerauld County",46073,62206.000000000,"1326 of 3141"
"Miner County",46097,62330.000000000,"1313 of 3141"
"Beadle County",46005,63207.000000000,"1221 of 3141"
"Meade County",46093,64536.000000000,"1108 of 3141"
"Clark County",46025,64621.000000000,"1100 of 3141"
"Yankton County",46135,64625.000000000,"1099 of 3141"
"Davison County",46035,64781.000000000,"1086 of 3141"
"Spink County",46115,64858.000000000,"1083 of 3141"
"Grant County",46051,65260.000000000,"1050 of 3141"
"Hutchinson County",46067,65273.000000000,"1048 of 3141"
"Fall River County",46047,65813.000000000,"1004 of 3141"
"Perkins County",46105,65824.000000000,"1003 of 3141"
"Walworth County",46129,66071.000000000,"990 of 3141"
"Douglas County",46043,66154.000000000,"981 of 3141"
"Pennington County",46103,66250.000000000,"972 of 3141"
"Bon Homme County",46009,67065.000000000,"916 of 3141"
"Custer County",46033,67100.000000000,"914 of 3141"
"Hamlin County",46057,67398.000000000,"896 of 3141"
"Sanborn County",46111,67621.000000000,"871 of 3141"
"Moody County",46101,68188.000000000,"833 of 3141"
"Kingsbury County",46077,68512.000000000,"810 of 3141"
"Marshall County",46091,70096.000000000,"716 of 3141"
"Turner County",46125,70323.000000000,"705 of 3141"
"Deuel County",46039,70357.000000000,"703 of 3141"
"Lawrence County",46081,70541.000000000,"696 of 3141"
"Harding County",46063,70750.000000000,"684 of 3141"
"Aurora County",46003,71094.000000000,"668 of 3141"
"Codington County",46029,71270.000000000,"661 of 3141"
"Stanley County",46117,71655.000000000,"641 of 3141"
"McCook County",46087,72500.000000000,"584 of 3141"
"Hand County",46059,72596.000000000,"579 of 3141"
"Clay County",46027,73070.000000000,"545 of 3141"
"Brown County",46013,73439.000000000,"525 of 3141"
"Sully County",46119,73929.000000000,"495 of 3141"
"Minnehaha County",46099,74413.000000000,"478 of 3141"
"Hanson County",46061,75250.000000000,"450 of 3141"
"Lake County",46079,76034.000000000,"423 of 3141"
"Hyde County",46069,76053.000000000,"421 of 3141"
"Campbell County",46021,76071.000000000,"420 of 3141"
"Edmunds County",46045,76286.000000000,"412 of 3141"
"Faulk County",46049,78309.000000000,"349 of 3141"
"Brookings County",46011,79695.000000000,"320 of 3141"
"Union County",46127,87842.000000000,"187 of 3141"
"Hughes County",46065,90236.000000000,"163 of 3141"
"Lincoln County",46083,91872.000000000,"139 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
"South Dakota County Name Change: please note that Shannon County, SD (FIPS code=46113) was renamed effective May 1, 2015, and the new name is Oglala Lakota County (FIPS Code=46102). Due to the nature of data submissions, we will use the older code/name this year and transition to the new code/name with a future data release."

Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
