locale,fips,value (percent),people (unemployed),rank within us,age,areatype,demo,file_name,race,sex,source_url,stateFIPS,topic,type
South Dakota,46000.0,3.7,17018.0,2 of 52,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
United States,0.0,6.6,10560305.0,,1,country,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
Jerauld County,46073.0,0.2,2.0,12 of 3141,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
Faulk County,46049.0,0.3,3.0,13 of 3141,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
Hanson County,46061.0,0.4,7.0,17 of 3141,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
Sully County,46119.0,0.5,4.0,19 of 3141,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
Gregory County,46053.0,0.8,17.0,27 of 3141,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
Potter County,46107.0,0.9,10.0,28 of 3141,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
Douglas County,46043.0,0.9,14.0,32 of 3141,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
Campbell County,46021.0,1.0,8.0,38 of 3141,1,county,12,demographics_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,46,work,manyareacensus
