------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '46', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for South Dakota by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"South Dakota",46000,30.9,264189,"9 of 52"
"United States",00000,32.4,104105673,"N/A"
"Clay County",46027,22.3,3097,"16 of 3141"
"Buffalo County",46017,22.8,466,"21 of 3141"
"Todd County",46121,23.1,2318,"25 of 3141"
"Shannon County",46113,23.2,3311,"26 of 3141"
"Brookings County",46011,23.3,7852,"28 of 3141"
"Bennett County",46007,24.9,855,"42 of 3141"
"Dewey County",46041,27.2,1554,"132 of 3141"
"Corson County",46031,27.7,1157,"164 of 3141"
"Mellette County",46095,28.0,578,"191 of 3141"
"Hamlin County",46057,28.3,1670,"206 of 3141"
"Charles Mix County",46023,28.4,2648,"223 of 3141"
"Jackson County",46071,28.6,938,"245 of 3141"
"Ziebach County",46137,29.0,824,"284 of 3141"
"Aurora County",46003,29.9,818,"380 of 3141"
"Roberts County",46109,30.1,3081,"405 of 3141"
"Marshall County",46091,30.2,1437,"428 of 3141"
"Lyman County",46085,30.2,1173,"431 of 3141"
"Lincoln County",46083,30.4,16132,"461 of 3141"
"Brown County",46013,30.6,11837,"513 of 3141"
"Minnehaha County",46099,30.7,56315,"520 of 3141"
"Hand County",46059,30.7,1014,"528 of 3141"
"Harding County",46063,30.8,394,"540 of 3141"
"Clark County",46025,31.0,1129,"595 of 3141"
"Hutchinson County",46067,31.0,2259,"605 of 3141"
"Hanson County",46061,31.1,1057,"608 of 3141"
"Meade County",46093,31.1,8428,"631 of 3141"
"Beadle County",46005,31.2,5671,"653 of 3141"
"Davison County",46035,31.3,6176,"665 of 3141"
"Jerauld County",46073,31.3,637,"677 of 3141"
"Potter County",46107,31.3,726,"678 of 3141"
"Pennington County",46103,31.5,34109,"753 of 3141"
"Butte County",46019,31.5,3216,"755 of 3141"
"Codington County",46029,31.6,8833,"771 of 3141"
"McCook County",46087,32.1,1768,"927 of 3141"
"Faulk County",46049,32.1,746,"928 of 3141"
"McPherson County",46089,32.1,760,"960 of 3141"
"Day County",46037,32.3,1785,"1036 of 3141"
"Haakon County",46055,32.4,676,"1094 of 3141"
"Hughes County",46065,32.6,5720,"1130 of 3141"
"Miner County",46097,32.6,735,"1148 of 3141"
"Lake County",46079,32.7,4037,"1191 of 3141"
"Walworth County",46129,32.8,1803,"1223 of 3141"
"Moody County",46101,32.9,2135,"1275 of 3141"
"Gregory County",46053,32.9,1384,"1279 of 3141"
"Edmunds County",46045,32.9,1306,"1284 of 3141"
"Lawrence County",46081,33.0,8260,"1342 of 3141"
"Douglas County",46043,33.0,971,"1350 of 3141"
"Bon Homme County",46009,33.3,2324,"1490 of 3141"
"Turner County",46125,33.4,2749,"1500 of 3141"
"Brule County",46015,33.4,1764,"1535 of 3141"
"Sully County",46119,33.5,465,"1566 of 3141"
"Stanley County",46117,33.5,1004,"1610 of 3141"
"Spink County",46115,33.6,2177,"1640 of 3141"
"Kingsbury County",46077,33.7,1683,"1683 of 3141"
"Deuel County",46039,33.8,1449,"1786 of 3141"
"Tripp County",46123,34.4,1883,"2046 of 3141"
"Union County",46127,34.9,5212,"2323 of 3141"
"Yankton County",46135,35.0,7929,"2362 of 3141"
"Perkins County",46105,35.1,1040,"2404 of 3141"
"Sanborn County",46111,35.5,839,"2531 of 3141"
"Grant County",46051,35.6,2539,"2581 of 3141"
"Hyde County",46069,36.1,496,"2739 of 3141"
"Fall River County",46047,38.4,2605,"3058 of 3141"
"Custer County",46033,39.0,3319,"3075 of 3141"
"Campbell County",46021,40.5,585,"3106 of 3141"
"Jones County",46075,44.7,331,"3133 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
"South Dakota County Name Change: please note that Shannon County, SD (FIPS code=46113) was renamed effective May 1, 2015, and the new name is Oglala Lakota County (FIPS Code=46102). Due to the nature of data submissions, we will use the older code/name this year and transition to the new code/name with a future data release."

Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
