------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '46', 'areatype': 'county', 'topic': 'pop', 'demo': '00024', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_020.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for South Dakota by County
Population: Asian / Pacific Islander
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (API),Rank within US
"South Dakota",46000,1.4,12074,"44 of 52"
"United States",00000,5.5,17756436,"N/A"
"Aurora County",46003,0.0,0,"2927 of 3141"
"Butte County",46019,0.0,0,"2927 of 3141"
"Campbell County",46021,0.0,0,"2927 of 3141"
"Deuel County",46039,0.0,0,"2927 of 3141"
"Haakon County",46055,0.0,0,"2927 of 3141"
"Hanson County",46061,0.0,0,"2927 of 3141"
"Hyde County",46069,0.0,0,"2927 of 3141"
"Jerauld County",46073,0.0,0,"2927 of 3141"
"Jones County",46075,0.0,0,"2927 of 3141"
"McCook County",46087,0.0,0,"2927 of 3141"
"Mellette County",46095,0.0,0,"2927 of 3141"
"Perkins County",46105,0.0,0,"2927 of 3141"
"Shannon County",46113,0.0,0,"2927 of 3141"
"Sully County",46119,0.0,0,"2927 of 3141"
"Tripp County",46123,0.0,0,"2927 of 3141"
"Turner County",46125,0.0,0,"2927 of 3141"
"Marshall County",46091,0.0,1,"2912 of 3141"
"Douglas County",46043,0.0,1,"2890 of 3141"
"Dewey County",46041,0.1,4,"2834 of 3141"
"Faulk County",46049,0.1,2,"2813 of 3141"
"Davison County",46035,0.1,18,"2804 of 3141"
"Edmunds County",46045,0.1,4,"2776 of 3141"
"Grant County",46051,0.1,8,"2751 of 3141"
"Day County",46037,0.1,7,"2729 of 3141"
"Roberts County",46109,0.1,13,"2728 of 3141"
"Hutchinson County",46067,0.2,15,"2566 of 3141"
"Hand County",46059,0.2,7,"2557 of 3141"
"Corson County",46031,0.2,9,"2551 of 3141"
"Spink County",46115,0.2,14,"2550 of 3141"
"Miner County",46097,0.3,7,"2365 of 3141"
"Bennett County",46007,0.3,11,"2344 of 3141"
"Hamlin County",46057,0.3,19,"2343 of 3141"
"Brule County",46015,0.3,17,"2340 of 3141"
"Charles Mix County",46023,0.3,31,"2320 of 3141"
"Hughes County",46065,0.4,65,"2228 of 3141"
"Custer County",46033,0.4,35,"2122 of 3141"
"Jackson County",46071,0.4,14,"2077 of 3141"
"Gregory County",46053,0.5,22,"1826 of 3141"
"Lyman County",46085,0.5,21,"1778 of 3141"
"McPherson County",46089,0.6,14,"1682 of 3141"
"Sanborn County",46111,0.6,14,"1682 of 3141"
"Codington County",46029,0.7,188,"1519 of 3141"
"Harding County",46063,0.7,9,"1460 of 3141"
"Yankton County",46135,0.7,167,"1380 of 3141"
"Clark County",46025,0.9,32,"1204 of 3141"
"Stanley County",46117,0.9,28,"1140 of 3141"
"Ziebach County",46137,1.0,29,"1052 of 3141"
"Union County",46127,1.0,154,"1041 of 3141"
"Lincoln County",46083,1.1,583,"978 of 3141"
"Lawrence County",46081,1.1,276,"972 of 3141"
"Pennington County",46103,1.2,1299,"895 of 3141"
"Meade County",46093,1.2,328,"888 of 3141"
"Todd County",46121,1.3,131,"812 of 3141"
"Bon Homme County",46009,1.4,98,"764 of 3141"
"Kingsbury County",46077,1.6,78,"684 of 3141"
"Fall River County",46047,1.6,108,"664 of 3141"
"Potter County",46107,1.6,38,"652 of 3141"
"Lake County",46079,1.9,235,"570 of 3141"
"Buffalo County",46017,2.0,40,"551 of 3141"
"Minnehaha County",46099,2.0,3596,"549 of 3141"
"Moody County",46101,2.1,136,"510 of 3141"
"Walworth County",46129,2.5,135,"437 of 3141"
"Clay County",46027,2.5,342,"435 of 3141"
"Brown County",46013,2.6,988,"412 of 3141"
"Brookings County",46011,2.9,991,"343 of 3141"
"Beadle County",46005,9.3,1692,"55 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
"South Dakota County Name Change: please note that Shannon County, SD (FIPS code=46113) was renamed effective May 1, 2015, and the new name is Oglala Lakota County (FIPS Code=46102). Due to the nature of data submissions, we will use the older code/name this year and transition to the new code/name with a future data release."

Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Asian / Pacific Islander, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
