------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '46', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=46&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for South Dakota by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"South Dakota",46000,15.4,132118,"25 of 52"
"Shannon County",46113,6.3,901,"3136 of 3141"
"Todd County",46121,6.9,691,"3135 of 3141"
"Buffalo County",46017,7.8,160,"3124 of 3141"
"Ziebach County",46137,8.7,248,"3103 of 3141"
"Dewey County",46041,9.6,549,"3079 of 3141"
"Corson County",46031,10.5,437,"3042 of 3141"
"Brookings County",46011,10.8,3653,"3015 of 3141"
"Clay County",46027,11.1,1541,"3000 of 3141"
"Lincoln County",46083,11.1,5892,"2996 of 3141"
"Bennett County",46007,11.8,405,"2920 of 3141"
"Minnehaha County",46099,12.1,22304,"2878 of 3141"
"Meade County",46093,13.9,3755,"2622 of 3141"
"Jackson County",46071,14.2,464,"2560 of 3141"
"Hanson County",46061,14.5,495,"2485 of 3141"
"Lyman County",46085,15.1,588,"2341 of 3141"
"Mellette County",46095,15.2,313,"2331 of 3141"
"Hughes County",46065,15.6,2735,"2233 of 3141"
"Pennington County",46103,16.0,17255,"2112 of 3141"
"Codington County",46029,16.0,4488,"2080 of 3141"
"Brown County",46013,16.2,6253,"2044 of 3141"
"Hamlin County",46057,16.3,963,"1999 of 3141"
"Beadle County",46005,16.5,2991,"1952 of 3141"
"Union County",46127,16.6,2475,"1907 of 3141"
"Brule County",46015,17.0,900,"1760 of 3141"
"Moody County",46101,17.5,1134,"1619 of 3141"
"Davison County",46035,17.5,3449,"1618 of 3141"
"Yankton County",46135,17.6,3997,"1564 of 3141"
"Charles Mix County",46023,18.1,1687,"1411 of 3141"
"McCook County",46087,18.5,1021,"1286 of 3141"
"Butte County",46019,18.6,1894,"1268 of 3141"
"Roberts County",46109,18.7,1917,"1231 of 3141"
"Stanley County",46117,18.7,560,"1230 of 3141"
"Harding County",46063,18.7,240,"1224 of 3141"
"Lawrence County",46081,19.0,4749,"1138 of 3141"
"Lake County",46079,19.3,2381,"1048 of 3141"
"Sanborn County",46111,19.6,464,"963 of 3141"
"Sully County",46119,19.8,275,"922 of 3141"
"Marshall County",46091,20.0,953,"861 of 3141"
"Grant County",46051,20.0,1429,"857 of 3141"
"Turner County",46125,20.1,1653,"850 of 3141"
"Aurora County",46003,20.1,550,"840 of 3141"
"Miner County",46097,20.2,456,"802 of 3141"
"Spink County",46115,20.4,1320,"770 of 3141"
"Edmunds County",46045,20.5,815,"736 of 3141"
"Clark County",46025,20.5,748,"731 of 3141"
"Bon Homme County",46009,20.7,1444,"690 of 3141"
"Deuel County",46039,21.1,904,"621 of 3141"
"Tripp County",46123,21.4,1170,"585 of 3141"
"Perkins County",46105,21.6,641,"542 of 3141"
"Kingsbury County",46077,22.2,1109,"467 of 3141"
"Jones County",46075,22.8,169,"393 of 3141"
"Campbell County",46021,22.9,331,"381 of 3141"
"Haakon County",46055,23.0,479,"377 of 3141"
"Hutchinson County",46067,23.2,1689,"363 of 3141"
"Walworth County",46129,23.3,1283,"353 of 3141"
"Hyde County",46069,24.0,329,"299 of 3141"
"Douglas County",46043,24.0,706,"293 of 3141"
"Gregory County",46053,24.1,1013,"288 of 3141"
"Faulk County",46049,24.2,562,"277 of 3141"
"Day County",46037,24.9,1378,"219 of 3141"
"Hand County",46059,25.0,826,"215 of 3141"
"Fall River County",46047,25.6,1736,"184 of 3141"
"Jerauld County",46073,25.9,527,"161 of 3141"
"Custer County",46033,26.9,2291,"114 of 3141"
"Potter County",46107,28.6,662,"66 of 3141"
"McPherson County",46089,30.5,721,"39 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
"South Dakota County Name Change: please note that Shannon County, SD (FIPS code=46113) was renamed effective May 1, 2015, and the new name is Oglala Lakota County (FIPS Code=46102). Due to the nature of data submissions, we will use the older code/name this year and transition to the new code/name with a future data release."

Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
