------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for New York by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"New York(7,8)",36000,No,7.7 ,7.5, 8,855,falling,-1.5 ,-2.0, -1.1
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"Wayne County(7,8)",36117,No,15.1 ,10.2, 21.4,7,rising,7.8 ,2.1, 13.9
"Cattaraugus County(7)",36009,No,12 ,7.5, 18.3,5,*,*,*,*
"Columbia County(7,8)",36021,No,10 ,5.5, 16.8,3,stable,-0.7 ,-4.8, 3.5
"Kings County(7,8)",36047,No,10 ,9.3, 10.8,144,falling,-2.2 ,-3.4, -0.9
"Orange County(7,8)",36071,No,9.8 ,7.9, 12.1,18,stable,-0.5 ,-3.4, 2.4
"Bronx County(7,8)",36005,No,9.7 ,8.7, 10.7,75,falling,-3.5 ,-4.5, -2.4
"Queens County(7,8)",36081,No,9.6 ,8.8, 10.4,125,stable,-0.4 ,-1.4, 0.6
"Ontario County(7,8)",36069,No,9.1 ,5.6, 13.9,5,rising,17.9 ,3.3, 34.7
"Sullivan County(7,8)",36105,No,9.1 ,5.3, 14.6,4,stable,-1.1 ,-6.4, 4.4
"Schenectady County(7,8)",36093,No,8.8 ,6.1, 12.4,7,stable,3.1 ,-1.5, 8.0
"Richmond County(7,8)",36085,No,8.4 ,6.8, 10.1,22,stable,-1.2 ,-4.3, 1.9
"Chautauqua County(7,8)",36013,No,8.3 ,5.4, 12.2,6,stable,2.0 ,-1.0, 5.1
"Ulster County(7,8)",36111,No,8.2 ,5.7, 11.3,8,stable,-0.8 ,-5.6, 4.3
"Chemung County(7,8)",36015,No,8.1 ,4.7, 13.1,4,stable,2.7 ,-2.4, 8.0
"Tompkins County(7)",36109,No,7.7 ,4.4, 12.4,4,*,*,*,*
"Rockland County(7,8)",36087,No,7.5 ,5.7, 9.6,13,stable,1.8 ,-2.0, 5.6
"Niagara County(7,8)",36063,No,7.4 ,5.3, 10.1,9,stable,1.3 ,-1.5, 4.1
"Cayuga County(7,8)",36011,No,7.2 ,4, 12,3,stable,-3.6 ,-8.9, 2.0
"Erie County(7,8)",36029,Yes,7.1 ,6, 8.3,36,stable,0.2 ,-1.4, 1.8
"Suffolk County(7,8)",36103,Yes,7 ,6.2, 7.9,57,stable,-1.3 ,-2.9, 0.3
"Rensselaer County(7,8)",36083,Yes,7 ,4.6, 10.1,6,stable,-1.3 ,-5.4, 3.0
"Monroe County(7,8)",36055,Yes,6.9 ,5.8, 8.2,29,stable,0.5 ,-1.4, 2.5
"New York County(7,8)",36061,Yes,6.7 ,6, 7.5,66,falling,-3.1 ,-4.7, -1.6
"Albany County(7,8)",36001,Yes,6.4 ,4.8, 8.5,11,stable,-0.4 ,-4.3, 3.8
"Broome County(7,8)",36007,Yes,6.4 ,4.4, 9.1,7,stable,0.0 ,-4.3, 4.5
"Westchester County(7,8)",36119,Yes,6.4 ,5.5, 7.5,36,falling,-1.7 ,-2.8, -0.6
