------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for New York by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"New York(7,8)",36000,Yes,38.9 ,38.5, 39.2,8981,falling,-1.4 ,-2.5, -0.3
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Lewis County(7,8)",36049,No,56 ,44.6, 69.4,18,falling,-2.2 ,-4.2, -0.2
"Schuyler County(7,8)",36097,No,55.1 ,41.7, 71.7,13,stable,-2.7 ,-6.0, 0.7
"Jefferson County(7,8)",36045,No,50 ,44.2, 56.2,56,falling,-1.6 ,-3.0, -0.3
"Montgomery County(7,8)",36057,No,49.3 ,41.6, 58.2,31,falling,-2.2 ,-3.6, -0.7
"Chenango County(7,8)",36017,No,48.5 ,41.2, 56.9,33,stable,-0.7 ,-3.2, 2.0
"Herkimer County(7,8)",36043,No,48.3 ,41.7, 55.8,41,falling,-2.7 ,-4.3, -1.1
"Allegany County(7,8)",36003,No,48.2 ,40.5, 57.1,29,falling,-2.2 ,-3.7, -0.7
"Orleans County(7,8)",36073,No,45.7 ,37.6, 55,24,falling,-3.4 ,-5.1, -1.8
"Warren County(7,8)",36113,No,45.1 ,38.7, 52.3,40,stable,2.9 ,-1.6, 7.6
"Cattaraugus County(7,8)",36009,No,45.1 ,39.2, 51.7,45,falling,-1.7 ,-2.6, -0.7
"Delaware County(7,8)",36025,No,44.3 ,37.4, 52.2,32,falling,-2.7 ,-3.9, -1.5
"Rensselaer County(7,8)",36083,No,43.9 ,39.7, 48.4,83,falling,-3.5 ,-4.5, -2.5
"Wyoming County(7,8)",36121,No,43.6 ,35.5, 53.1,21,falling,-3.8 ,-5.8, -1.7
"Cortland County(7,8)",36023,No,43 ,35.5, 51.6,24,falling,-3.2 ,-4.6, -1.9
"Greene County(7,8)",36039,No,42.5 ,35.6, 50.4,29,falling,-3.1 ,-5.1, -0.9
"Fulton County(7,8)",36035,No,42.5 ,35.9, 50,31,falling,-2.9 ,-4.6, -1.1
"Franklin County(7,8)",36033,No,42.4 ,35.3, 50.7,25,falling,-4.6 ,-5.9, -3.3
"Otsego County(7,8)",36077,No,42.2 ,35.9, 49.4,35,falling,-1.7 ,-3.2, -0.1
"Wayne County(7,8)",36117,No,41.9 ,36.7, 47.7,50,falling,-2.6 ,-3.9, -1.3
"Livingston County(7,8)",36051,No,41.6 ,35.3, 48.8,33,falling,-3.8 ,-5.6, -2.0
"Steuben County(7,8)",36101,No,41.5 ,36.6, 46.9,55,falling,-3.1 ,-4.6, -1.6
"Richmond County(7,8)",36085,No,41.3 ,38.9, 43.8,228,falling,-2.7 ,-3.4, -2.1
"Orange County(7,8)",36071,No,41.3 ,38.4, 44.3,161,falling,-3.2 ,-3.9, -2.4
"Madison County(7,8)",36053,No,41.2 ,35.3, 48,36,falling,-4.6 ,-6.1, -3.0
"Sullivan County(7,8)",36105,No,41.1 ,35.5, 47.4,40,falling,-2.4 ,-4.2, -0.5
"Putnam County(7,8)",36079,No,40.9 ,35.8, 46.5,49,falling,-3.3 ,-4.7, -1.9
"Columbia County(7,8)",36021,No,40.7 ,34.9, 47.3,38,falling,-1.8 ,-3.3, -0.2
"St. Lawrence County(7,8)",36089,No,40.6 ,35.8, 45.9,54,falling,-4.0 ,-5.6, -2.4
"Hamilton County(7,8)",36041,No,40.5 ,22.3, 72.6,4,stable,-3.2 ,-7.8, 1.5
"Kings County(7,8)",36047,No,40.4 ,39.3, 41.5,1080,falling,-2.9 ,-3.3, -2.5
"Oswego County(7,8)",36075,No,40.4 ,35.6, 45.6,55,falling,-4.1 ,-5.0, -3.1
"Niagara County(7,8)",36063,No,40.3 ,37, 43.9,114,stable,-0.9 ,-2.4, 0.7
"Washington County(7,8)",36115,No,40 ,34, 46.9,33,falling,-2.8 ,-4.4, -1.2
"Bronx County(7,8)",36005,Yes,39.7 ,38.3, 41.3,553,falling,-2.9 ,-3.4, -2.3
"Suffolk County(7,8)",36103,Yes,39.7 ,38.4, 41.1,718,falling,-3.5 ,-3.9, -3.2
"Clinton County(7,8)",36019,Yes,39.7 ,34.1, 45.9,38,falling,-4.5 ,-6.0, -2.9
"Chautauqua County(7,8)",36013,Yes,39.6 ,35.4, 44.1,71,falling,-2.2 ,-3.7, -0.7
"Saratoga County(7,8)",36091,Yes,39.4 ,36.1, 43,109,falling,-3.6 ,-4.4, -2.8
"Erie County(7,8)",36029,Yes,39.4 ,37.7, 41.1,463,falling,-2.2 ,-2.8, -1.6
