------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=035&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'cancer': '035', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_048.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=035&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for New York by County

"Liver & Bile Duct (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"New York(3)",36000,***,4 ,3.9, 4.1,961,44.3
"US (SEER+NPCR)(1)",00000,***,3.6 ,3.5, 3.6,13676,42.7
"Bronx County(7)",36005,***,6.9 ,6.3, 7.5,101,42.2
"Sullivan County(7)",36105,***,4.6 ,3.1, 6.9,6,50.0
"Albany County(7)",36001,***,4.6 ,3.6, 5.7,18,44.9
"New York County(7)",36061,***,4.6 ,4.1, 5,88,40.7
"Kings County(7)",36047,***,4.5 ,4.2, 4.9,124,42.3
"Otsego County(7)",36077,***,4.5 ,2.6, 7.4,4,62.1
"Ulster County(7)",36111,***,4.4 ,3.3, 5.9,12,41.1
"Richmond County(7)",36085,***,4.4 ,3.7, 5.3,26,42.2
"Dutchess County(7)",36027,***,4.3 ,3.4, 5.3,17,47.8
"St. Lawrence County(7)",36089,***,4.2 ,2.8, 6.1,6,65.2
"Queens County(7)",36081,***,4.2 ,3.9, 4.6,114,42.4
"Livingston County(7)",36051,***,4.1 ,2.3, 6.9,3,57.1
"Cayuga County(7)",36011,***,4 ,2.4, 6.3,4,48.8
"Washington County(7)",36115,***,4 ,2.3, 6.5,3,44.7
"Erie County(7)",36029,***,3.9 ,3.4, 4.5,49,52.4
"Warren County(7)",36113,***,3.9 ,2.3, 6.2,4,60.6
"Orange County(7)",36071,***,3.8 ,3, 4.8,16,37.6
"Onondaga County(7)",36067,***,3.8 ,3.1, 4.6,23,46.5
"Suffolk County(7)",36103,***,3.8 ,3.4, 4.2,70,44.9
