------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=55&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '136', 'type': 'death', 'file_name': 'deathrates_036.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=55&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Wisconsin by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages 50+"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Wisconsin",55000,No,550.5 ,545.8, 555.3,10875,falling,-1.7 ,-2.3, -1.0
"United States",00000,No,540.6 ,539.9, 541.2,558319,falling,-1.5 ,-1.5, -1.5
"Iron County",55051,No,752.9 ,626.5, 897.5,26,stable,-0.4 ,-1.6, 0.7
"Ashland County",55003,No,725 ,631.4, 828.5,45,stable,-0.3 ,-1.2, 0.5
"Adams County",55001,No,686.5 ,616.2, 762.5,73,stable,-0.2 ,-0.8, 0.4
"Marquette County",55077,No,668.8 ,586.9, 758.9,49,stable,0.3 ,-0.5, 1.0
"Rusk County",55107,No,657.9 ,573, 751.7,44,stable,-7.2 ,-13.9, 0.0
"Langlade County",55067,No,656.3 ,584.2, 734.9,61,stable,-0.3 ,-1.1, 0.5
"Burnett County",55013,No,656.3 ,578.3, 741.9,53,stable,-0.7 ,-1.5, 0.0
"Douglas County",55031,No,642.9 ,587.6, 702,103,falling,-1.3 ,-1.6, -0.9
"Washburn County",55129,No,636.6 ,559, 721.9,50,stable,-0.6 ,-1.4, 0.3
"Juneau County",55057,No,632.7 ,567.4, 703.4,70,falling,-0.8 ,-1.5, -0.1
"Lincoln County",55069,No,626.3 ,565.4, 692,78,falling,-0.9 ,-1.4, -0.4
"Price County",55099,No,622.5 ,541.2, 712.6,43,stable,-0.2 ,-1.0, 0.6
"Green Lake County",55047,No,614.2 ,541.1, 694.5,52,stable,-0.2 ,-1.0, 0.7
"Marinette County",55075,No,613.2 ,564.4, 665.1,119,falling,-0.7 ,-1.2, -0.1
"Oneida County",55085,No,607.3 ,556.9, 661,109,falling,-0.6 ,-1.1, -0.2
"Sawyer County",55113,No,606.5 ,530.9, 689.9,48,falling,-1.1 ,-1.8, -0.4
"Milwaukee County",55079,No,605.1 ,591.9, 618.6,1675,falling,-0.9 ,-1.1, -0.8
"Kenosha County",55059,No,603.7 ,572.5, 636.1,293,falling,-0.9 ,-1.2, -0.6
"Crawford County",55023,No,601.2 ,522.5, 688.4,43,stable,-0.4 ,-1.2, 0.4
"Forest County",55041,No,599.1 ,498.8, 713.8,25,stable,-0.7 ,-1.6, 0.3
"Sauk County",55111,No,598.1 ,554.2, 644.7,142,stable,-0.5 ,-0.9, 0.0
"Rock County",55105,No,593.7 ,564.8, 623.7,324,falling,-0.8 ,-1.1, -0.4
"Florence County",55037,No,593.1 ,455.1, 759.2,13,stable,-0.2 ,-1.7, 1.4
"Menominee County",55078,No,585.8 ,397.7, 830.5,7,falling,-2.7 ,-4.5, -0.8
"Jackson County",55053,No,583.9 ,509.7, 665.9,45,falling,-1.2 ,-1.9, -0.5
"Monroe County",55081,No,581.7 ,528.6, 638.7,90,stable,-0.6 ,-1.2, 0.0
"Columbia County",55021,No,576.3 ,530, 625.4,118,falling,-0.8 ,-1.2, -0.4
"Lafayette County",55065,No,575.3 ,494.4, 665.7,37,stable,-0.7 ,-1.4, 0.1
"Walworth County",55127,No,575.3 ,539.8, 612.5,202,falling,-0.9 ,-1.2, -0.6
"Buffalo County",55011,No,573.2 ,489.2, 667.5,34,falling,-1.1 ,-1.9, -0.3
"Oconto County",55083,No,569.2 ,515.9, 626.6,86,falling,-0.8 ,-1.5, -0.1
"Shawano County",55115,No,564.4 ,515.6, 616.5,100,falling,-0.6 ,-1.0, -0.1
"Chippewa County",55017,No,562.1 ,518.9, 607.9,129,falling,-0.9 ,-1.4, -0.3
"Waupaca County",55135,No,560.2 ,516.4, 606.6,127,falling,-0.9 ,-1.3, -0.4
"Dodge County",55027,No,557.3 ,521.2, 595.2,182,falling,-0.9 ,-1.3, -0.4
"Fond du Lac County",55039,No,551.2 ,517.9, 586.1,212,falling,-0.8 ,-1.1, -0.4
"Jefferson County",55055,No,550.3 ,511.4, 591.3,153,falling,-1.4 ,-1.7, -1.0
"Door County",55029,No,550 ,497.1, 607,82,falling,-0.9 ,-1.5, -0.3
"Iowa County",55049,No,548.8 ,479.7, 625,47,falling,-0.8 ,-1.5, -0.2
"Waushara County",55137,No,548.4 ,489, 613,63,falling,-0.9 ,-1.7, -0.1
"Eau Claire County",55035,No,548.2 ,512, 586.3,177,falling,-1.1 ,-1.7, -0.6
"Calumet County",55015,No,546.9 ,494.6, 603.2,83,stable,-12.4 ,-28.5, 7.3
"Manitowoc County",55071,No,544.5 ,509.4, 581.4,184,falling,-0.9 ,-1.3, -0.5
"St. Croix County",55109,No,543.9 ,501.2, 589.1,127,falling,-0.8 ,-1.4, -0.2
"Racine County",55101,No,543.8 ,518.5, 570,360,falling,-1.1 ,-1.4, -0.8
"Clark County",55019,No,541.8 ,485.1, 603.3,69,falling,-0.9 ,-1.5, -0.2
"Brown County",55009,No,540.6 ,517.2, 564.8,416,falling,-0.8 ,-1.1, -0.6
"Grant County",55043,No,538.1 ,491.8, 587.6,102,stable,-0.5 ,-1.0, 0.0
"Polk County",55095,No,537.7 ,490, 588.7,96,falling,-1.1 ,-1.7, -0.6
"Vernon County",55123,No,535.4 ,478.1, 597.6,65,falling,-0.8 ,-1.5, -0.2
"Dunn County",55033,No,535.3 ,481.2, 593.8,74,stable,-0.4 ,-1.1, 0.3
"Vilas County",55125,No,532.5 ,476.8, 593.1,68,falling,-1.5 ,-2.2, -0.7
"Winnebago County",55139,No,532.1 ,505.1, 560.1,300,falling,-1.0 ,-1.4, -0.6
"Barron County",55005,No,531.1 ,485.7, 579.6,103,falling,-1.0 ,-1.5, -0.6
"Sheboygan County",55117,No,528.3 ,497, 561,220,falling,-0.9 ,-1.3, -0.5
"Green County",55045,No,523.9 ,470, 582.2,71,stable,-0.6 ,-1.2, 0.1
"Pepin County",55091,No,518.9 ,412.5, 644.3,17,stable,-0.9 ,-2.3, 0.5
"Ozaukee County",55089,No,518.9 ,484.9, 554.8,178,falling,-1.2 ,-1.7, -0.8
"La Crosse County",55063,No,518.2 ,486.1, 551.7,202,falling,-1.3 ,-1.6, -0.9
"Bayfield County",55007,No,510.6 ,439.4, 590.1,38,falling,-1.7 ,-2.8, -0.6
