------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=55&areatype=county&cancer=066&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '066', 'race': '00', 'sex': '1', 'age': '001', 'type': 'death', 'file_name': 'deathrates_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=55&areatype=county&cancer=066&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Wisconsin by County

"Prostate, 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 21.8?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Wisconsin",55000,Yes,20.7 ,20, 21.5,593,falling,-3.1 ,-3.3, -2.9
"United States",00000,Yes,19.2 ,19.1, 19.3,28497,stable,-0.8 ,-2.1, 0.5
"Ashland County",55003,No,42.4 ,25.3, 67.1,4,*,*,*,*
"Sauk County",55111,No,33.7 ,25.4, 43.8,11,falling,-1.8 ,-3.4, -0.1
"Iowa County",55049,No,32.6 ,19.5, 51.3,4,*,*,*,*
"Crawford County",55023,No,32 ,18.6, 52.4,3,stable,-0.4 ,-2.2, 1.4
"Calumet County",55015,No,31.5 ,21.6, 44.2,7,*,*,*,*
"Marquette County",55077,No,31 ,18.3, 51,4,stable,-1.4 ,-4.0, 1.3
"Juneau County",55057,No,29.1 ,18.6, 43.9,5,stable,-1.8 ,-3.6, 0.0
"Rusk County",55107,No,28.7 ,16.3, 48.8,3,*,*,*,*
"St. Croix County",55109,No,28.1 ,20.2, 37.8,9,stable,-1.7 ,-3.4, 0.1
"Green Lake County",55047,No,27.8 ,16.2, 45.5,3,*,*,*,*
"Green County",55045,No,27.5 ,18, 40.5,5,falling,-2.7 ,-4.8, -0.5
"Adams County",55001,No,26.8 ,16.4, 42.8,4,*,*,*,*
"Manitowoc County",55071,No,26.3 ,20.2, 33.9,12,falling,-2.4 ,-3.8, -0.9
"Dunn County",55033,No,25.7 ,16.8, 37.7,5,falling,-2.2 ,-4.1, -0.2
"Door County",55029,No,25.5 ,17, 38,6,*,*,*,*
"Columbia County",55021,No,24.8 ,17.4, 34.3,8,falling,-2.6 ,-4.5, -0.7
"Dodge County",55027,No,24.8 ,18.8, 32,12,falling,-2.3 ,-3.6, -1.0
"Shawano County",55115,No,23.6 ,16.1, 33.7,6,falling,-2.8 ,-4.6, -0.9
"Waupaca County",55135,No,23.3 ,17, 31.5,9,falling,-2.3 ,-4.3, -0.3
"Outagamie County",55087,No,23.1 ,18.4, 28.5,17,falling,-3.3 ,-4.4, -2.1
"Lincoln County",55069,No,22.8 ,14.1, 35.6,4,falling,-3.9 ,-5.8, -2.0
"Chippewa County",55017,No,22.8 ,16.1, 31.3,8,falling,-3.0 ,-4.7, -1.2
"Pierce County",55093,No,22.6 ,13.6, 35.2,4,stable,-2.0 ,-4.7, 0.7
"Barron County",55005,No,22.4 ,15.4, 31.8,7,falling,-2.6 ,-4.2, -1.0
"Grant County",55043,No,22.1 ,14.9, 31.7,6,falling,-3.2 ,-5.3, -1.2
"Marinette County",55075,No,21.9 ,14.9, 31.6,6,stable,-1.2 ,-3.2, 0.8
"Vernon County",55123,Yes,21.7 ,13.3, 33.7,4,*,*,*,*
"Eau Claire County",55035,Yes,21.5 ,16, 28.3,10,falling,-4.3 ,-5.2, -3.3
"Ozaukee County",55089,Yes,21.5 ,16.1, 28.2,11,falling,-3.5 ,-5.3, -1.7
