------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=47&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=47&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Tennessee by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Tennessee(6)",47000,Yes,42 ,41.1, 43,1662,33.4
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Grundy County(6)",47061,No,57.9 ,37.5, 86.4,6,44.4
"Haywood County(6)",47075,No,54.2 ,36, 78.5,6,38.8
"White County(6)",47185,No,53.9 ,38.5, 73.6,9,40.9
"Crockett County(6)",47033,No,53.6 ,34.2, 80.4,5,42.6
"Scott County(6)",47151,No,52.9 ,35.9, 75.2,7,39.8
"Gibson County(6)",47053,No,51.2 ,40.5, 64,17,42.5
"Claiborne County(6)",47025,No,50.6 ,37.1, 67.8,10,35.5
"Robertson County(6)",47147,No,50.6 ,41, 61.8,20,37.6
"Morgan County(6)",47129,No,50.1 ,33.5, 72.6,6,35.2
"Warren County(6)",47177,No,49.9 ,37.9, 64.7,13,41.4
"Madison County(6)",47113,No,49.8 ,41.8, 58.9,30,40.5
"Benton County(6)",47005,No,49.6 ,31.9, 74.4,5,37.5
"Stewart County(6)",47161,No,49.2 ,30, 77.2,4,39.3
"Johnson County(6)",47091,No,47.8 ,29.3, 74,5,37.1
"Putnam County(6)",47141,No,47.7 ,38.6, 58.4,21,34.1
"Rhea County(6)",47143,No,47.6 ,35, 63.7,10,39.5
"Roane County(6)",47145,No,47.3 ,37.4, 59.3,18,33.8
"Anderson County(6)",47001,No,46.7 ,38.3, 56.5,24,32.7
"Montgomery County(6)",47125,No,46.4 ,40, 53.6,38,40.4
"Shelby County(6)",47157,No,46.3 ,43.7, 49.1,244,35.5
"Hardeman County(6)",47069,No,46 ,31.1, 65.7,7,35.1
"Sevier County(6)",47155,No,45.9 ,38.4, 54.5,29,32.9
"Henderson County(6)",47077,No,45.8 ,32.8, 62.6,9,49.4
"Coffee County(6)",47031,No,45.5 ,35.5, 57.5,15,37.6
"Humphreys County(6)",47085,No,45.4 ,30.1, 66.7,6,42.9
"Williamson County(6)",47187,No,45.3 ,39.8, 51.3,52,29.5
"Fentress County(6)",47049,No,44.7 ,28.7, 67.1,6,35.9
"Wilson County(6)",47189,No,44.4 ,37.8, 51.8,34,36.4
"Davidson County(6)",47037,No,43.5 ,40.5, 46.8,154,34.0
"Hamilton County(6)",47065,No,43.5 ,39.6, 47.7,98,36.5
"Lincoln County(6)",47103,No,43.2 ,30.9, 58.9,9,37.8
"Franklin County(6)",47051,No,42.2 ,31.1, 56.1,11,32.9
"Bradley County(6)",47011,No,42.2 ,35.2, 50.2,27,37.1
"Washington County(6)",47179,Yes,41.9 ,35.5, 49.3,32,32.4
"Rutherford County(6)",47149,Yes,41.6 ,36.9, 46.7,59,32.6
"Fayette County(6)",47047,Yes,41.5 ,30.8, 54.9,11,33.5
"Marshall County(6)",47117,Yes,41.4 ,29.2, 57.1,8,31.7
"Cheatham County(6)",47021,Yes,41.4 ,30.4, 55.3,10,29.9
"Hickman County(6)",47081,Yes,41.3 ,27.6, 59.7,6,35.2
"Marion County(6)",47115,Yes,41.1 ,28.7, 57.4,8,31.7
"Sullivan County(6)",47163,Yes,41 ,35.5, 47.1,45,30.9
"McNairy County(6)",47109,Yes,41 ,28.1, 58,7,37.8
"Chester County(6)",47023,Yes,40.4 ,24.1, 63.7,4,40.8
"Overton County(6)",47133,Yes,40.3 ,26.6, 59.2,6,34.1
"Knox County(6)",47093,Yes,40 ,36.6, 43.7,105,29.8
"Bedford County(6)",47003,Yes,39.7 ,29.6, 52.2,11,33.5
"Dickson County(6)",47043,Yes,39.2 ,29.6, 50.9,12,29.4
"Hamblen County(6)",47063,Yes,39.1 ,30.8, 48.9,16,32.3
"Wayne County(6)",47181,Yes,39 ,24.1, 61.1,5,43.4
"Cannon County(6)",47015,Yes,38.7 ,22.3, 63.6,3,32.7
"Cocke County(6)",47029,Yes,38.7 ,27.9, 52.6,9,34.8
"Dyer County(6)",47045,Yes,38.3 ,27.3, 52.3,8,29.4
"Lauderdale County(6)",47097,Yes,38.2 ,25.6, 55.3,6,38.3
"Sumner County(6)",47165,Yes,38.2 ,32.9, 44.1,39,29.8
"Campbell County(6)",47013,Yes,38.1 ,28.6, 50.3,11,33.3
"Maury County(6)",47119,Yes,38 ,30.8, 46.4,21,30.1
"Macon County(6)",47111,Yes,37.8 ,24.9, 55.3,6,36.8
"Carter County(6)",47019,Yes,37.7 ,29.1, 48.2,14,30.9
"Henry County(6)",47079,Yes,37.6 ,27.4, 51.1,10,32.2
"Union County(6)",47173,Yes,37.5 ,23.8, 57,5,39.7
"Obion County(6)",47131,Yes,37.3 ,26.3, 51.8,8,28.2
"Grainger County(6)",47057,Yes,37 ,23.9, 55.1,6,32.9
"Loudon County(6)",47105,Yes,36.7 ,27.5, 48.1,13,23.9
"Carroll County(6)",47017,Yes,36.6 ,25.4, 51.5,7,35.6
"Greene County(6)",47059,Yes,36.1 ,28.5, 45.3,17,30.9
"Meigs County(6)",47121,Yes,36.1 ,20.1, 61.8,3,40.0
"Sequatchie County(6)",47153,Yes,35.5 ,20.9, 57.8,4,29.2
"Jefferson County(6)",47089,Yes,34.9 ,26.2, 45.6,12,26.9
"Hardin County(6)",47071,Yes,34.1 ,22.1, 50.6,6,28.4
"Blount County(6)",47009,Yes,34 ,28.3, 40.6,27,25.8
"Monroe County(6)",47123,Yes,33.8 ,24.8, 45.2,10,33.1
"DeKalb County(6)",47041,Yes,33.3 ,20.5, 51.8,4,28.2
"Cumberland County(6)",47035,Yes,32.9 ,24.9, 42.9,15,26.4
"Lawrence County(6)",47099,Yes,32.1 ,22.9, 43.9,9,27.7
"McMinn County(6)",47107,Yes,32 ,24.1, 41.9,12,29.8
"Weakley County(6)",47183,Yes,31.3 ,21.5, 44.3,7,28.7
"Hawkins County(6)",47073,Yes,31.3 ,23.7, 40.7,12,29.0
"Polk County(6)",47139,Yes,29.4 ,16.4, 49.5,3,26.2
"Unicoi County(6)",47171,Yes,29.1 ,17, 47.6,4,23.8
"Tipton County(6)",47167,Yes,29 ,21.6, 38.2,11,28.8
"Giles County(6)",47055,Yes,28.9 ,19, 42.7,6,26.3
"Bledsoe County(6)",47007,Yes,* ,*, *,3 or fewer,*
"Clay County(6)",47027,Yes,* ,*, *,3 or fewer,*
"Decatur County(6)",47039,Yes,* ,*, *,3 or fewer,*
"Hancock County(6)",47067,Yes,* ,*, *,3 or fewer,*
"Houston County(6)",47083,Yes,* ,*, *,3 or fewer,*
"Jackson County(6)",47087,Yes,* ,*, *,3 or fewer,*
"Lake County(6)",47095,Yes,* ,*, *,3 or fewer,*
"Lewis County(6)",47101,Yes,* ,*, *,3 or fewer,*
"Moore County(6)",47127,Yes,* ,*, *,3 or fewer,*
"Perry County(6)",47135,Yes,* ,*, *,3 or fewer,*
"Pickett County(6)",47137,Yes,* ,*, *,3 or fewer,*
"Smith County(6)",47159,Yes,* ,*, *,3 or fewer,*
"Trousdale County(6)",47169,Yes,* ,*, *,3 or fewer,*
"Van Buren County(6)",47175,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

