------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=23&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '23', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=23&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Maine by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"Maine",23000,18.8,250131,"2 of 52"
"Androscoggin County",23001,16.3,17543,"1981 of 3141"
"Cumberland County",23005,16.8,48521,"1846 of 3141"
"Penobscot County",23019,16.9,25664,"1824 of 3141"
"Kennebec County",23011,18.2,22066,"1386 of 3141"
"York County",23031,18.6,37461,"1264 of 3141"
"Somerset County",23025,19.5,9921,"996 of 3141"
"Oxford County",23017,19.8,11325,"919 of 3141"
"Sagadahoc County",23023,20.0,7026,"874 of 3141"
"Franklin County",23007,20.2,6100,"807 of 3141"
"Waldo County",23027,20.3,7963,"788 of 3141"
"Aroostook County",23003,22.0,15138,"494 of 3141"
"Hancock County",23009,22.3,12158,"447 of 3141"
"Washington County",23029,22.7,7218,"414 of 3141"
"Knox County",23013,22.9,9102,"384 of 3141"
"Piscataquis County",23021,24.6,4164,"244 of 3141"
"Lincoln County",23015,25.8,8761,"172 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
