------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=23&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '23', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=23&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Maine by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"United States",00000,34.5,110609456,"N/A"
"Maine",23000,42.3,562010,"1 of 52"
"Androscoggin County",23001,37.9,40659,"1819 of 3141"
"Cumberland County",23005,39.1,113138,"1552 of 3141"
"Penobscot County",23019,39.3,59809,"1521 of 3141"
"Kennebec County",23011,41.8,50743,"950 of 3141"
"York County",23031,42.6,85737,"833 of 3141"
"Somerset County",23025,43.7,22297,"653 of 3141"
"Franklin County",23007,44.4,13411,"572 of 3141"
"Sagadahoc County",23023,44.5,15625,"569 of 3141"
"Waldo County",23027,44.6,17502,"561 of 3141"
"Oxford County",23017,45.2,25866,"499 of 3141"
"Aroostook County",23003,46.2,31822,"398 of 3141"
"Washington County",23029,47.1,14973,"333 of 3141"
"Knox County",23013,47.1,18714,"327 of 3141"
"Hancock County",23009,47.4,25803,"311 of 3141"
"Lincoln County",23015,50.8,17267,"147 of 3141"
"Piscataquis County",23021,51.0,8644,"138 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
