------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=27&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'cancer': '076', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_002.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=27&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Minnesota by County

"Brain & ONS, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Minnesota",27000,***,4.7 ,4.4, 4.9,288,rising,1.2 ,0.1, 2.3
"United States",00000,***,4.4 ,4.4, 4.4,15944,rising,0.6 ,0.3, 0.9
"Crow Wing County",27035,***,6.9 ,4.4, 10.4,5,stable,1.5 ,-0.9, 4.0
"Otter Tail County",27111,***,6.7 ,4.3, 10.1,6,*,*,*,*
"Goodhue County",27049,***,6.6 ,3.9, 10.6,4,*,*,*,*
"Itasca County",27061,***,6.3 ,3.7, 10.3,4,stable,-1.1 ,-3.8, 1.7
"Chisago County",27025,***,6.2 ,3.7, 9.8,4,*,*,*,*
"Sherburne County",27141,***,5.9 ,3.8, 8.7,5,*,*,*,*
"Blue Earth County",27013,***,5.7 ,3.4, 9,4,stable,-1.3 ,-3.3, 0.8
"Washington County",27163,***,5.7 ,4.4, 7.1,15,rising,2.1 ,0.1, 4.1
"Winona County",27169,***,5.6 ,3.1, 9.4,3,*,*,*,*
"Carver County",27019,***,5.2 ,3.3, 7.8,5,*,*,*,*
"Rice County",27131,***,5.2 ,3.1, 8.3,4,stable,-0.6 ,-2.7, 1.5
"St. Louis County",27137,***,5 ,3.7, 6.5,12,stable,0.1 ,-1.1, 1.3
"Olmsted County",27109,***,4.9 ,3.5, 6.7,8,falling,-1.9 ,-3.4, -0.5
"Stearns County",27145,***,4.8 ,3.4, 6.6,8,stable,0.2 ,-2.1, 2.5
"Ramsey County",27123,***,4.7 ,3.9, 5.6,26,stable,-1.0 ,-2.1, 0.1
"Dakota County",27037,***,4.6 ,3.7, 5.6,20,stable,-1.2 ,-3.0, 0.7
"Hennepin County",27053,***,4.5 ,4, 5.1,58,stable,2.6 ,-0.6, 5.8
"Anoka County",27003,***,4.5 ,3.5, 5.6,16,stable,-0.1 ,-1.7, 1.5
"Wright County",27171,***,4 ,2.6, 5.8,5,stable,-0.6 ,-3.1, 2.0
"Scott County",27139,***,3.4 ,2.1, 5.2,4,*,*,*,*
"Aitkin County",27001,***,* ,*, *,3 or fewer,*,*,*,*
"Becker County",27005,***,* ,*, *,3 or fewer,*,*,*,*
"Beltrami County",27007,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County",27009,***,* ,*, *,3 or fewer,*,*,*,*
"Big Stone County",27011,***,* ,*, *,3 or fewer,*,*,*,*
"Brown County",27015,***,* ,*, *,3 or fewer,*,*,*,*
"Carlton County",27017,***,* ,*, *,3 or fewer,*,*,*,*
"Cass County",27021,***,* ,*, *,3 or fewer,*,*,*,*
