------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=27&areatype=county&cancer=072&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'cancer': '072', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_009.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=27&areatype=county&cancer=072&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Minnesota by County

"Kidney & Renal Pelvis, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Minnesota",27000,***,4 ,3.8, 4.2,255,falling,-0.8 ,-1.2, -0.4
"United States",00000,***,3.8 ,3.7, 3.8,13926,falling,-0.9 ,-1.1, -0.7
"Morrison County",27097,***,10.1 ,6.3, 15.7,5,*,*,*,*
"Pine County",27115,***,9.1 ,5.3, 14.8,4,*,*,*,*
"Carlton County",27017,***,8.2 ,4.8, 13.2,4,*,*,*,*
"Otter Tail County",27111,***,7.1 ,4.9, 10.3,7,*,*,*,*
"Freeborn County",27047,***,6.6 ,3.7, 11.2,3,*,*,*,*
"Itasca County",27061,***,6.2 ,3.8, 9.9,4,*,*,*,*
"Sherburne County",27141,***,6.2 ,3.9, 9.4,5,*,*,*,*
"Crow Wing County",27035,***,5.8 ,3.8, 8.6,6,*,*,*,*
"Goodhue County",27049,***,5.3 ,3.1, 8.8,4,*,*,*,*
"Anoka County",27003,***,5.3 ,4.2, 6.6,18,stable,-0.4 ,-1.9, 1.2
"Stearns County",27145,***,4.4 ,3, 6.1,7,stable,-2.1 ,-4.3, 0.1
"St. Louis County",27137,***,4.3 ,3.2, 5.6,12,stable,0.3 ,-1.1, 1.8
"Wright County",27171,***,4.1 ,2.6, 6.1,5,*,*,*,*
"Dakota County",27037,***,3.7 ,2.9, 4.7,16,falling,-1.7 ,-3.1, -0.3
"Ramsey County",27123,***,3.7 ,3, 4.5,22,falling,-1.8 ,-3.1, -0.4
"Carver County",27019,***,3.4 ,1.9, 5.7,3,*,*,*,*
"Scott County",27139,***,3.3 ,2, 5.1,4,*,*,*,*
"Washington County",27163,***,3.1 ,2.2, 4.3,8,stable,-1.1 ,-3.2, 1.1
