------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=047&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'cancer': '047', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_049.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=047&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Colorado by County

"Lung & Bronchus (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Colorado(6)",08000,***,29.7 ,29.1, 30.4,1644,70.6
"US (SEER+NPCR)(1)",00000,***,42.1 ,42, 42.2,156578,71.3
"Lincoln County(6)",08073,***,48.8 ,27.5, 80.8,3,80.0
"Bent County(6)",08011,***,47.8 ,29, 76.4,4,87.0
"Prowers County(6)",08099,***,43 ,29.2, 61.6,6,74.4
"Mesa County(6)",08077,***,38 ,34.1, 42.1,74,69.2
"Pueblo County(6)",08101,***,37.9 ,34.2, 41.9,80,76.7
"Logan County(6)",08075,***,37.5 ,27.8, 49.6,10,77.6
"Adams County(6)",08001,***,36.1 ,33.3, 38.9,139,70.9
"Fremont County(6)",08043,***,35 ,29.1, 42,25,66.7
"Montrose County(6)",08085,***,34 ,27.6, 41.6,21,74.3
"Garfield County(6)",08045,***,32.8 ,26, 40.9,18,66.7
"Weld County(6)",08123,***,32.4 ,29.3, 35.8,83,74.3
"Arapahoe County(6)",08005,***,32.3 ,30.3, 34.5,192,72.1
"Morgan County(6)",08087,***,32 ,23.9, 42.2,11,67.1
"El Paso County(6)",08041,***,31.7 ,29.7, 33.7,200,72.0
"Denver County(6)",08031,***,30.8 ,28.8, 32.9,187,69.8
"Jefferson County(6)",08059,***,28.8 ,26.9, 30.7,191,67.8
"Elbert County(6)",08039,***,28.7 ,19.4, 41.1,8,74.5
"Larimer County(6)",08069,***,28.3 ,25.9, 31,102,75.4
"Delta County(6)",08029,***,27.9 ,21.7, 35.8,14,63.7
"Routt County(6)",08107,***,27 ,17.4, 39.8,6,85.7
"Teller County(6)",08119,***,26.5 ,18, 37.8,8,71.9
"Yuma County(6)",08125,***,26.4 ,15.6, 42.6,4,64.3
"Gunnison County(6)",08051,***,25.9 ,15.1, 41.4,4,76.9
"Montezuma County(6)",08083,***,25.8 ,18.9, 34.7,10,69.4
"Huerfano County(6)",08055,***,25.3 ,14.7, 45.2,4,58.1
"Broomfield County(6)",08014,***,25.1 ,19.6, 31.6,15,64.3
"Moffat County(6)",08081,***,24.3 ,14, 39.3,4,69.2
"Grand County(6)",08049,***,23.9 ,13.5, 39.1,4,80.0
"Douglas County(6)",08035,***,23.6 ,20.8, 26.6,59,65.3
"Alamosa County(6)",08003,***,23.4 ,14, 36.9,4,70.4
"Park County(6)",08093,***,23.3 ,13.6, 37.7,5,71.4
"Archuleta County(6)",08007,***,22.8 ,14.2, 36.1,5,71.4
"Boulder County(6)",08013,***,22.1 ,19.7, 24.7,67,69.9
"Las Animas County(6)",08071,***,21.6 ,13.7, 33.2,5,58.5
"Chaffee County(6)",08015,***,19.4 ,13.2, 28.6,6,59.3
"Eagle County(6)",08037,***,18.3 ,12.1, 26.2,8,79.2
"Otero County(6)",08089,***,17.8 ,11.5, 27,5,59.5
"La Plata County(6)",08067,***,17.8 ,13.2, 23.4,11,71.8
"Summit County(6)",08117,***,14.6 ,7.9, 24.5,4,76.9
"Baca County(6)",08009,***,* ,*, *,3 or fewer,*
"Cheyenne County(6)",08017,***,* ,*, *,3 or fewer,*
"Clear Creek County(6)",08019,***,* ,*, *,3 or fewer,*
"Conejos County(6)",08021,***,* ,*, *,3 or fewer,*
"Costilla County(6)",08023,***,* ,*, *,3 or fewer,*
"Crowley County(6)",08025,***,* ,*, *,3 or fewer,*
"Custer County(6)",08027,***,* ,*, *,3 or fewer,*
"Dolores County(6)",08033,***,* ,*, *,3 or fewer,*
"Gilpin County(6)",08047,***,* ,*, *,3 or fewer,*
"Hinsdale County(6)",08053,***,* ,*, *,3 or fewer,*
"Jackson County(6)",08057,***,* ,*, *,3 or fewer,*
"Kiowa County(6)",08061,***,* ,*, *,3 or fewer,*
"Kit Carson County(6)",08063,***,* ,*, *,3 or fewer,*
"Lake County(6)",08065,***,* ,*, *,3 or fewer,*
"Mineral County(6)",08079,***,* ,*, *,3 or fewer,*
"Ouray County(6)",08091,***,* ,*, *,3 or fewer,*
"Phillips County(6)",08095,***,* ,*, *,3 or fewer,*
"Pitkin County(6)",08097,***,* ,*, *,3 or fewer,*
"Rio Blanco County(6)",08103,***,* ,*, *,3 or fewer,*
"Rio Grande County(6)",08105,***,* ,*, *,3 or fewer,*
"Saguache County(6)",08109,***,* ,*, *,3 or fewer,*
"San Juan County(6)",08111,***,* ,*, *,3 or fewer,*
"San Miguel County(6)",08113,***,* ,*, *,3 or fewer,*
"Sedgwick County(6)",08115,***,* ,*, *,3 or fewer,*
"Washington County(6)",08121,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:59 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

