------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=33&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '33', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=33&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for New Hampshire by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"New Hampshire",33000,16.5,219293,"10 of 52"
"Strafford County",33017,13.9,17596,"2618 of 3141"
"Hillsborough County",33011,14.4,58520,"2513 of 3141"
"Rockingham County",33015,16.0,48446,"2094 of 3141"
"Merrimack County",33013,16.6,24542,"1903 of 3141"
"Cheshire County",33005,18.0,13705,"1445 of 3141"
"Grafton County",33009,18.8,16752,"1210 of 3141"
"Sullivan County",33019,19.5,8410,"981 of 3141"
"Belknap County",33001,20.3,12266,"782 of 3141"
"Coos County",33007,21.9,7034,"504 of 3141"
"Carroll County",33003,25.3,12022,"196 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
