------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=40&areatype=county&cancer=066&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'cancer': '066', 'race': '00', 'sex': '1', 'age': '001', 'type': 'death', 'file_name': 'deathrates_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=40&areatype=county&cancer=066&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Oklahoma by County

"Prostate, 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 21.8?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oklahoma",40000,Yes,20.5 ,19.5, 21.5,366,falling,-1.9 ,-2.5, -1.2
"United States",00000,Yes,19.2 ,19.1, 19.3,28497,stable,-0.8 ,-2.1, 0.5
"Okfuskee County",40107,No,64.2 ,38.3, 100.6,4,*,*,*,*
"Seminole County",40133,No,30.1 ,18.3, 46.9,4,*,*,*,*
"Ottawa County",40115,No,27.5 ,17.5, 41.2,5,*,*,*,*
"McCurtain County",40089,No,27.1 ,16.8, 41.3,4,falling,-3.6 ,-6.2, -1.0
"Sequoyah County",40135,No,26.8 ,17.7, 39,6,falling,-3.2 ,-5.0, -1.3
"Carter County",40019,No,25.8 ,17.2, 37.2,6,stable,-0.5 ,-2.2, 1.3
"Mayes County",40097,No,25.4 ,16.8, 37,6,*,*,*,*
"Comanche County",40031,No,23.2 ,17.2, 30.4,10,falling,-2.8 ,-4.2, -1.3
"Pottawatomie County",40125,No,23.1 ,16.4, 31.7,8,falling,-1.9 ,-3.5, -0.4
"Cherokee County",40021,No,22.9 ,15, 33.5,5,falling,-2.8 ,-4.7, -0.8
"Creek County",40037,No,22.6 ,16.1, 30.9,8,falling,-2.6 ,-4.3, -0.8
"Muskogee County",40101,No,22.3 ,15.7, 30.7,8,falling,-2.9 ,-4.4, -1.3
"Tulsa County",40143,No,22.1 ,19.5, 24.8,57,falling,-2.2 ,-2.9, -1.5
"Cleveland County",40027,No,21.9 ,17.8, 26.5,22,stable,-1.8 ,-3.5, 0.0
"Le Flore County",40079,No,21.8 ,14.5, 31.6,6,falling,-2.8 ,-4.7, -0.9
"Kay County",40071,Yes,21.8 ,14.5, 31.6,6,falling,-2.0 ,-3.7, -0.3
"Okmulgee County",40111,Yes,21.4 ,13.4, 32.4,5,stable,-0.9 ,-2.8, 1.0
"Garvin County",40049,Yes,21.3 ,12.1, 34.9,3,stable,-1.1 ,-3.3, 1.1
"Rogers County",40131,Yes,21 ,15.4, 28,10,stable,-2.0 ,-3.9, 0.0
"Lincoln County",40081,Yes,20.4 ,12.3, 32,4,falling,-3.1 ,-5.5, -0.6
"Grady County",40051,Yes,20.3 ,12.6, 30.8,5,falling,-3.4 ,-5.7, -1.0
"Oklahoma County",40109,Yes,20 ,17.8, 22.4,61,falling,-2.5 ,-3.1, -1.8
"Pittsburg County",40121,Yes,19.8 ,12.9, 29.2,5,falling,-2.9 ,-4.5, -1.2
"Payne County",40119,Yes,18.4 ,12.2, 26.6,6,falling,-2.3 ,-4.0, -0.7
"Washington County",40147,Yes,18.3 ,12.3, 26.5,6,falling,-4.2 ,-5.7, -2.6
"Wagoner County",40145,Yes,17.5 ,11.6, 25.1,6,falling,-4.5 ,-6.9, -2.0
"Bryan County",40013,Yes,16.9 ,10, 26.7,4,falling,-3.5 ,-5.7, -1.2
"Logan County",40083,Yes,16.7 ,9.7, 26.7,4,falling,-4.0 ,-6.4, -1.5
"Delaware County",40041,Yes,16.5 ,10.6, 25.1,5,*,*,*,*
"Stephens County",40137,Yes,16.2 ,10.1, 24.9,4,falling,-3.8 ,-5.5, -2.1
"Canadian County",40017,Yes,15.2 ,10.4, 21.3,7,falling,-4.4 ,-6.2, -2.5
"Osage County",40113,Yes,14.1 ,8.4, 22.5,4,falling,-4.6 ,-6.8, -2.4
"Garfield County",40047,Yes,13.6 ,8.4, 20.8,4,falling,-2.1 ,-4.0, -0.2
"Adair County",40001,***,* ,*, *,3 or fewer,*,*,*,*
"Alfalfa County",40003,***,* ,*, *,3 or fewer,*,*,*,*
"Atoka County",40005,***,* ,*, *,3 or fewer,*,*,*,*
"Beaver County",40007,***,* ,*, *,3 or fewer,*,*,*,*
"Beckham County",40009,***,* ,*, *,3 or fewer,*,*,*,*
"Blaine County",40011,***,* ,*, *,3 or fewer,*,*,*,*
"Caddo County",40015,***,* ,*, *,3 or fewer,*,*,*,*
"Choctaw County",40023,***,* ,*, *,3 or fewer,*,*,*,*
"Cimarron County",40025,***,* ,*, *,3 or fewer,*,*,*,*
