------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=0&age=157&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '157', 'type': 'incd', 'file_name': 'incidencerates_038.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=00&sex=0&age=157&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages 65+"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,2084.5 ,2068.4, 2100.8,13048,falling,-1.5 ,-1.8, -1.1
"US (SEER+NPCR)(1,10)",00000,***,1983.5 ,1981.6, 1985.3,900671,falling,-1.4 ,-2.2, -0.6
"Catahoula Parish(7,8)",22025,***,2752.2 ,2395.1, 3147.9,43,stable,-10.1 ,-21.2, 2.5
"Caldwell Parish(7,8)",22021,***,2347.7 ,2025.6, 2706.9,39,stable,-0.5 ,-2.4, 1.3
"St. Bernard Parish(7,8)",22087,***,2305.7 ,2101.7, 2524.3,98,stable,-0.5 ,-1.8, 0.7
"West Baton Rouge Parish(7,8)",22121,***,2300.2 ,2065.2, 2554.8,72,stable,-1.0 ,-2.3, 0.3
"Lafayette Parish(7,8)",22055,***,2248.8 ,2167.5, 2332.4,593,falling,-0.9 ,-1.6, -0.3
"East Feliciana Parish(7,8)",22037,***,2241.5 ,2001.4, 2502.9,67,stable,-1.0 ,-2.5, 0.5
"Morehouse Parish(7,8)",22067,***,2234.2 ,2039, 2443,98,stable,-0.8 ,-1.7, 0.0
"St. Landry Parish(7,8)",22097,***,2227.9 ,2109.8, 2350.8,270,falling,-1.4 ,-1.8, -0.9
"Terrebonne Parish(7,8)",22109,***,2225.9 ,2114.7, 2341.5,309,stable,0.5 ,-0.1, 1.1
"St. Mary Parish(7,8)",22101,***,2222.5 ,2073.5, 2379.4,168,stable,0.1 ,-0.6, 0.9
"St. Tammany Parish(7,8)",22103,***,2222.4 ,2151.8, 2294.7,782,falling,-1.1 ,-1.6, -0.6
"Vermilion Parish(7,8)",22113,***,2216.7 ,2073.9, 2366.6,182,stable,-0.6 ,-1.5, 0.3
"West Carroll Parish(7,8)",22123,***,2202.8 ,1923.5, 2511.6,45,stable,-1.3 ,-3.7, 1.3
"Franklin Parish(7,8)",22041,***,2199.4 ,1982.6, 2433.4,76,stable,-0.2 ,-1.6, 1.3
"Ouachita Parish(7,8)",22073,***,2193.6 ,2103.2, 2286.9,450,stable,-0.4 ,-1.0, 0.3
"De Soto Parish(7,8)",22031,***,2184.7 ,1989.8, 2393.6,94,stable,-0.6 ,-1.7, 0.5
"LaFourche Parish(7,8)",22057,***,2160 ,2049.3, 2275.2,290,stable,0.9 ,0.0, 1.8
"St. Martin Parish(7,8)",22099,***,2153.9 ,1999.4, 2317.3,150,falling,-1.4 ,-2.5, -0.3
"La Salle Parish(7,8)",22059,***,2138.8 ,1879, 2424.6,50,stable,-1.2 ,-2.3, 0.0
"Jefferson Parish(7,8)",22051,***,2134.4 ,2083.7, 2186.1,1389,falling,-0.5 ,-0.9, -0.1
