------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=061&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '061', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=061&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"Ovary (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,9.5 ,9, 10.1,262,falling,-2.2 ,-3.0, -1.4
"US (SEER+NPCR)(1,10)",00000,***,11.1 ,11.1, 11.2,21404,falling,-2.5 ,-4.7, -0.2
"St. John the Baptist Parish(7)",22095,***,14.6 ,8.3, 23.6,3,*,*,*,*
"Tangipahoa Parish(7,8)",22105,***,13.1 ,9.5, 17.5,9,stable,2.8 ,-0.2, 6.0
"Lafayette Parish(7,8)",22055,***,12.2 ,9.6, 15.3,15,stable,0.1 ,-2.6, 2.9
"St. Martin Parish(7,8)",22099,***,12 ,7.1, 19,4,stable,2.0 ,-1.3, 5.3
"St. Mary Parish(7)",22101,***,11.6 ,6.9, 18.3,4,*,*,*,*
"St. Landry Parish(7)",22097,***,11.5 ,7.5, 16.9,6,*,*,*,*
"East Baton Rouge Parish(7,8)",22033,***,11 ,9.2, 13,28,stable,-1.2 ,-3.5, 1.2
"Ascension Parish(7,8)",22005,***,10.7 ,7.2, 15.3,6,stable,-0.7 ,-7.3, 6.3
"St. Tammany Parish(7,8)",22103,***,10.4 ,8.2, 13,16,falling,-3.4 ,-5.3, -1.5
"Acadia Parish(7)",22001,***,10.4 ,6.2, 16.5,4,*,*,*,*
"Ouachita Parish(7,8)",22073,***,10.1 ,7.4, 13.6,9,stable,1.7 ,-2.2, 5.9
"Jefferson Parish(7,8)",22051,***,10.1 ,8.4, 11.9,28,falling,-2.2 ,-3.7, -0.7
"Rapides Parish(7,8)",22079,***,9.6 ,6.6, 13.4,7,stable,-3.0 ,-6.1, 0.2
"Orleans Parish(7,8)",22071,***,8.9 ,7.2, 10.8,20,stable,-2.0 ,-4.4, 0.4
"Calcasieu Parish(7,8)",22019,***,8.8 ,6.5, 11.7,10,stable,-1.0 ,-4.5, 2.7
"Caddo Parish(7,8)",22017,***,8.8 ,6.8, 11.2,14,stable,-1.4 ,-3.9, 1.1
"Bossier Parish(7,8)",22015,***,8.2 ,5.4, 12,5,falling,-5.6 ,-9.3, -1.6
"LaFourche Parish(7,8)",22057,***,8.1 ,5.1, 12.2,5,stable,-4.4 ,-9.5, 1.1
"Terrebonne Parish(7,8)",22109,***,7.8 ,5, 11.6,5,stable,-3.7 ,-7.6, 0.4
"Livingston Parish(7,8)",22063,***,7.7 ,5.1, 11.3,6,stable,-3.3 ,-7.2, 0.8
"Allen Parish(7)",22003,***,* ,*, *,3 or fewer,*,*,*,*
"Assumption Parish(7)",22007,***,* ,*, *,3 or fewer,*,*,*,*
"Avoyelles Parish(7,8)",22009,***,* ,*, *,3 or fewer,*,*,*,*
"Beauregard Parish(7,8)",22011,***,* ,*, *,3 or fewer,*,*,*,*
"Bienville Parish(7)",22013,***,* ,*, *,3 or fewer,*,*,*,*
"Caldwell Parish(7)",22021,***,* ,*, *,3 or fewer,*,*,*,*
"Cameron Parish(7)",22023,***,* ,*, *,3 or fewer,*,*,*,*
"Catahoula Parish(7)",22025,***,* ,*, *,3 or fewer,*,*,*,*
"Claiborne Parish(7)",22027,***,* ,*, *,3 or fewer,*,*,*,*
"Concordia Parish(7)",22029,***,* ,*, *,3 or fewer,*,*,*,*
"De Soto Parish(7)",22031,***,* ,*, *,3 or fewer,*,*,*,*
"East Carroll Parish(7)",22035,***,* ,*, *,3 or fewer,*,*,*,*
"East Feliciana Parish(7)",22037,***,* ,*, *,3 or fewer,*,*,*,*
"Evangeline Parish(7)",22039,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin Parish(7)",22041,***,* ,*, *,3 or fewer,*,*,*,*
"Grant Parish(7)",22043,***,* ,*, *,3 or fewer,*,*,*,*
"Iberia Parish(7,8)",22045,***,* ,*, *,3 or fewer,*,*,*,*
"Iberville Parish(7)",22047,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson Parish(7)",22049,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson Davis Parish(7)",22053,***,* ,*, *,3 or fewer,*,*,*,*
"La Salle Parish(7)",22059,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln Parish(7)",22061,***,* ,*, *,3 or fewer,*,*,*,*
"Madison Parish(7)",22065,***,* ,*, *,3 or fewer,*,*,*,*
"Morehouse Parish(7)",22067,***,* ,*, *,3 or fewer,*,*,*,*
"Natchitoches Parish(7)",22069,***,* ,*, *,3 or fewer,*,*,*,*
"Plaquemines Parish(7)",22075,***,* ,*, *,3 or fewer,*,*,*,*
"Pointe Coupee Parish(7)",22077,***,* ,*, *,3 or fewer,*,*,*,*
"Red River Parish(7)",22081,***,* ,*, *,3 or fewer,*,*,*,*
"Richland Parish(7)",22083,***,* ,*, *,3 or fewer,*,*,*,*
"Sabine Parish(7)",22085,***,* ,*, *,3 or fewer,*,*,*,*
"St. Bernard Parish(7)",22087,***,* ,*, *,3 or fewer,*,*,*,*
"St. Charles Parish(7)",22089,***,* ,*, *,3 or fewer,*,*,*,*
"St. Helena Parish(7)",22091,***,* ,*, *,3 or fewer,*,*,*,*
"St. James Parish(7)",22093,***,* ,*, *,3 or fewer,*,*,*,*
"Tensas Parish(7)",22107,***,* ,*, *,3 or fewer,*,*,*,*
"Union Parish(7)",22111,***,* ,*, *,3 or fewer,*,*,*,*
"Vermilion Parish(7)",22113,***,* ,*, *,3 or fewer,*,*,*,*
"Vernon Parish(7)",22115,***,* ,*, *,3 or fewer,*,*,*,*
"Washington Parish(7)",22117,***,* ,*, *,3 or fewer,*,*,*,*
"Webster Parish(7)",22119,***,* ,*, *,3 or fewer,*,*,*,*
"West Baton Rouge Parish(7)",22121,***,* ,*, *,3 or fewer,*,*,*,*
"West Carroll Parish(7)",22123,***,* ,*, *,3 or fewer,*,*,*,*
"West Feliciana Parish(7)",22125,***,* ,*, *,3 or fewer,*,*,*,*
"Winn Parish(7)",22127,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
