------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=086&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '086', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=086&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"Non-Hodgkin Lymphoma (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,19.4 ,18.9, 20,981,falling,-3.1 ,-6.0, -0.1
"US (SEER+NPCR)(1,10)",00000,***,19.2 ,19.1, 19.3,69092,stable,-1.3 ,-3.5, 0.9
"Plaquemines Parish(7,8)",22075,***,29.5 ,20.2, 41.6,7,stable,3.0 ,-1.8, 8.1
"Allen Parish(7,8)",22003,***,24.5 ,17, 34.2,7,stable,-1.9 ,-5.6, 1.9
"Beauregard Parish(7,8)",22011,***,24.2 ,17.8, 32.2,10,stable,2.7 ,-2.1, 7.6
"Iberville Parish(7,8)",22047,***,24.2 ,17.5, 32.5,9,stable,1.3 ,-2.0, 4.8
"Evangeline Parish(7,8)",22039,***,23.4 ,16.8, 31.7,9,stable,-1.0 ,-4.1, 2.1
"Lafayette Parish(7,8)",22055,***,22.1 ,19.4, 25.1,51,stable,0.7 ,-1.0, 2.4
"West Feliciana Parish(7)",22125,***,22 ,13.3, 34.9,4,*,*,*,*
"Jefferson Davis Parish(7,8)",22053,***,22 ,15.7, 30.1,8,stable,-0.5 ,-5.5, 4.7
"Terrebonne Parish(7,8)",22109,***,21.9 ,18.2, 26.1,26,stable,1.0 ,-1.2, 3.2
"LaFourche Parish(7,8)",22057,***,21.8 ,18, 26.1,24,stable,1.3 ,-0.8, 3.3
"Iberia Parish(7,8)",22045,***,21.6 ,17.2, 26.8,17,rising,3.2 ,0.5, 6.1
"Assumption Parish(7,8)",22007,***,21.6 ,14.2, 31.5,6,stable,0.3 ,-3.1, 3.9
"Ascension Parish(7,8)",22005,***,21.4 ,17.5, 25.9,22,stable,0.4 ,-2.8, 3.7
"Vernon Parish(7,8)",22115,***,21.4 ,15.6, 28.6,9,stable,2.4 ,-1.4, 6.3
"St. Bernard Parish(7,8)",22087,***,21.4 ,14.9, 29.6,8,stable,2.8 ,-0.8, 6.4
"West Baton Rouge Parish(7,8)",22121,***,21.3 ,14.1, 31.1,6,stable,0.6 ,-3.5, 4.9
"Vermilion Parish(7,8)",22113,***,21.2 ,16.4, 26.9,14,stable,0.4 ,-2.4, 3.3
