------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=06&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '22', 'areatype': 'county', 'cancer': '001', 'race': '06', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_025.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=22&areatype=county&cancer=001&race=06&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Louisiana by Parish

"All Cancer Sites (All Stages^), 2012-2016"

"White Hispanic, Both Sexes, All Ages"

Sorted by Rate

Parish, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Louisiana(7,8)",22000,***,308.7 ,295, 322.8,412,falling,-2.4 ,-3.3, -1.6
"US (SEER+NPCR) &sect; (1,10)",00000,***,345.6 ,344.7, 346.5,116172,falling,-1.7 ,-2.8, -0.6
"St. Mary Parish(7,8)",22101,***,638.1 ,463.4, 851.3,10,stable,-2.8 ,-6.3, 0.9
"St. Charles Parish(7,8)",22089,***,520 ,366.2, 711.3,8,stable,-1.5 ,-5.9, 3.2
"Vernon Parish(7)",22115,***,474.5 ,322.5, 667.9,8,*,*,*,*
"St. Bernard Parish(7,8)",22087,***,400.2 ,310, 508,14,falling,-3.9 ,-6.6, -1.1
"Bossier Parish(7,8)",22015,***,394.2 ,294.5, 513.7,13,stable,-2.8 ,-6.6, 1.2
"St. Landry Parish(7)",22097,***,389.3 ,220.1, 629.1,3,*,*,*,*
"Orleans Parish(7,8)",22071,***,385.6 ,335.5, 440.7,45,stable,-1.5 ,-3.2, 0.2
"Jefferson Parish(7,8)",22051,***,375.2 ,350, 401.6,171,falling,-2.1 ,-3.2, -0.9
"Lafayette Parish(7,8)",22055,***,358 ,280.3, 448.7,17,stable,2.6 ,-2.8, 8.3
"Terrebonne Parish(7,8)",22109,***,330.8 ,220.7, 471.1,8,stable,-1.4 ,-6.3, 3.8
"Livingston Parish(7)",22063,***,305.3 ,209.3, 427,7,*,*,*,*
"East Baton Rouge Parish(7,8)",22033,***,259.9 ,211.6, 315.1,23,stable,-1.4 ,-4.0, 1.3
"Tangipahoa Parish(7)",22105,***,242.4 ,153.9, 358.4,6,*,*,*,*
"LaFourche Parish(7)",22057,***,234.3 ,141.2, 360.4,5,*,*,*,*
"St. Tammany Parish(7,8)",22103,***,217.6 ,176.4, 265.1,21,falling,-4.6 ,-7.8, -1.3
"Ascension Parish(7,8)",22005,***,216.7 ,138.6, 318.9,6,stable,0.0 ,-5.3, 5.5
"Rapides Parish(7)",22079,***,184.2 ,114, 280.1,4,*,*,*,*
"Calcasieu Parish(7,8)",22019,***,183.3 ,122.8, 262,7,falling,-5.7 ,-9.5, -1.6
"Caddo Parish(7)",22017,***,99.3 ,62.1, 150.8,5,*,*,*,*
"Acadia Parish(7)",22001,***,* ,*, *,3 or fewer,*,*,*,*
"Allen Parish(7)",22003,***,* ,*, *,3 or fewer,*,*,*,*
"Assumption Parish(7)",22007,***,* ,*, *,3 or fewer,*,*,*,*
"Avoyelles Parish(7)",22009,***,* ,*, *,3 or fewer,*,*,*,*
"Beauregard Parish(7)",22011,***,* ,*, *,3 or fewer,*,*,*,*
"Bienville Parish(7)",22013,***,* ,*, *,3 or fewer,*,*,*,*
"Caldwell Parish(7)",22021,***,* ,*, *,3 or fewer,*,*,*,*
"Cameron Parish(7)",22023,***,* ,*, *,3 or fewer,*,*,*,*
"Catahoula Parish(7)",22025,***,* ,*, *,3 or fewer,*,*,*,*
"Claiborne Parish(7)",22027,***,* ,*, *,3 or fewer,*,*,*,*
"Concordia Parish(7)",22029,***,* ,*, *,3 or fewer,*,*,*,*
"De Soto Parish(7)",22031,***,* ,*, *,3 or fewer,*,*,*,*
"East Carroll Parish(7)",22035,***,* ,*, *,3 or fewer,*,*,*,*
"East Feliciana Parish(7)",22037,***,* ,*, *,3 or fewer,*,*,*,*
"Evangeline Parish(7)",22039,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin Parish(7)",22041,***,* ,*, *,3 or fewer,*,*,*,*
"Grant Parish(7)",22043,***,* ,*, *,3 or fewer,*,*,*,*
"Iberia Parish(7)",22045,***,* ,*, *,3 or fewer,*,*,*,*
"Iberville Parish(7)",22047,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson Parish(7)",22049,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson Davis Parish(7)",22053,***,* ,*, *,3 or fewer,*,*,*,*
"La Salle Parish(7)",22059,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln Parish(7)",22061,***,* ,*, *,3 or fewer,*,*,*,*
"Madison Parish(7)",22065,***,* ,*, *,3 or fewer,*,*,*,*
"Morehouse Parish(7)",22067,***,* ,*, *,3 or fewer,*,*,*,*
"Natchitoches Parish(7)",22069,***,* ,*, *,3 or fewer,*,*,*,*
"Ouachita Parish(7,8)",22073,***,* ,*, *,3 or fewer,*,*,*,*
"Plaquemines Parish(7)",22075,***,* ,*, *,3 or fewer,*,*,*,*
"Pointe Coupee Parish(7)",22077,***,* ,*, *,3 or fewer,*,*,*,*
"Red River Parish(7)",22081,***,* ,*, *,3 or fewer,*,*,*,*
"Richland Parish(7)",22083,***,* ,*, *,3 or fewer,*,*,*,*
"Sabine Parish(7)",22085,***,* ,*, *,3 or fewer,*,*,*,*
"St. Helena Parish(7)",22091,***,* ,*, *,3 or fewer,*,*,*,*
"St. James Parish(7)",22093,***,* ,*, *,3 or fewer,*,*,*,*
"St. John the Baptist Parish(7)",22095,***,* ,*, *,3 or fewer,*,*,*,*
"St. Martin Parish(7)",22099,***,* ,*, *,3 or fewer,*,*,*,*
"Tensas Parish(7)",22107,***,* ,*, *,3 or fewer,*,*,*,*
"Union Parish(7)",22111,***,* ,*, *,3 or fewer,*,*,*,*
"Vermilion Parish(7)",22113,***,* ,*, *,3 or fewer,*,*,*,*
"Washington Parish(7)",22117,***,* ,*, *,3 or fewer,*,*,*,*
"Webster Parish(7)",22119,***,* ,*, *,3 or fewer,*,*,*,*
"West Baton Rouge Parish(7)",22121,***,* ,*, *,3 or fewer,*,*,*,*
"West Carroll Parish(7)",22123,***,* ,*, *,3 or fewer,*,*,*,*
"West Feliciana Parish(7)",22125,***,* ,*, *,3 or fewer,*,*,*,*
"Winn Parish(7)",22127,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
