------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Ohio",39000,66885.000000000,"31 of 52"
"United States",00000,70850.000000000,"N/A"
"Adams County",39001,44753.000000000,"2846 of 3141"
"Morgan County",39115,47220.000000000,"2692 of 3141"
"Jackson County",39079,49556.000000000,"2544 of 3141"
"Monroe County",39111,49843.000000000,"2523 of 3141"
"Meigs County",39105,51798.000000000,"2340 of 3141"
"Guernsey County",39059,52004.000000000,"2315 of 3141"
"Ashtabula County",39007,52147.000000000,"2296 of 3141"
"Vinton County",39163,52478.000000000,"2264 of 3141"
"Highland County",39071,52559.000000000,"2251 of 3141"
"Coshocton County",39031,52760.000000000,"2229 of 3141"
"Fayette County",39047,52988.000000000,"2212 of 3141"
"Scioto County",39145,53039.000000000,"2209 of 3141"
"Perry County",39127,53291.000000000,"2193 of 3141"
"Crawford County",39033,53296.000000000,"2192 of 3141"
"Athens County",39009,53847.000000000,"2150 of 3141"
"Jefferson County",39081,53998.000000000,"2136 of 3141"
"Pike County",39131,54020.000000000,"2135 of 3141"
"Noble County",39121,55179.000000000,"2038 of 3141"
"Harrison County",39067,55625.000000000,"1995 of 3141"
"Muskingum County",39119,55782.000000000,"1981 of 3141"
"Marion County",39101,56081.000000000,"1954 of 3141"
"Brown County",39015,56713.000000000,"1896 of 3141"
"Richland County",39139,56843.000000000,"1883 of 3141"
"Columbiana County",39029,57101.000000000,"1857 of 3141"
"Mahoning County",39099,57524.000000000,"1810 of 3141"
"Williams County",39171,57551.000000000,"1806 of 3141"
"Ross County",39141,57733.000000000,"1790 of 3141"
"Trumbull County",39155,57844.000000000,"1784 of 3141"
"Gallia County",39053,57980.000000000,"1766 of 3141"
"Clark County",39023,58395.000000000,"1721 of 3141"
"Huron County",39077,58883.000000000,"1680 of 3141"
"Lawrence County",39087,59642.000000000,"1594 of 3141"
"Seneca County",39147,59713.000000000,"1586 of 3141"
"Allen County",39003,59752.000000000,"1584 of 3141"
"Sandusky County",39143,59753.000000000,"1583 of 3141"
"Lucas County",39095,60022.000000000,"1547 of 3141"
"Washington County",39167,60105.000000000,"1540 of 3141"
"Hardin County",39065,60171.000000000,"1531 of 3141"
"Wyandot County",39175,60301.000000000,"1512 of 3141"
"Tuscarawas County",39157,60549.000000000,"1486 of 3141"
"Hocking County",39073,60577.000000000,"1477 of 3141"
"Darke County",39037,60582.000000000,"1476 of 3141"
"Van Wert County",39161,60776.000000000,"1460 of 3141"
"Clinton County",39027,60871.000000000,"1449 of 3141"
"Belmont County",39013,60963.000000000,"1442 of 3141"
"Montgomery County",39113,61004.000000000,"1435 of 3141"
"Knox County",39083,61702.000000000,"1370 of 3141"
"Carroll County",39019,62664.000000000,"1282 of 3141"
"Paulding County",39125,63112.000000000,"1235 of 3141"
"Preble County",39135,63141.000000000,"1229 of 3141"
"Ashland County",39005,63257.000000000,"1216 of 3141"
"Stark County",39151,63267.000000000,"1214 of 3141"
"Cuyahoga County",39035,63764.000000000,"1174 of 3141"
"Champaign County",39021,64258.000000000,"1134 of 3141"
"Erie County",39043,64384.000000000,"1126 of 3141"
"Wayne County",39169,64398.000000000,"1124 of 3141"
"Defiance County",39039,64669.000000000,"1094 of 3141"
"Logan County",39091,64869.000000000,"1081 of 3141"
"Holmes County",39075,65278.000000000,"1047 of 3141"
"Morrow County",39117,65976.000000000,"994 of 3141"
"Fulton County",39051,67327.000000000,"901 of 3141"
"Miami County",39109,67639.000000000,"869 of 3141"
"Mercer County",39107,68239.000000000,"831 of 3141"
"Lorain County",39093,68445.000000000,"816 of 3141"
"Henry County",39069,68966.000000000,"786 of 3141"
"Ottawa County",39123,69155.000000000,"776 of 3141"
"Summit County",39153,69457.000000000,"752 of 3141"
"Hancock County",39063,70109.000000000,"715 of 3141"
"Franklin County",39049,70317.000000000,"706 of 3141"
"Shelby County",39149,70571.000000000,"693 of 3141"
"Pickaway County",39129,70692.000000000,"686 of 3141"
"Portage County",39133,71373.000000000,"653 of 3141"
"Madison County",39097,71592.000000000,"643 of 3141"
"Hamilton County",39061,71692.000000000,"639 of 3141"
